Part_id	Sc_id	answer	endpupilsize	maxpupilsize	maxpupilvelocity	meanpupilsize	meanpupilvelocity	minpupilsize	minpupilvelocity	startpupilsize	stddevpupilsize	stddevpupilvelocity
1.0	seg9	1.0	2591.0	3478.5	0.021645152	3165.129252	0.001383344	2542.5	0.0	3264.0	164.6781428	0.003224124
1.0	seg8	1.0	2999.5	3499.5	0.049147352	3251.365854	0.001238184	2224.5	0.0	3194.5	171.5421359	0.004279001
1.0	seg5	1.0	3536.5	4054.5	0.025758031	3469.634615	0.001764481	1621.0	0.0	2744.0	450.7951133	0.003652242
1.0	seg7	0.0	2999.5	3499.5	0.049147352	3251.365854	0.001238184	2224.5	0.0	3194.5	171.5421359	0.004279001
1.0	seg6	1.0	3194.5	3939.5	0.088381867	3388.022817	0.000787135	1532.0	0.0	3822.5	282.921137	0.00435003
1.0	seg10	1.0	3388.0	3826.5	0.064305014	3388.136555	0.00099175	1901.0	0.0	3035.0	274.4695022	0.004393593
1.0	seg3	1.0	3697.5	3947.5	0.043410387	3541.691617	0.001670188	1433.0	0.0	2518.0	361.1759481	0.004472663
1.0	seg2	1.0	1747.0	3665.5	0.104840759	3396.777407	0.000906644	0.982	0.0	3175.5	262.720442	0.004976096
1.0	seg15	1.0	2449.5	3735.0	0.022155509	3281.483776	0.000867131	2183.0	0.0	3057.5	282.1994089	0.002332463
1.0	seg13	1.0	3095.5	3633.5	0.009966977	3141.472172	0.000531508	2882.0	0.0	3119.5	172.3022473	0.000787393
1.0	seg14	1.0	3539.0	3730.0	0.069773028	3174.173333	0.000918736	1759.0	0.0	3149.0	254.4877831	0.004374185
1.0	seg17	1.0	3115.5	3392.5	0.04022816	3154.246046	0.000678131	1991.0	0.0	3076.0	130.8000171	0.00268434
2.0	seg9	1.0	4309.0	4469.0	0.015550886	4054.770751	0.000725708	2588.0	0.0	4045.5	201.6544389	0.001282884
2.0	seg8	1.0	4046.0	4502.0	0.037888795	4114.661479	0.001231866	2852.0	0.0	4012.0	233.0390177	0.003433602
2.0	seg5	1.0	3880.0	4570.5	0.004413089	4181.487097	0.000585525	3611.0	0.0	3795.0	240.3732464	0.000630078
2.0	seg7	1.0	4046.0	4502.0	0.037888795	4114.661479	0.001231866	2852.0	0.0	4012.0	233.0390177	0.003433602
2.0	seg6	1.0	4134.0	5051.5	0.095292422	4417.809693	0.00170531	2296.0	0.0	2296.0	362.5273235	0.007493463
2.0	seg10	1.0	4145.0	4596.0	0.015191546	4125.732432	0.001139426	1961.0	0.0	3573.0	297.5502607	0.001880157
2.0	seg3	1.0	4172.5	4394.0	0.020895881	3929.971354	0.000923739	2146.0	0.0	3407.0	356.0999153	0.001814165
2.0	seg2	0.0	4350.5	4597.0	0.068988292	4314.096552	0.001277954	1492.0	0.0	4515.0	193.266917	0.004809316
2.0	seg15	1.0	4436.0	4801.0	0.008706617	4530.514035	0.000599269	4104.0	0.0	4154.0	215.2821637	0.000772609
2.0	seg13	1.0	4705.5	4998.0	0.104533173	4679.743405	0.001107966	1732.0	0.0	1732.0	278.404596	0.006008837
2.0	seg14	1.0	4566.0	4578.5	0.008706617	4297.061644	0.000852242	4104.0	0.0	4313.0	124.4392372	0.001073399
2.0	seg17	1.0	3772.5	4678.5	0.040290621	4137.114367	0.001108493	3330.0	0.0	4471.0	323.3172969	0.00240928
