Part_id	Sc_id	answer	meanabspathangles	meanrelpathangles	stddevabspathangles	stddevrelpathangles	sumabspathangles	sumrelpathangles
1	seg9	1.0	1.237749411	1.092886279	1.003563625	0.839171581	18.56624116	15.30040791
1	seg8	1.0	1.541475673	1.037513262	0.937648897	0.91197381	35.45394047	22.82529176
1	seg5	1.0	1.213919256	1.161400862	1.022630204	0.831795885	10.9252733	9.291206899
1	seg7	0.0	1.541475673	1.037513262	0.937648897	0.91197381	35.45394047	22.82529176
1	seg6	1.0	1.461723526	1.19871519	1.153524784	1.185483805	52.62204694	41.95503166
1	seg10	1.0	1.592251012	1.071679667	0.939319208	0.73266997	22.29151417	13.93183567
1	seg3	1.0	1.261734722	1.501283448	1.234917637	1.081812481	16.40255138	18.01540137
1	seg2	1.0	1.35963189	1.343932453	1.214289554	1.131332277	31.27153346	29.56651397
1	seg15	1.0	1.499564887	1.250754587	1.047318051	1.119433535	34.48999241	27.51660092
1	seg13	1.0	1.364651115	1.24237626	1.035833523	0.823459659	54.58604459	48.45267415
1	seg14	1.0	1.485969979	1.219118326	1.085999906	1.189133523	37.14924947	29.25883982
1	seg17	1.0	1.503083417	1.22656048	1.241308504	0.989153077	60.12333668	47.83585874
2	seg9	1.0	1.550869681	1.341242167	1.105245092	0.945389439	38.77174202	32.18981201
2	seg8	1.0	1.48293819	1.603289621	1.033725393	0.918085246	51.90283665	54.51184711
2	seg5	1.0	1.39666715	1.606933219	1.174989596	1.131330327	32.12334446	35.35253082
2	seg7	1.0	1.48293819	1.603289621	1.033725393	0.918085246	51.90283665	54.51184711
2	seg6	1.0	1.586494343	1.643319565	1.006825381	0.91052998	53.94080768	54.22954565
2	seg10	1.0	1.734788394	1.522413424	0.760600189	1.116338307	34.69576788	28.92585506
2	seg3	1.0	1.558808826	1.562316325	1.107407063	1.031693528	29.6173677	28.12169385
2	seg2	0.0	1.43191667	1.646229274	1.121837935	1.030872331	84.48308352	95.48129788
2	seg15	1.0	1.573683738	1.617306128	1.136785457	1.068560863	40.9157772	40.4326532
2	seg13	1.0	1.607801309	1.762331783	1.102226733	0.990741126	49.84184057	52.86995348
2	seg14	1.0	1.554742043	1.726631761	1.169361098	1.142828278	29.54009881	31.0793717
2	seg17	1.0	1.549311934	1.768846403	1.114565393	0.991914656	97.60665186	109.668477
3	seg9	1.0	1.421590942	0.93288271	1.019534881	0.787040733	54.0204558	34.51666026
3	seg8	1.0	1.52725332	0.962952661	0.99675346	0.902580513	32.07231972	19.25905322
3	seg5	1.0	1.482278805	1.223224158	1.391386324	1.169329487	13.34050925	9.785793264
3	seg7	0.0	1.52725332	0.962952661	0.99675346	0.902580513	32.07231972	19.25905322
3	seg6	1.0	1.828933373	1.393941445	1.134647481	1.007330314	62.18373468	46.00006768
3	seg10	1.0	1.642666421	1.362052602	1.032653211	0.778262012	34.49599485	27.24105204
3	seg3	1.0	1.527337303	1.512482918	1.236343696	1.203500807	21.38272224	19.66227794
3	seg2	0.0	1.500947809	1.34001082	1.069775722	1.087399342	7.504739047	5.360043279
3	seg15	1.0	1.680194245	1.22182776	1.076225278	1.014109942	21.84252519	14.66193312
3	seg13	1.0	1.333827369	1.384696274	1.134165004	1.093512007	18.67358317	18.00105156
3	seg14	1.0	1.957506918	1.499886539	0.914613539	0.964981986	25.44758993	17.99863847
3	seg17	0.0	1.527210679	1.44441233	1.232155934	0.915381084	25.96258154	23.11059728
4	seg9	0.0	1.444597439	1.311622342	1.031982497	0.98329522	53.45010524	47.21840433
4	seg8	1.0	1.62634847	1.273529205	0.965865857	0.877565987	60.17489339	45.84705137
4	seg5	0.0	1.579036985	1.36263065	0.971990275	0.95628774	58.42436845	49.05470341
4	seg7	0.0	1.62634847	1.273529205	0.965865857	0.877565987	60.17489339	45.84705137
4	seg6	0.0	1.462429422	1.368975392	1.100366101	1.024495797	80.43361821	73.92467115
4	seg10	0.0	1.599969837	1.016171274	0.959832298	0.92216116	52.79900463	32.51748075
4	seg3	1.0	1.333503359	1.117478338	1.294066434	1.120402475	32.00408061	25.70200177
4	seg2	0.0	1.478708256	1.495967059	1.076012768	1.018643247	68.0205798	67.31851764
4	seg15	0.0	1.625363154	1.298141059	1.012883152	1.00528051	61.76379986	48.03121918
4	seg13	1.0	1.616433074	1.717215023	1.156500466	1.01541514	69.50662217	72.12303097
4	seg14	0.0	1.612973931	1.294152675	1.018503151	0.966081337	54.84111367	42.70703827
4	seg17	0.0	1.566801167	1.748686345	1.253916777	1.171984293	76.77325718	83.93694457
5	seg9	1.0	1.387545546	1.168626662	1.082910162	0.910645526	43.01391194	35.05879986
5	seg8	1.0	1.593740565	1.242761426	1.266217663	1.10732822	36.656033	27.34075138
5	seg5	1.0	1.369936662	0.572300224	1.437133636	0.962867889	20.54904994	8.012203142
5	seg7	1.0	1.593740565	1.242761426	1.266217663	1.10732822	36.656033	27.34075138
5	seg6	1.0	1.509169427	1.481995122	1.153093777	1.160687571	49.8025911	47.4238439
5	seg10	0.0	1.666950166	1.121244245	1.11801749	0.975157721	40.00680399	25.78861764
5	seg3	1.0	1.385907568	1.128000247	1.15704146	1.085388326	42.96313462	33.8400074
5	seg2	1.0	1.293205891	1.221138109	1.06571242	1.033441731	49.14182384	45.18211002
5	seg15	1.0	1.570382476	1.039125961	1.113075905	0.864927055	40.82994437	25.97814903
5	seg13	1.0	1.503276404	0.995923281	1.224900578	0.99945819	45.09829213	28.88177515
5	seg14	1.0	1.590839032	1.019657192	1.093328803	0.928131467	34.99845871	21.41280103
5	seg12	1.0	1.65830527	1.27971149	0.820549234	0.905589828	67.99051607	51.18845961
5	seg17	1.0	1.445405443	1.246961269	1.065626065	1.00372263	43.3621633	36.16187681
6	seg9	1.0	1.599869141	1.382852178	1.13656702	0.951808404	67.19450392	56.69693929
6	seg8	1.0	1.567951534	1.761176493	1.149439795	0.931822105	64.28601289	70.44705972
6	seg5	1.0	1.45389009	1.605614735	1.296762941	1.18298289	62.51727385	67.43581888
6	seg7	1.0	1.567951534	1.761176493	1.149439795	0.931822105	64.28601289	70.44705972
6	seg6	1.0	1.484869292	1.618142595	1.074601196	0.95850435	68.30398744	72.81641678
6	seg1	1.0	1.370907298	1.517323413	1.25376266	1.167698674	43.86903352	47.0370258
6	seg10	0.0	1.658064832	1.592092171	0.9028053	1.066276052	66.32259328	62.09159465
6	seg3	1.0	1.405678538	1.555016368	1.119060119	0.989746775	53.41578444	57.53560561
6	seg2	0.0	1.485069562	1.479484095	1.189770277	1.114503707	50.49236509	48.82297514
6	seg15	1.0	1.441749931	1.619087104	0.944381591	0.92587787	51.9029975	56.66804863
6	seg13	1.0	1.519290151	1.327617949	1.227257193	1.057943396	54.69444543	46.46662821
6	seg14	1.0	1.512987358	1.602844878	1.052972003	0.999161474	59.00650696	60.90810536
6	seg12	1.0	1.583448391	1.463367311	0.828830173	0.886132348	55.42069369	49.75448858
6	seg17	1.0	1.528103966	1.52541464	1.206438789	1.07275489	64.18036657	62.54200023
7	seg16	0.0	1.481750797	1.367968262	0.972224474	1.054247138	51.86127789	46.51092092
7	seg9	1.0	1.333995398	1.449806378	1.164523932	1.027428724	20.00993098	20.29728929
7	seg8	1.0	1.49161164	1.250729932	1.170660331	1.076867567	23.86578625	18.76094899
7	seg5	1.0	1.236593209	1.205993968	1.13536358	0.66968246	11.12933888	9.647951742
7	seg4	1.0	1.51291258	1.64821866	1.144490101	0.993345279	66.56815351	70.87340238
7	seg7	0.0	1.49161164	1.250729932	1.170660331	1.076867567	23.86578625	18.76094899
7	seg6	1.0	1.484502959	1.557167742	1.128207526	1.154444123	62.34912429	63.84387741
7	seg1	0.0	1.60467773	1.597386815	1.154562941	1.047523511	78.62920878	76.67456712
7	seg10	1.0	1.482219454	1.373226979	1.00651772	1.080103903	50.39546143	45.3164903
7	seg3	1.0	1.42640246	1.141478268	1.118370036	1.061476683	59.90890332	46.80060898
7	seg2	0.0	1.582374586	1.427148934	0.943850341	0.921935223	41.14173924	35.67872336
7	seg15	1.0	1.300537666	1.563088859	1.101513247	1.10698006	28.61182866	32.82486604
7	seg13	1.0	1.566822696	1.513950162	1.161023912	1.106725253	40.73739009	37.84875405
7	seg14	1.0	1.058828773	1.692388263	1.127760796	1.255369054	14.82360282	22.00104742
7	seg11	0.0	1.458467709	1.41570231	1.164477687	1.025459801	40.83709584	38.22396238
7	seg12	1.0	1.458467709	1.41570231	1.164477687	1.025459801	40.83709584	38.22396238
7	seg17	1.0	1.363841638	1.25030355	1.190447075	1.13358742	27.27683275	23.75576746
8	seg16	1.0	1.511733028	1.269690726	1.164877313	0.997581752	28.72292754	22.85443306
8	seg9	1.0	1.50766433	0.837894412	1.054669191	0.897780181	36.18394392	19.27157147
8	seg8	1.0	1.48609248	1.311588124	1.071931377	1.042988406	46.06886689	39.34764373
8	seg5	1.0	1.046045956	1.63013087	1.163760631	1.129071108	26.15114891	39.12314087
8	seg4	0.0	1.356972515	1.313483691	1.166750505	1.117173292	58.34981816	55.16631504
8	seg7	1.0	1.48609248	1.311588124	1.071931377	1.042988406	46.06886689	39.34764373
