Part_id	Sc_id	answer	enddistance	maxdistance	meandistance	mindistance	startdistance	stddevdistance
1	seg9	1	553.5	563.4	553.7122074	543.5	548.85	4.101320539
1	seg8	1	556.3	563.4	553.6659799	546.4	555.9	3.702346572
1	seg5	1	552.85	565.2	557.9019199	548.4	558.4	3.636891818
1	seg7	0	556.3	563.4	553.6659799	546.4	555.9	3.702346572
1	seg6	1	554.95	565.2	553.5888262	546.4	564.8	3.976446811
1	seg10	1	547.25	569.6	553.3220536	534.1	560.35	5.745910911
1	seg3	1	553.5	574.75	559.4601441	547.35	560.95	5.311123892
1	seg2	1	556.9	573.3	557.9297872	542.75	566.8	6.120180407
1	seg15	1	561.3	568.1	558.5368832	547.85	552.05	3.835474795
1	seg13	1	552.05	572	553.9272234	546.7	568.9	4.162608804
1	seg14	1	558.95	568.1	557.9277867	547.45	550.45	4.291142066
1	seg17	1	539.5	566.65	550.2773033	536.95	557	8.195507316
2	seg9	1	544.55	614.45	563.6031083	525.5	525.5	15.45257684
2	seg8	1	559.85	614.45	565.9817175	525.5	557.7	17.2160963
2	seg5	1	547	683.7	603.0178098	546.4	676.25	37.79796098
2	seg7	1	559.85	614.45	565.9817175	525.5	557.7	17.2160963
2	seg6	1	561.3	614.45	562.6401042	525.5	558.5	16.74247493
2	seg10	1	553.7	571.7	553.5541935	538.65	560.1	7.033237396
2	seg3	1	555.65	578.8	567.7908333	551.85	570.5	4.67046528
2	seg2	0	569.7	584.9	568.8564141	549.15	561.05	5.950225704
2	seg15	1	544.35	567.05	548.1327292	532.75	555.4	6.920056555
2	seg13	1	551	627.25	564.3802607	548.75	552.7	18.81180464
2	seg14	1	539.25	567.05	551.7124866	538.3	561.3	5.680205449
2	seg17	1	547.2	608.3	559.5958482	518.65	530.9	23.87983262
3	seg9	1	543.6	554.3	536.1245241	512.3	521.9	7.342870686
3	seg8	1	540.45	558.7	538.8051761	512.3	514.85	10.41195726
3	seg5	1	534.2	551.45	528.483557	486.15	518	9.369288506
3	seg7	0	540.45	558.7	538.8051761	512.3	514.85	10.41195726
3	seg6	1	545	558.7	538.7088064	486.15	524.1	12.19466943
3	seg10	1	548.7	557	540.213632	512.3	528.5	6.792650859
3	seg3	1	509.1	527	516.0130699	481.7	495.1	5.911306807
3	seg2	0	523.45	527.9	516.9139205	481.7	522.7	7.231908815
3	seg15	1	520.2	551.4	519.4426966	488.8	490.95	12.0233999
3	seg13	1	513.9	568.5	526.4359431	495.7	521.3	14.38893449
3	seg14	1	511	551.4	519.3277211	488.8	513.3	12.89810599
3	seg17	0	514.9	536.5	517.044328	491.3	514.95	7.26705095
4	seg9	0	590.6	639.9	610.0195183	587.6	611.7	6.871031467
4	seg8	1	616.5	639.9	608.9384328	592.05	607.3	7.229771848
4	seg5	0	595.15	622.45	605.1557327	592.15	609.5	5.916201079
4	seg7	0	616.5	639.9	608.9384328	592.05	607.3	7.229771848
4	seg6	0	614.75	624.8	606.4976094	592.05	596.6	5.889450973
4	seg10	0	598.95	627.5	603.7807985	576.8	626.75	8.641502931
4	seg3	1	586.15	632.65	601.9166025	577.8	603.2	11.49406084
4	seg2	0	612.15	615.65	599.523565	586.05	593.6	6.124398199
4	seg15	0	615.05	635.8	617.8677567	600.05	616.45	5.73377214
4	seg13	1	619.2	621.8	612.7865591	593	615.3	4.900447421
4	seg14	0	615.25	635.8	617.8996464	600.05	616.95	5.762466398
4	seg17	0	566.1	605.35	568.514171	463.8	591.2	28.15730314
5	seg9	1	551	551.4	524.7150461	458.05	528	9.084271267
5	seg8	1	525.65	544.1	524.7694782	458.05	527.05	9.789594178
5	seg5	1	515.65	540.3	518.9569468	464.6	520.2	10.90968149
5	seg7	1	525.65	544.1	524.7694782	458.05	527.05	9.789594178
5	seg6	1	529.65	536.4	523.7281568	464.6	506.55	8.370718828
5	seg10	0	530.1	551.4	527.1637122	458.05	534.3	8.939463958
5	seg3	1	508.05	521.1	506.8135529	486.1	501.2	6.976007718
5	seg2	1	489.45	506.85	486.1620301	462.9	485.8	10.88969845
5	seg15	1	557	576.5	538.3005627	465.65	536.15	21.20039658
5	seg13	1	519.5	569.9	513.1487936	478.7	569.9	13.70283853
5	seg14	1	545.6	576.5	539.0970015	465.65	553.5	20.49929022
5	seg12	1	529.7	551.4	531.0335994	517.95	522.8	5.904426202
5	seg17	1	510.3	511.2	476.1033384	417.7	418	31.12931011
6	seg9	1	507.3	519.55	506.2997967	490.5	492.25	7.012477566
