Part_id	Sc_id	answer	meanfixationduration	numfixations	stddevfixationduration	sumfixationduration
1	seg9	1.0	183.3125	16	86.21733681	2933
1	seg8	1.0	270.75	24	130.7710412	6498
1	seg5	1.0	183.3	10	130.8052411	1833
1	seg7	0.0	270.75	24	130.7710412	6498
1	seg6	1.0	280.5135135	37	129.6003733	10379
1	seg10	1.0	232.0666667	15	233.0357013	3481
1	seg3	1.0	191.6428571	14	119.0814893	2683
1	seg2	1.0	326.2083333	24	384.194242	7829
1	seg15	1.0	314.375	24	276.0390351	7545
1	seg13	1.0	221.0487805	41	80.75455133	9063
1	seg14	1.0	333.1538462	26	264.4442765	8662
1	seg17	1.0	300.1463415	41	156.8116005	12306
2	seg9	1.0	169.8846154	26	72.17275216	4417
2	seg8	1.0	191.1388889	36	116.3983684	6881
2	seg5	1.0	236.0416667	24	163.6014455	5665
2	seg7	1.0	191.1388889	36	116.3983684	6881
2	seg6	1.0	161.9142857	35	114.8588319	5667
2	seg10	1.0	169.0	21	114.7580063	3549
2	seg3	1.0	254.2	20	156.1421754	5084
2	seg2	0.0	195.8166667	60	94.24499118	11749
2	seg15	1.0	190.0740741	27	60.3508498	5132
2	seg13	1.0	186.46875	32	81.66492688	5967
2	seg14	1.0	165.85	20	59.02209667	3317
2	seg17	1.0	165.625	64	76.96659758	10600
3	seg9	1.0	234.974359	39	161.1208254	9164
3	seg8	1.0	190.0909091	22	78.14571803	4182
3	seg5	1.0	164.9	10	75.77811176	1649
3	seg7	0.0	190.0909091	22	78.14571803	4182
3	seg6	1.0	227.4857143	35	98.1605442	7962
3	seg10	1.0	206.7272727	22	117.0279502	4548
3	seg3	1.0	288.6666667	15	292.8904395	4330
3	seg2	0.0	302.5	6	274.1968271	1815
3	seg15	1.0	235.6428571	14	255.7467519	3299
3	seg13	1.0	134.4666667	15	43.71966976	2017
3	seg14	1.0	192.8571429	14	211.5426333	2700
3	seg17	0.0	156.5	18	55.02646422	2817
4	seg9	0.0	181.0526316	38	75.04879399	6880
4	seg8	1.0	184.5263158	38	77.09549601	7012
4	seg5	0.0	227.9736842	38	197.621873	8663
4	seg7	0.0	184.5263158	38	77.09549601	7012
4	seg6	0.0	203.7857143	56	80.11644123	11412
4	seg10	0.0	208.7352941	34	237.4173296	7097
4	seg3	1.0	271.12	25	167.0589517	6778
4	seg2	0.0	242.0851064	47	187.8454302	11378
4	seg15	0.0	203.3076923	39	109.1353949	7929
4	seg13	1.0	217.6818182	44	103.6159664	9578
4	seg14	0.0	194.1714286	35	101.0877562	6796
4	seg17	0.0	255.22	50	266.0303259	12761
5	seg9	1.0	207.25	32	129.8937531	6632
5	seg8	1.0	255.4583333	24	292.2418562	6131
5	seg5	1.0	203.1875	16	113.0664812	3251
5	seg7	1.0	255.4583333	24	292.2418562	6131
5	seg6	1.0	257.6764706	34	161.0760635	8761
5	seg10	0.0	231.2	25	192.8753916	5780
5	seg3	1.0	223.3125	32	130.7670762	7146
5	seg2	1.0	242.2307692	39	193.8925993	9447
5	seg15	1.0	232.7037037	27	129.5245195	6283
5	seg13	1.0	249.8709677	31	133.9021389	7746
5	seg14	1.0	225.3043478	23	121.6692367	5182
5	seg12	1.0	243.1190476	42	137.474823	10211
5	seg17	1.0	226.1612903	31	118.1897054	7011
