Part_id	Sc_id	answer	Mean gaze_angle_x	Standard Deviation gaze_angle_x	Minimum gaze_angle_x	Maximum gaze_angle_x	Sum gaze_angle_x	Mean gaze_angle_y	Standard Deviation gaze_angle_y	Minimum gaze_angle_y	Maximum gaze_angle_y	Sum gaze_angle_y
1	seg2	1.0	-0.0429136546184738	0.0691641909918667	-0.243	0.151	-21.371	0.4655341365461842	0.0953073860237502	0.155	0.726	231.836
1	seg3	1.0	-0.059382	0.044952375643563	-0.175	0.053	-29.691	0.4180099999999997	0.0980634585357868	0.232	0.631	209.005
1	seg5	1.0	0.062469758064516	0.0627599038960245	-0.118	0.211	30.985000000000003	0.5942883064516128	0.0794536252976435	0.31	0.776	294.76699999999994
1	seg6	1.0	0.0318016528925619	0.087719087685494	-0.342	0.241	15.392	0.4210082644628099	0.1159849659584933	-0.137	0.776	203.768
1	seg7	0.0	0.0815720823798626	0.0756545348840642	-0.342	0.241	35.647	0.4209633867276887	0.1153228223316781	-0.137	0.78	183.961
1	seg8	1.0	0.0815720823798626	0.0756545348840642	-0.342	0.241	35.647	0.4209633867276887	0.1153228223316781	-0.137	0.78	183.961
1	seg9	1.0	0.1022137404580152	0.0495868438033253	-0.067	0.343	26.78	0.4685038167938931	0.1173807905299333	0.042	0.78	122.748
1	seg10	1.0	0.0732173913043478	0.0907030302555682	-0.269	0.343	11.788	0.4461180124223601	0.1826587756147867	-0.125	0.729	71.82499999999999
1	seg13	1.0	0.0042946708463949	0.0745392598357843	-0.176	0.17	1.3699999999999992	0.3777429467084638	0.1517803325427995	-0.104	0.75	120.5
1	seg14	1.0	0.0131948717948717	0.1622030793421026	-1.127	0.336	2.573000000000001	0.3545897435897436	0.1967543461154515	-1.01	0.631	69.14500000000001
1	seg15	1.0	0.0078625954198473	0.0909037124477061	-0.164	0.336	2.059999999999999	0.4050152671755726	0.1451046468778284	-0.141	0.631	106.114
1	seg17	1.0	0.006054	0.0737946819493112	-0.343	0.221	3.0269999999999992	0.4421480000000008	0.1467968463421472	0.023	0.839	221.074
