Part_id	Sc_id	answer	meanabspathangles	meanrelpathangles	stddevabspathangles	stddevrelpathangles	sumabspathangles	sumrelpathangles
1	seg9	1.0	1.418974625	1.057216947	0.968997513	0.88324986	45.40718799	32.77372536
1	seg8	1.0	1.490078927	1.183059941	1.103255744	1.088764204	71.52378849	55.60381722
1	seg5	1.0	1.338005639	1.078755806	1.053516112	0.83972624	20.07008458	15.10258129
1	seg7	0.0	1.490078927	1.183059941	1.103255744	1.088764204	71.52378849	55.60381722
1	seg6	1.0	1.451742682	1.249225615	1.146568566	1.111804235	65.32842068	54.96592707
1	seg10	1.0	1.460838313	1.148828121	1.004744175	0.803686363	35.06011952	26.42304677
1	seg3	1.0	1.573054955	1.452625197	1.196762655	0.974156977	39.32637388	34.86300473
1	seg2	1.0	1.408777343	1.286397925	1.195432062	1.062176173	45.08087497	39.87833566
1	seg15	1.0	1.574671307	1.328561815	1.136323111	1.12081194	62.98685228	51.81391078
1	seg13	1.0	1.330482689	1.376755416	1.075375565	0.949580119	87.81185746	89.48910206
1	seg14	1.0	1.506903744	1.271176889	1.122409548	1.094226324	64.79686099	53.38942933
1	seg17	1.0	1.506613791	1.131722447	1.218449686	0.98138092	91.90344125	67.90334679
2	seg9	1.0	1.462561833	1.534585252	1.072236308	0.937182154	76.05321534	78.26384783
2	seg8	1.0	1.568966711	1.527789909	1.009794052	0.925884186	83.15523566	79.44507527
2	seg5	1.0	1.462822803	1.60461208	0.989541114	1.004869471	81.91807696	88.25366442
2	seg7	1.0	1.568966711	1.527789909	1.009794052	0.925884186	83.15523566	79.44507527
2	seg6	1.0	1.4439354	1.703888786	1.065371842	0.952237384	66.42102842	76.67499539
2	seg10	1.0	1.642707951	1.463273772	0.945560244	1.04459859	60.7801942	52.67785578
2	seg3	1.0	1.617643229	1.556270823	1.152565717	1.091391421	80.88216147	76.25727033
2	seg2	0.0	1.543665875	1.662060124	1.183140013	1.083582576	115.7749406	122.9924492
2	seg15	1.0	1.53383152	1.680726153	1.130026501	1.068474159	65.95475538	70.59049843
2	seg13	1.0	1.596608152	1.714013013	1.111621977	0.992699685	52.68806903	54.84841641
2	seg14	1.0	1.605918981	1.643317733	1.088259636	1.080031084	65.84267822	65.73270932
2	seg17	1.0	1.564030749	1.681090487	1.116542618	1.027586003	123.5584292	131.125058
3	seg9	1.0	1.4823274	0.952441601	1.035590736	0.840318956	72.63404261	45.71719684
3	seg8	1.0	1.634883034	1.026739354	1.048313614	0.908255315	67.0302044	41.06957418
3	seg5	1.0	1.358117588	1.164521515	1.279808484	1.078112406	14.93929347	11.64521515
3	seg7	0.0	1.634883034	1.026739354	1.048313614	0.908255315	67.0302044	41.06957418
3	seg6	1.0	1.844461142	1.412817539	1.163546618	1.039281687	71.93398454	53.68706649
3	seg10	1.0	1.507683396	1.126358199	1.034813295	0.836408298	78.3995366	57.44426815
3	seg3	1.0	1.617858966	1.540238654	1.180409886	1.172750852	25.88574345	23.10357981
3	seg2	0.0	1.715394324	1.466890859	0.956915965	1.052543198	12.00776027	8.801345156
3	seg15	1.0	1.54738071	1.459169617	1.10011322	1.065617115	40.23189845	36.47924042
3	seg13	1.0	1.333827369	1.384696274	1.134165004	1.093512007	18.67358317	18.00105156
3	seg14	1.0	1.660277868	1.658506197	1.060115069	1.02842416	51.46861392	49.7551859
3	seg17	0.0	1.488234089	1.418166654	1.149616069	1.011835574	80.36464082	75.16283265
4	seg9	0.0	1.550358079	1.245173365	0.986425385	0.935617412	96.12220089	75.95557525
4	seg8	1.0	1.497830094	1.409518047	1.06194857	0.976623269	112.3372571	104.3043354
4	seg5	0.0	1.418402013	1.472764593	0.901863229	0.996107084	79.43051271	81.0020526
4	seg7	0.0	1.497830094	1.409518047	1.06194857	0.976623269	112.3372571	104.3043354
4	seg6	0.0	1.501227081	1.334839291	1.081311518	0.971076846	120.0981665	105.452304
4	seg10	0.0	1.519716452	1.093128923	0.999213077	0.959343171	89.66327067	63.40147756
4	seg3	1.0	1.451872428	1.175168909	1.269136342	1.068600133	75.49736626	59.93361436
4	seg2	0.0	1.419925651	1.489328163	1.068929341	1.019711003	106.4944238	110.210284
4	seg15	0.0	1.589672895	1.323423378	1.106494258	1.047990534	101.7390653	83.3756728
4	seg13	1.0	1.510838444	1.614080455	1.143447238	1.061691191	107.2695295	112.9856318
4	seg14	0.0	1.630946093	1.360627565	1.085781055	1.027216537	104.3805499	85.71953658
4	seg17	0.0	1.525234341	1.741021838	1.111506407	1.106209249	115.9178099	130.5766379
5	seg9	1.0	1.497823961	1.168082864	1.174228109	1.018514331	68.89990219	52.5637289
5	seg8	1.0	1.529682148	1.057433587	1.187626424	1.035791138	56.59823948	38.06760913
5	seg5	1.0	1.3000576	1.012064646	1.29768686	1.069168484	37.70167041	28.33781008
5	seg7	1.0	1.529682148	1.057433587	1.187626424	1.035791138	56.59823948	38.06760913
5	seg6	1.0	1.460010795	1.197405808	1.20822483	1.121938121	71.54052894	57.47547877
5	seg10	0.0	1.463858318	1.111509032	1.088798672	0.947526676	71.72905756	53.35243355
5	seg3	1.0	1.34097233	1.214391429	1.093201179	1.007299221	65.70764418	58.29078858
5	seg2	1.0	1.372763644	1.212441487	1.08597332	0.924133912	85.11134593	73.95893068
5	seg15	1.0	1.540142529	1.058724928	1.140892391	0.903076966	46.20427586	30.70302291
5	seg13	1.0	1.297063707	1.171233052	1.237761193	1.132604291	51.88254829	45.67808905
5	seg14	1.0	1.566012978	1.027406073	1.136247626	0.957101216	40.71633742	25.68515183
5	seg12	1.0	1.658742295	1.256140332	0.918672098	0.929176714	96.20705309	71.59999895
5	seg17	1.0	1.382429089	1.335523162	1.131733826	1.064264506	56.67959264	53.42092647
6	seg9	1.0	1.59487474	1.603000962	1.140249758	0.940374261	111.6412318	110.6070664
6	seg8	1.0	1.499920034	1.639477998	1.104699945	0.984317604	109.4941625	118.0424158
6	seg5	1.0	1.490468995	1.495283538	1.189640388	1.068005441	104.3328297	103.1745641
6	seg7	1.0	1.499920034	1.639477998	1.104699945	0.984317604	109.4941625	118.0424158
6	seg6	1.0	1.494347052	1.608713916	1.188361306	1.091635227	121.0421112	128.6971133
6	seg1	1.0	1.476458084	1.453250971	1.120897322	1.083558082	85.63456886	82.83530533
6	seg10	0.0	1.642539202	1.457897873	1.011592707	1.007925853	114.9777441	100.5949532
6	seg3	1.0	1.50081613	1.592741186	1.060216313	0.977447406	88.54815168	92.37898876
6	seg2	0.0	1.386951007	1.556664278	1.221941594	1.148144779	88.76486445	98.06984953
6	seg15	1.0	1.467570617	1.614861296	1.029438739	0.990930425	83.65152516	90.43223259
6	seg13	1.0	1.616360933	1.342595724	1.253631248	1.069711259	96.98165599	79.21314771
6	seg14	1.0	1.529818502	1.621698061	1.013032009	1.02197692	88.72947314	92.43678946
6	seg12	1.0	1.621547408	1.518933937	0.853809671	0.937071189	100.5359393	92.65497013
6	seg17	1.0	1.533670001	1.511383005	1.179504098	1.056446758	99.68855006	96.72851235
7	seg16	0.0	1.532606884	1.437176385	1.081387389	1.064983641	84.29337861	77.60752481
7	seg9	1.0	1.383589722	1.172474072	1.121834693	0.965741245	29.05538416	23.44948145
7	seg8	1.0	1.475691409	1.416739255	1.099609276	1.123578045	75.26026185	70.83696273
7	seg5	1.0	1.400559074	1.362800886	1.046073927	0.721836334	29.41174055	27.25601773
7	seg4	1.0	1.531372872	1.664620629	1.169179871	1.041512837	117.9157111	126.5111678
7	seg7	0.0	1.475691409	1.416739255	1.099609276	1.123578045	75.26026185	70.83696273
7	seg6	1.0	1.451689073	1.571639472	1.118711723	1.101989816	68.22938641	72.29541572
7	seg1	0.0	1.562863941	1.567901801	1.154515767	1.043517165	87.52038068	86.23459906
7	seg10	1.0	1.504057589	1.411680715	1.091030866	1.068668608	79.7150522	73.40739717
7	seg3	1.0	1.420189843	1.26546266	1.107588382	1.063179171	75.27006166	65.80405831
7	seg2	0.0	1.516060583	1.564155009	1.103769298	0.996043525	87.93151383	89.1568355
7	seg15	1.0	1.312797044	1.451620391	1.110167818	1.118262143	31.50712906	33.38726899
7	seg13	1.0	1.511991128	1.536115661	1.151541065	1.084466008	49.89570723	49.15570115
7	seg14	1.0	1.305965223	1.468349853	1.110618707	1.124538793	28.73123491	30.8353469
7	seg11	0.0	1.435138865	1.347962713	1.069420084	1.08760969	70.32180437	64.70221024
7	seg12	1.0	1.435138865	1.347962713	1.069420084	1.08760969	70.32180437	64.70221024
7	seg17	1.0	1.411195948	1.324182387	1.090242617	1.035350632	46.5694663	42.37383637
8	seg16	1.0	1.483974287	1.25232427	1.047050846	0.930339891	57.87499721	47.58832225
8	seg9	1.0	1.471712932	1.114742538	1.088771309	0.999038424	75.05735955	55.73712691
8	seg8	1.0	1.407380338	1.326652237	1.014177679	1.058129128	70.36901691	65.00595963
8	seg5	1.0	1.186721096	1.496114562	1.129713442	1.137093278	56.96261262	70.31738444
8	seg4	0.0	1.324436687	1.363423806	1.160116198	1.138241985	88.73725802	89.98597121
8	seg7	1.0	1.407380338	1.326652237	1.014177679	1.058129128	70.36901691	65.00595963
8	seg6	1.0	1.326586317	1.427812202	1.111112596	1.094671287	71.63566111	75.67404669
8	seg1	1.0	1.436685392	1.599029278	1.118230841	1.095659709	93.38455048	102.3378738
