Part_id	Sc_id	answer	Mean pose_Tx	Standard Deviation pose_Tx	Minimum pose_Tx	Maximum pose_Tx	Sum pose_Tx	Mean pose_Ty	Standard Deviation pose_Ty	Minimum pose_Ty	Maximum pose_Ty	Sum pose_Ty	Mean pose_Tz	Standard Deviation pose_Tz	Minimum pose_Tz	Maximum pose_Tz	Sum pose_Tz
1	seg2	1.0	-20.741412520064205	26.16927154058092	-74.8	35.2	-12921.9	58.14703049759232	8.015407715455071	29.3	76.5	36225.6	611.2833065810594	13.198404883705695	554.7	654.8	380829.5
1	seg3	1.0	3.031039999999998	18.68473934842014	-42.8	24.8	1894.4	30.34271999999997	13.620522713963654	8.5	51.3	18964.2	616.7271999999996	10.359768151845866	569.5	641.9	385454.5
1	seg5	1.0	-31.59726247987117	35.9797166276924	-84.8	30.2	-19621.9	56.33413848631236	14.651087260445514	9.5	70.6	34983.5	609.9349436392911	11.759108692207452	588.6	654.1	378769.6
1	seg6	1.0	0.9029605263157896	18.815641880977065	-42.0	50.0	549.0	49.44325657894737	19.65870690452073	9.5	119.7	30061.500000000004	609.0894736842108	18.048570828005133	557.2	733.0	370326.4
1	seg7	0.0	-0.8258007117437713	18.53251235096245	-42.0	50.0	-464.1000000000001	53.71352313167266	19.63324841842097	23.6	119.7	30187.0	601.3688612099643	19.88741912939998	557.2	733.0	337969.30000000005
1	seg8	1.0	-0.8258007117437713	18.53251235096245	-42.0	50.0	-464.1000000000001	53.71352313167266	19.63324841842097	23.6	119.7	30187.0	601.3688612099643	19.88741912939998	557.2	733.0	337969.30000000005
1	seg9	1.0	-13.71856763925729	32.74991526206565	-114.2	19.1	-5171.9	60.18567639257295	26.07549855847433	30.9	145.6	22690.0	582.4888594164462	29.22326900749153	489.6	647.2	219598.3
1	seg10	1.0	-35.04347826086957	47.32452751662596	-114.2	19.1	-5642.0	100.2391304347826	32.84423462819889	47.1	145.6	16138.500000000002	576.4260869565218	51.73696075621928	489.6	648.8	92804.6
1	seg13	1.0	9.635168195718656	47.18378037176003	-92.2	68.9	3150.6999999999985	75.68715596330276	37.39060071161017	15.8	190.7	24749.7	607.8425076452593	30.833776464807965	494.0	678.9	198764.5
1	seg14	1.0	-39.5764705882353	91.38055224564869	-1032.6	16.9	-8073.599999999999	92.578431372549	69.91667116892314	32.8	863.1	18886.0	634.1539215686277	505.6276781933613	493.8	6785.1	129367.4
1	seg15	1.0	-55.485869565217406	83.1705353626194	-1032.6	16.9	-15314.1	105.40760869565216	63.91465306868494	32.8	863.1	29092.5	622.4800724637687	435.2864033024634	493.8	6785.1	171804.5
1	seg17	1.0	-7.291651205936914	31.85016732292013	-69.0	30.0	-3930.199999999999	51.57476808905381	28.93297855947156	-18.2	94.7	27798.800000000003	615.97866419295	24.302789438003582	564.3	674.8	332012.5
2	seg2	0.0	4.02576	18.64150359875513	-42.8	24.8	2516.1000000000004	25.948800000000016	12.166969160805836	8.5	49.8	16217.999999999998	618.6696000000002	8.290598279979555	592.0	641.9	386668.5
2	seg3	1.0	7.190879999999995	12.632887746893028	-27.7	29.7	4494.3	19.506879999999992	7.719098436061039	-4.8	36.6	12191.8	626.7472000000007	10.183815992053278	605.6	654.1	391717.0
2	seg5	1.0	0.5381278538812817	19.87078999751158	-47.3	50.0	235.7	52.71278538812791	20.57985274040986	25.4	145.6	23088.2	598.3429223744297	20.515792617173474	557.2	733.0	262074.2
2	seg6	1.0	-29.81904761904763	45.44234159542154	-114.2	19.1	-5635.799999999999	92.65820105820104	35.52508464580839	37.4	145.6	17512.4	578.6015873015873	48.08389766243676	489.6	648.8	109355.7
2	seg7	1.0	0.644404332129969	38.94879003078	-114.2	48.2	178.5	67.1292418772563	42.91992935977824	15.2	140.9	18594.8	601.0353790613716	32.225869896098764	489.6	648.8	166486.8
2	seg8	1.0	0.644404332129969	38.94879003078	-114.2	48.2	178.5	67.1292418772563	42.91992935977824	15.2	140.9	18594.8	601.0353790613716	32.225869896098764	489.6	648.8	166486.8
2	seg9	1.0	10.913106796116503	21.942149735338383	-88.5	48.2	4496.200000000001	40.94199029126215	13.106633572796492	15.2	92.9	16868.1	604.6832524271847	12.334094592701868	546.5	644.3	249129.5
2	seg10	1.0	10.11723027375202	7.76414045665777	-18.2	22.8	6282.799999999999	60.80756843800327	26.15308070418073	28.5	117.5	37761.5	623.056843800322	34.049480037785536	582.2	744.5	386918.3000000001
2	seg13	1.0	-66.55856353591159	44.737326007128125	-117.9	4.7	-24094.2	110.4477900552486	35.80613636227024	32.8	149.3	39982.1	583.5041436464096	25.11667161020634	493.8	647.9	211228.50000000003
2	seg14	1.0	-75.80520231213877	36.85644117617628	-122.6	5.5	-13114.300000000005	109.03930635838154	30.746469576625795	43.8	158.1	18863.8	562.9976878612721	31.15932385117025	494.7	618.8	97398.6
2	seg15	1.0	-74.21354838709682	37.835706087648006	-122.6	5.5	-11503.1	107.31483870967745	31.78164167494545	43.8	153.2	16633.8	560.3277419354841	31.52870179434333	494.7	618.8	86850.79999999999
2	seg17	1.0	-32.71499999999998	12.5997331320945	-62.6	-3.9	-19629.0	62.79833333333332	22.166949058351616	11.2	93.4	37679.0	602.7663333333336	18.080762333362927	555.1	656.0	361659.8
3	seg2	0.0	-7.596159999999993	27.722536991668	-76.0	24.8	-4747.6	34.312799999999974	14.421276370696182	1.6	69.1	21445.5	611.1764799999996	14.73544213145978	554.7	643.6	381985.3000000001
3	seg3	1.0	4.049759999999997	18.656480373918303	-42.8	24.8	2531.100000000001	27.03616000000005	12.6536497681262	8.5	49.8	16897.6	618.1441600000002	8.51771811545792	592.0	641.9	386340.1
3	seg5	1.0	-11.1018181818182	35.459930779812474	-84.8	50.0	-6716.600000000001	52.19801652892563	19.79266236940216	9.5	119.7	31579.8	612.2462809917361	15.804599400239011	557.2	733.0	370409.0
3	seg6	1.0	-0.528806584362139	19.22853229269761	-42.0	50.0	-257.0	54.69156378600828	20.18224861810418	25.4	119.7	26580.1	600.2777777777777	20.4876275019446	557.2	733.0	291735.0
3	seg7	0.0	-32.684971098265905	46.46420095798381	-114.2	19.1	-5654.5	97.33236994219654	33.43165738028287	47.1	145.6	16838.5	577.7687861271677	50.1690409247839	489.6	648.8	99954.0
3	seg8	1.0	-32.684971098265905	46.46420095798381	-114.2	19.1	-5654.5	97.33236994219654	33.43165738028287	47.1	145.6	16838.5	577.7687861271677	50.1690409247839	489.6	648.8	99954.0
3	seg9	1.0	3.241403508771934	33.72052586625586	-114.2	48.2	923.7999999999996	65.84280701754382	42.25377125302677	15.2	140.9	18765.2	604.6557894736839	25.964050919804567	498.8	648.8	172326.90000000002
3	seg10	1.0	13.266601178781926	15.50926031887351	-88.5	48.2	6752.7	41.44813359528488	10.334776464517436	15.2	79.6	21097.1	606.9968565815323	8.578177980588949	583.8	644.3	308961.4
3	seg13	1.0	-92.81935483870971	27.068760544827853	-122.6	5.5	-34528.8	126.63682795698924	22.083165476557586	43.8	158.1	47108.9	581.5067204301079	25.66402932262154	513.2	647.1	216320.5
3	seg14	1.0	15.604761904761908	23.850722451348258	-385.2	30.0	4915.5	41.75142857142855	54.629002903921325	-18.2	880.0	13151.7	621.8231746031746	128.3593042468963	564.3	2842.2	195874.3
3	seg15	1.0	9.014871794871803	26.56649295749225	-385.2	30.0	3515.8	50.36564102564105	52.20770842951146	-18.2	880.0	19642.6	624.7828205128205	115.70476615072272	564.3	2842.2	243665.3
3	seg17	0.0	5.472653061224484	44.01652040395141	-62.6	79.3	1340.7999999999995	49.91877551020407	25.78079601949064	-1.7	92.9	12230.1	596.2220408163265	29.211819035199994	521.2	650.7	146074.4
4	seg2	0.0	-31.59726247987117	35.9797166276924	-84.8	30.2	-19621.9	56.33413848631236	14.651087260445514	9.5	70.6	34983.5	609.9349436392911	11.759108692207452	588.6	654.1	378769.6
4	seg3	1.0	-0.2547486033519534	18.72447637788074	-42.0	50.0	-136.8000000000001	54.28081936685295	19.884691455073217	23.6	119.7	29148.8	600.8839851024206	20.13272266539144	557.2	733.0	322674.7
4	seg5	0.0	-0.7615136876006317	29.64283877742539	-84.7	22.8	-472.90000000000055	69.82560386473422	28.9902694236136	33.1	117.5	43361.7	624.3022544283407	35.13390434968962	582.2	744.5	387691.7
4	seg6	0.0	-39.64327868852456	51.78378816887635	-114.3	54.6	-24182.4	88.63639344262302	31.695713938555016	18.3	126.6	54068.2	618.9913114754102	37.548169367762746	552.1	744.5	377584.7
4	seg7	0.0	-36.798181818181824	58.15788347967649	-114.3	54.6	-18215.1	78.72505050505056	35.64771995694482	18.3	126.6	38968.9	602.9864646464638	23.87579558410573	517.0	671.1	298478.30000000005
4	seg8	1.0	-36.798181818181824	58.15788347967649	-114.3	54.6	-18215.1	78.72505050505056	35.64771995694482	18.3	126.6	38968.9	602.9864646464638	23.87579558410573	517.0	671.1	298478.30000000005
4	seg9	0.0	-3.2125274725274657	31.015477121663125	-75.6	54.6	-1461.7	67.10153846153845	23.40053953182252	18.3	129.1	30531.2	585.774065934066	32.5417552218489	493.5	663.0	266527.19999999995
4	seg10	0.0	-0.9946564885496192	20.69193084226885	-92.2	36.6	-260.6	73.47748091603056	29.76859590325285	33.8	190.7	19251.1	567.8248091603054	32.45444421633286	433.7	652.2	148770.1
4	seg13	1.0	-3.2795501022494853	30.717590715218765	-69.0	30.0	-1603.699999999999	52.7083844580777	29.973448223594808	-18.2	94.7	25774.4	616.8907975460124	25.0721155611074	564.3	674.8	301659.60000000003
4	seg14	0.0	-28.520806451612923	16.358593558756922	-60.8	23.3	-17682.9	55.02580645161286	22.810637978688742	11.2	93.4	34116.0	611.2758064516133	12.238816955844545	568.1	656.0	378991.0
4	seg15	0.0	-27.09370967741934	15.070791311488009	-59.5	23.3	-16798.1	57.17645161290321	23.058054229017326	11.2	93.4	35449.4	609.2393548387093	14.34339230480619	565.0	656.0	377728.4
4	seg17	0.0	-4.703492647058822	23.43948651832188	-45.7	47.8	-2558.7000000000003	84.49669117647068	28.81249327051463	26.0	129.5	45966.2	565.3985294117653	32.04075296834557	504.8	704.4	307576.8
5	seg2	1.0	-33.84191616766468	46.88163120915584	-114.2	19.1	-5651.599999999999	98.79700598802395	33.1051643585039	47.1	145.6	16499.1	577.1856287425151	50.96386682357087	489.6	648.8	96390.0
5	seg3	1.0	-39.10425531914894	50.60208118437552	-114.3	22.8	-23892.7	92.4613747954174	27.52468103711729	34.4	126.6	56493.9	621.880851063829	37.87169712945993	552.1	744.5	379969.2
5	seg5	1.0	-24.46045197740115	98.62415282627104	-1032.6	60.3	-4329.5	83.24293785310735	74.2875491872654	32.8	863.1	14733.999999999998	652.4994350282484	541.2835977226009	493.8	6785.1	115492.4
5	seg6	1.0	-81.94014962593518	39.74702747997414	-122.6	1.6	-32858.0	119.38827930174568	31.895888731728835	32.8	158.1	47874.7	584.0705735660855	22.268643889301565	522.7	647.1	234212.3
5	seg7	1.0	-37.80895522388061	44.48062040311214	-385.2	5.5	-2533.2	87.22686567164179	99.30937275525235	43.8	880.0	5844.199999999999	578.331343283582	279.7117035043404	494.7	2842.2	38748.19999999999
5	seg8	1.0	-37.80895522388061	44.48062040311214	-385.2	5.5	-2533.2	87.22686567164179	99.30937275525235	43.8	880.0	5844.199999999999	578.331343283582	279.7117035043404	494.7	2842.2	38748.19999999999
5	seg9	1.0	15.219838056680164	27.075999859558777	-385.2	30.0	3759.3	33.06032388663966	58.908868450186056	-18.2	880.0	8165.9	614.3578947368422	144.17002251903375	530.6	2842.2	151746.40000000002
5	seg10	0.0	-9.740840336134449	32.415444953952786	-69.0	30.0	-5795.799999999999	51.66033613445377	27.66909521721148	-18.2	94.7	30737.9	615.1643697478993	23.39826699891174	564.3	674.8	366022.8000000001
5	seg12	1.0	-26.060000000000024	22.42054026571288	-69.0	23.3	-16157.2	60.22451612903223	21.551330598650296	21.3	94.7	37339.2	616.1337096774192	17.817041745499562	568.1	674.8	382002.9
5	seg13	1.0	-20.8909090909091	52.47666147917569	-104.8	57.2	-7583.4	81.81873278236915	41.08346783711955	23.4	145.7	29700.2	605.9415977961427	20.77067106548097	528.8	650.7	219956.8
5	seg14	1.0	-16.065499999999968	33.361639544292984	-60.8	53.8	-9639.3	56.43333333333325	26.45188252069953	19.0	102.2	33860.0	596.3214999999999	16.059141355730496	535.9	625.6	357792.9
5	seg15	1.0	-15.804452054794488	33.79480507477773	-60.8	53.8	-9229.8	56.53510273972598	27.27028371620008	19.0	102.2	33016.5	597.0071917808218	15.873859024606544	535.9	625.6	348652.19999999995
5	seg17	1.0	1.0239208633093575	26.458268751871408	-50.4	55.6	569.2999999999997	65.74064748201432	23.68549404926453	17.6	110.5	36551.8	583.9602517985614	23.24762583858494	476.6	670.6	324681.9
6	seg1	1.0	3.81968	18.597756765201545	-42.8	24.8	2387.3000000000006	29.746399999999955	13.661433857395789	8.5	51.3	18591.5	617.2798399999996	9.0350097716826	578.0	641.9	385799.9
6	seg2	0.0	14.59216000000002	3.6885838114918834	-1.8	29.7	9120.1	16.843040000000002	5.442783438499092	-4.8	36.6	10526.899999999998	625.4051200000004	9.296466736647847	603.0	654.1	390878.2
6	seg3	1.0	-37.73687600644121	30.56573354086612	-84.8	30.2	-23434.6	52.45539452495977	17.79698966874654	10.1	70.6	32574.800000000003	615.8265700483088	15.41605347229156	588.6	654.1	382428.3000000001
6	seg5	1.0	-35.04347826086957	47.32452751662596	-114.2	19.1	-5642.0	100.2391304347826	32.84423462819889	47.1	145.6	16138.500000000002	576.4260869565218	51.73696075621928	489.6	648.8	92804.6
6	seg6	1.0	11.177674418604653	21.51533610276463	-88.5	48.2	4806.4	40.97209302325582	12.835409336229064	15.2	92.9	17618.0	604.4867441860467	12.158109021598332	546.5	644.3	259929.3
6	seg7	1.0	13.060225442834144	10.392960857037156	-18.2	45.4	8110.4	51.30225442834143	20.996205348584688	21.2	106.1	31858.700000000004	612.6049919484701	18.29907270975697	582.2	678.2	380427.7
6	seg8	1.0	13.060225442834144	10.392960857037156	-18.2	45.4	8110.4	51.30225442834143	20.996205348584688	21.2	106.1	31858.700000000004	612.6049919484701	18.29907270975697	582.2	678.2	380427.7
6	seg9	1.0	-7.255072463768107	33.93771828301409	-90.0	22.8	-4505.400000000001	71.75394524959736	28.96730910029959	33.1	117.5	44559.2	622.1227053140091	37.0769785002805	552.1	744.5	386338.2
6	seg10	0.0	-38.92196721311473	52.13202856869708	-114.3	54.6	-23742.4	88.51032786885251	31.655891765973976	18.3	126.6	53991.3	619.487704918033	37.518870394991936	552.1	744.5	377887.5
6	seg12	1.0	-31.51716101694917	57.11001631915435	-114.3	54.6	-14876.1	76.52500000000003	35.22260279822256	18.3	126.6	36119.8	601.5891949152543	29.342403475596875	493.5	671.1	283950.1
6	seg13	1.0	-90.08136200716844	34.0003638543907	-122.6	5.5	-25132.7	119.78637992831544	28.03762373953252	43.8	158.1	33420.4	576.6243727598567	30.525667809499087	494.7	620.5	160878.2
6	seg14	1.0	15.344015444015447	26.44920667398475	-385.2	30.0	3974.1	34.79691119691118	58.06586253560433	-18.2	880.0	9012.4	615.4266409266407	140.89219962703282	530.6	2842.2	159395.5
6	seg15	1.0	15.072372372372376	23.340726359401547	-385.2	30.0	5019.1	43.881381381381374	53.88088253914263	-18.2	880.0	14612.499999999998	622.216816816817	124.8588938796846	564.3	2842.2	207198.2
6	seg17	1.0	-12.862151394422328	35.29272977051181	-62.6	57.2	-3228.4	55.3235059760956	20.97382463879796	16.3	92.9	13886.2	592.0729083665336	26.20270931042709	521.2	650.7	148610.3
7	seg1	0.0	-0.9699200000000016	22.91294462075095	-76.0	24.8	-606.2	31.40527999999997	14.105796401536503	1.6	51.3	19628.3	614.1297599999995	13.28584488628404	562.6	641.9	383831.1
