Part_id	Sc_id	enddistance	endpupilsize	length	maxdistance	maxpupilsize	maxpupilvelocity	meanabspathangles	meandistance	meanfixationduration	meanpathdistance	meanpupilsize	meanpupilvelocity	meanrelpathangles	mindistance	minpupilsize	minpupilvelocity	numfixations	numsamples	startdistance	startpupilsize	stddevabspathangles	stddevdistance	stddevfixationduration	stddevpupilsize	stddevpupilvelocity	stddevrelpathangles	sumabspathangles	sumfixationduration	sumrelpathangles	answer
1	seg9	553.5	2591.0	29977259	563.4	3939.5	0.088381867	1.50325694	553.7122074	246.3829787	282.2848742	3314.01728	0.001005662	1.134318005	543.5	1532.0	0	47	1799	548.85	3822.5	1.081102404	4.101320539	130.0520888	255.3354302	0.004173335	1.005174591	69.14981923	11580	51.04431024	1.0
1	seg8	556.3	2999.5	29978073	563.4	3939.5	0.094926449	1.509653122	553.6659799	254.0961538	284.6383414	3368.301005	0.001109972	1.201642984	546.4	1532.0	0	52	1801	555.9	3129.0	1.115885515	3.702346572	121.1329297	256.4278731	0.005060901	1.08359746	76.99230921	13213	60.08214919	1.0
1	seg5	552.85	3536.5	29994731	565.2	4054.5	0.027289102	1.436685379	557.9019199	424.2941176	480.5009184	3503.285476	0.000936099	1.023359839	548.4	1591.0	0	17	1802	558.4	3849.0	1.091652957	3.636891818	800.8240884	380.2460812	0.002616033	0.837140193	22.98696607	7213	15.35039759	1.0
1	seg7	556.3	2999.5	29978073	563.4	3939.5	0.094926449	1.509653122	553.6659799	254.0961538	284.6383414	3368.301005	0.001109972	1.201642984	546.4	1532.0	0	52	1801	555.9	3129.0	1.115885515	3.702346572	121.1329297	256.4278731	0.005060901	1.08359746	76.99230921	13213	60.08214919	0.0
1	seg6	554.95	3194.5	29978072	565.2	4054.5	0.094926449	1.43783002	553.5888262	256.7142857	338.8445093	3410.081264	0.001217493	1.221286302	546.4	1532.0	0	49	1801	564.8	2119.0	1.135449746	3.976446811	132.6629501	314.5346803	0.005190369	1.101736516	69.01584096	12579	57.4004562	1.0
1	seg10	547.25	3388.0	29974824	569.6	3826.5	0.064305014	1.464693421	553.3220536	203.969697	293.0098488	3306.025893	0.001117772	1.080559078	534.1	1901.0	0	33	1795	560.35	3482.5	1.033926314	5.745910911	167.5213578	237.1486946	0.003664991	0.814017284	46.87018947	6731	33.49733143	1.0
1	seg3	553.5	3697.5	29978076	574.75	3947.5	0.104840759	1.537100102	559.4601441	330.7058824	295.5420408	3428.993354	0.001039652	1.512474504	547.35	0.982	0	34	1801	560.95	3314.0	1.17672153	5.311123892	422.5916095	306.0528585	0.004585033	0.965812835	50.72430336	11244	48.39918413	1.0
1	seg2	556.9	1747.0	29993640	573.3	3992.5	0.104840759	1.357670744	557.9297872	291.2571429	305.9399566	3427.344367	0.001018226	1.303250725	542.75	0.982	0	35	1800	566.8	1068.0	1.179230662	6.120180407	324.7290584	295.2673843	0.004416947	1.060426598	46.16080528	10194	43.00727392	1.0
1	seg15	561.3	2449.5	29994722	568.1	3735.0	0.071059742	1.517306008	558.5368832	305.2909091	358.6166274	3199.979441	0.000839904	1.244183938	547.85	1759.0	0	55	1802	552.05	3387.0	1.132842679	3.835474795	235.252321	214.9153417	0.00392809	1.06957331	81.93452442	16791	65.9417487	1.0
1	seg13	552.05	3095.5	29978059	572.0	3633.5	0.021346223	1.352611869	553.9272234	252.7283951	328.6311543	3186.913103	0.000550477	1.471421411	546.7	2168.0	0	81	1801	568.9	3444.0	1.100057548	4.162608804	126.3284422	149.9300593	0.001160144	0.987730627	108.2089495	20471	116.2422915	1.0
1	seg14	558.95	3539.0	29994715	568.1	3730.0	0.071059742	1.447661568	557.9277867	301.4918033	368.8247005	3165.453488	0.00079262	1.255703305	547.45	1759.0	0	61	1802	550.45	2917.5	1.079775613	4.291142066	224.9138074	195.6396489	0.003742165	1.048920691	86.85969409	18391	74.08649501	1.0
1	seg17	539.5	3115.5	29976705	566.65	3521.0	0.111024379	1.48186812	550.2773033	287.2191781	367.2116705	3190.091796	0.000759452	1.210647841	536.95	1150.0	0	73	1799	557.0	3085.0	1.221867364	8.195507316	183.9832606	185.0831789	0.003812161	1.036992732	106.6945047	20967	85.95599671	1.0
2	seg9	544.55	4309.0	29994757	614.45	5051.5	0.095292422	1.517218283	563.6031083	175.7058824	288.5239201	4235.8612	0.001308941	1.516952811	525.5	2296.0	0	68	1802	525.5	2296.0	1.047518145	15.45257684	97.90142146	336.7469405	0.005412055	0.934935205	101.653625	11948	100.1188856	1.0
2	seg8	559.85	4046.0	29975748	614.45	5051.5	0.095292422	1.565932652	565.9817175	165.1272727	363.0107687	4281.927285	0.001472406	1.524842138	525.5	2296.0	0	55	1799	557.7	3889.0	1.000470792	17.2160963	103.7782634	353.0141826	0.006139666	0.917189328	84.56036319	9082	80.81663332	1.0
2	seg5	547.0	3880.0	29975936	683.7	5351.0	0.113703237	1.487626534	603.0178098	236.9866667	364.0383543	4452.137958	0.00103366	1.571265738	546.4	2245.5	0	75	1799	676.25	5221.5	0.978277975	37.79796098	141.4466276	372.4258866	0.004092432	0.992286711	110.0843635	17774	114.7023988	1.0
2	seg7	559.85	4046.0	29975748	614.45	5051.5	0.095292422	1.565932652	565.9817175	165.1272727	363.0107687	4281.927285	0.001472406	1.524842138	525.5	2296.0	0	55	1799	557.7	3889.0	1.000470792	17.2160963	103.7782634	353.0141826	0.006139666	0.917189328	84.56036319	9082	80.81663332	1.0
2	seg6	561.3	4134.0	29992406	614.45	5051.5	0.095292422	1.50702383	562.6401042	193.6551724	324.321237	4255.915509	0.001142325	1.573814578	525.5	2296.0	0	58	1800	558.5	3890.0	1.07176934	16.74247493	141.0338458	345.26005	0.005319056	0.98494413	85.90035833	11232	88.13361639	1.0
2	seg10	553.7	4145.0	29977196	571.7	4596.0	0.061903332	1.666525793	553.5541935	169.2444444	381.5605462	4039.085484	0.001198695	1.421294583	538.65	1179.0	0	45	1799	560.1	4006.0	0.945095162	7.033237396	94.15030429	393.5643784	0.004102107	1.015784777	73.32713491	7616	61.11566706	1.0
2	seg3	555.65	4172.5	29978101	578.8	4516.5	0.037886521	1.563680174	567.7908333	235.5066667	257.5866009	4045.151984	0.000665745	1.59877329	551.85	2146.0	0	75	1801	570.5	4437.5	1.076014059	4.67046528	154.5748636	267.4612324	0.001573207	1.115467651	115.7123329	17663	116.7104502	1.0
2	seg2	569.7	4350.5	29994803	584.9	4894.5	0.068988292	1.506121657	568.8564141	210.1647059	327.3272767	4340.274944	0.001157577	1.608762459	549.15	1492.0	0	85	1802	561.05	4684.5	1.162204157	5.950225704	113.7529536	237.3505449	0.004002774	1.064013594	126.5142192	17864	133.5272841	0.0
2	seg15	544.35	4436.0	29990840	567.05	4917.0	0.008706617	1.524692635	548.1327292	206.3174603	291.8594571	4471.831557	0.000594364	1.665860218	532.75	3936.0	0	63	1796	555.4	4917.0	1.087772914	6.920056555	104.9177597	230.194725	0.000781189	1.019868073	94.5309434	12998	101.6174733	1.0
2	seg13	551.0	4705.5	29972687	627.25	4998.0	0.104533173	1.635006268	564.3802607	183.7567568	288.3506554	4558.732775	0.001124109	1.723264148	548.75	1732.0	0	37	1795	552.7	4014.0	1.100328395	18.81180464	79.64379219	377.2058429	0.00543561	1.017001687	58.86022566	6799	60.31424517	1.0
2	seg14	539.25	4566.0	29990843	567.05	4998.0	0.104533173	1.5663073	551.7124866	205.9032258	272.079135	4503.79314	0.000830255	1.736633319	538.3	2672.0	0	62	1796	561.3	4577.0	1.05713911	5.680205449	104.4780485	281.1779542	0.004073324	1.036297693	95.54474529	12766	104.1979991	1.0
2	seg17	547.2	3772.5	29986571	608.3	4688.0	0.187451216	1.607904498	559.5958482	163.9655172	291.7110356	4199.993304	0.001182148	1.714721809	518.65	1427.0	0	87	1792	530.9	4082.0	1.142367393	23.87983262	74.38858506	320.3908195	0.006788563	1.057183986	138.2797869	14265	145.7513538	1.0
3	seg9	543.6	3395.0	29991514	554.3	3893.5	0.068456134	1.479037561	536.1245241	219.0363636	247.0752849	3524.015677	0.000626056	0.988946271	512.3	1748.0	0	55	1796	521.9	3725.0	1.040071531	7.342870686	144.5047691	173.6058812	0.002430225	0.840084767	79.86802831	12047	52.41415234	1.0
3	seg8	540.45	3770.5	29974853	558.7	4164.0	0.024677274	1.688210108	538.8051761	209.6333333	293.7074817	3621.311633	0.000644015	1.198739985	512.3	2589.0	0	60	1795	514.85	3439.0	1.083900047	10.41195726	91.69403187	236.3463151	0.001448612	0.945545679	99.60439638	12578	69.52691912	1.0
3	seg5	534.2	1439.0	29982736	551.45	3998.0	0.032246442	1.459194367	528.483557	174.4736842	238.7359522	3414.91443	0.001183753	1.474115557	486.15	1439.0	0	19	1786	518.0	3645.0	1.049701003	9.369288506	73.91990291	306.1397871	0.002607235	1.103199488	26.2654986	3315	25.05996447	1.0
3	seg7	540.45	3770.5	29974853	558.7	4164.0	0.024677274	1.688210108	538.8051761	209.6333333	293.7074817	3621.311633	0.000644015	1.198739985	512.3	2589.0	0	60	1795	514.85	3439.0	1.083900047	10.41195726	91.69403187	236.3463151	0.001448612	0.945545679	99.60439638	12578	69.52691912	0.0
3	seg6	545.0	3362.0	29969860	558.7	4164.0	0.032246442	1.847969539	538.7088064	213.8372093	305.0289361	3643.909753	0.000852776	1.445119158	486.15	1439.0	0	43	1789	524.1	3920.5	1.173229539	12.19466943	98.47840716	283.8580233	0.002342604	1.067450655	77.61472064	9195	59.24988549	1.0
3	seg10	548.7	3746.5	29977285	557.0	3879.5	0.068456134	1.507726181	540.213632	227.6129032	270.5873959	3492.1421	0.000639936	1.102358373	512.3	1748.0	0	62	1799	528.5	3607.0	1.03215765	6.792650859	146.8528152	156.9963094	0.00240712	0.815758152	91.97129705	14112	66.14150241	1.0
3	seg3	509.1	3995.0	29988315	527.0	4073.5	0.083883752	1.617858966	516.0130699	276.2352941	281.0259709	3738.767477	0.001037881	1.540238654	481.7	1368.0	0	17	1794	495.1	3541.0	1.180409886	5.911306807	277.7666578	369.7189067	0.00495639	1.172750852	25.88574345	4696	23.10357981	1.0
3	seg2	523.45	3947.0	29969139	527.9	4409.0	0.083883752	1.510265022	516.9139205	243.6363636	214.2859416	3680.838068	0.001696254	1.501093919	481.7	1368.0	0	11	1791	522.7	4031.0	1.088631746	7.231908815	209.1493594	410.4392534	0.006754606	0.998916601	15.10265022	2680	13.50984527	0.0
3	seg15	520.2	1374.0	29977215	551.4	4179.0	0.020805812	1.567475996	519.4426966	223.0833333	269.0884335	3592.853933	0.000936479	1.510586512	488.8	1029.0	0	36	1799	490.95	3403.5	1.075021845	12.0233999	200.2269248	374.5352902	0.001521009	1.050573211	54.86165987	8031	51.35994139	1.0
3	seg13	513.9	3223.0	29986977	568.5	4234.0	0.006185072	1.397214068	526.4359431	155.3181818	266.7095207	3771.74911	0.000932335	1.450839491	495.7	3089.0	0	22	1794	521.3	3805.0	1.081032142	14.38893449	99.7064197	289.4457083	0.00086788	1.006693586	29.34149544	3417	29.01678981	1.0
3	seg14	511.0	2379.0	29977216	551.4	4179.0	0.020805812	1.569193256	519.3277211	205.9722222	292.3565362	3631.965136	0.000979618	1.589287854	488.8	1029.0	0	36	1799	513.3	3924.5	1.080594941	12.89810599	179.5778361	354.1367231	0.001546109	1.018396413	54.92176398	7415	54.03578704	1.0
3	seg17	514.9	3476.0	29973074	536.5	3814.0	0.058721105	1.465735353	517.044328	180.4482759	281.1672438	3414.180641	0.000800468	1.390604197	491.3	1440.0	0	58	1797	514.95	3631.0	1.167356554	7.26705095	66.73676291	164.7524735	0.00281265	1.027344569	83.54691513	10466	77.87383504	0.0
4	seg9	590.6	3625.0	29994759	639.9	4090.5	0.042632401	1.57788413	610.0195183	186.3333333	493.4398094	3432.849668	0.000988573	1.252360405	587.6	2296.5	0	81	1802	611.7	4039.0	1.048487632	6.871031467	71.73858794	267.1729957	0.002326449	0.97183114	126.2307304	15093	98.93647202	0.0
4	seg8	616.5	3748.5	29978102	639.9	4126.0	0.038546983	1.525343345	608.9384328	192.6292135	417.1104494	3431.784328	0.000952543	1.345028125	592.05	2296.5	0	89	1801	607.3	3339.0	1.045712815	7.229771848	81.84094636	259.9239558	0.002045214	0.946321253	134.2302143	17144	117.0174468	1.0
4	seg5	595.15	3418.5	29978118	622.45	3916.0	0.028761859	1.401037907	605.1557327	274.7042254	540.2370924	3480.925034	0.00093395	1.476308546	592.15	2846.5	0	71	1801	609.5	3324.0	0.904899896	5.916201079	253.26888	190.4143309	0.001716401	0.981365988	98.0726535	19504	101.8652897	0.0
4	seg7	616.5	3748.5	29978102	639.9	4126.0	0.038546983	1.525343345	608.9384328	192.6292135	417.1104494	3431.784328	0.000952543	1.345028125	592.05	2296.5	0	89	1801	607.3	3339.0	1.045712815	7.229771848	81.84094636	259.9239558	0.002045214	0.946321253	134.2302143	17144	117.0174468	0.0
4	seg6	614.75	3305.5	29994767	624.8	4126.0	0.038546983	1.510997395	606.4976094	198.8854167	424.1890065	3447.895623	0.000953871	1.340978904	592.05	2296.5	0	96	1802	596.6	3209.0	1.035900597	5.889450973	79.55148876	243.239347	0.002161227	0.966986331	143.5447526	19093	126.052017	0.0
4	seg10	598.95	3084.0	29978081	627.5	3930.5	0.042632401	1.518839836	603.7807985	194.1857143	433.1492182	3531.742395	0.000936486	1.172586545	576.8	2622.0	0	70	1801	626.75	3323.5	1.001739338	8.641502931	173.6646187	195.9745177	0.002083264	0.959485772	104.7999487	13593	79.73588508	0.0
4	seg3	586.15	3829.5	29978121	632.65	4252.5	0.112698889	1.5026157	601.9166025	243.875	333.6571525	3701.56433	0.000900178	1.332444575	577.8	1686.0	0	72	1801	603.2	3618.5	1.229913368	11.49406084	133.3742946	175.1943516	0.003683313	1.141349021	106.6857147	17559	93.27112023	1.0
4	seg2	612.15	3483.0	29978136	615.65	4269.5	0.161883031	1.446541797	599.523565	233.9120879	413.2037011	3757.861934	0.001253523	1.446493779	586.05	1753.0	0	91	1801	593.6	3744.5	1.036538137	6.124398199	169.9046562	191.4105365	0.005183458	0.972028258	130.1887617	21286	128.7379463	0.0
4	seg15	615.05	3694.5	29978118	635.8	4035.0	0.090068452	1.668057467	617.8677567	227.9879518	443.3282898	3414.943038	0.00088503	1.347998188	600.05	2141.0	0	83	1801	616.45	3432.5	1.100242287	5.73377214	119.2322487	280.5684104	0.003109771	1.050715026	136.7807123	18923	109.1878532	0.0
