Part_id	Sc_id	enddistance	endpupilsize	length	maxdistance	maxpupilsize	maxpupilvelocity	meanabspathangles	meandistance	meanfixationduration	meanpathdistance	meanpupilsize	meanpupilvelocity	meanrelpathangles	mindistance	minpupilsize	minpupilvelocity	numfixations	numsamples	startdistance	startpupilsize	stddevabspathangles	stddevdistance	stddevfixationduration	stddevpupilsize	stddevpupilvelocity	stddevrelpathangles	sumabspathangles	sumfixationduration	sumrelpathangles	answer_openface	Mean gaze_angle_x	Standard Deviation gaze_angle_x	Minimum gaze_angle_x	Maximum gaze_angle_x	Sum gaze_angle_x	Mean gaze_angle_y	Standard Deviation gaze_angle_y	Minimum gaze_angle_y	Maximum gaze_angle_y	Sum gaze_angle_y	Mean pose_Tx	Standard Deviation pose_Tx	Minimum pose_Tx	Maximum pose_Tx	Sum pose_Tx	Mean pose_Ty	Standard Deviation pose_Ty	Minimum pose_Ty	Maximum pose_Ty	Sum pose_Ty	Mean pose_Tz	Standard Deviation pose_Tz	Minimum pose_Tz	Maximum pose_Tz	Sum pose_Tz	Mean AU01_r	Standard Deviation AU01_r	Minimum AU01_r	Maximum AU01_r	Sum AU01_r	Mean AU02_r	Standard Deviation AU02_r	Minimum AU02_r	Maximum AU02_r	Sum AU02_r	Mean AU04_r	Standard Deviation AU04_r	Minimum AU04_r	Maximum AU04_r	Sum AU04_r	Mean AU05_r	Standard Deviation AU05_r	Minimum AU05_r	Maximum AU05_r	Sum AU05_r	Mean AU06_r	Standard Deviation AU06_r	Minimum AU06_r	Maximum AU06_r	Sum AU06_r	Mean AU07_r	Standard Deviation AU07_r	Minimum AU07_r	Maximum AU07_r	Sum AU07_r	Mean AU09_r	Standard Deviation AU09_r	Minimum AU09_r	Maximum AU09_r	Sum AU09_r	Mean AU10_r	Standard Deviation AU10_r	Minimum AU10_r	Maximum AU10_r	Sum AU10_r	Mean AU12_r	Standard Deviation AU12_r	Minimum AU12_r	Maximum AU12_r	Sum AU12_r	Mean AU14_r	Standard Deviation AU14_r	Minimum AU14_r	Maximum AU14_r	Sum AU14_r	Mean AU15_r	Standard Deviation AU15_r	Minimum AU15_r	Maximum AU15_r	Sum AU15_r	Mean AU17_r	Standard Deviation AU17_r	Minimum AU17_r	Maximum AU17_r	Sum AU17_r	Mean AU20_r	Standard Deviation AU20_r	Minimum AU20_r	Maximum AU20_r	Sum AU20_r	Mean AU23_r	Standard Deviation AU23_r	Minimum AU23_r	Maximum AU23_r	Sum AU23_r	Mean AU25_r	Standard Deviation AU25_r	Minimum AU25_r	Maximum AU25_r	Sum AU25_r	Mean AU26_r	Standard Deviation AU26_r	Minimum AU26_r	Maximum AU26_r	Sum AU26_r	Mean AU45_r	Standard Deviation AU45_r	Minimum AU45_r	Maximum AU45_r	Sum AU45_r
1	seg9	553.5	2591.0	19984573	562.4	3499.5	0.049147352	1.345850946	554.4671756	182.5714286	304.0934904	3219.109415	0.001292046	1.123912944	543.5	2224.5	0	21	1199	555.25	3194.5	1.022290175	3.995835385	77.31272303	173.8900316	0.003916985	0.823307487	26.91701891	3834	21.35434593	1.0	0.1022137404580152	0.0495868438033253	-0.067	0.343	26.78	0.4685038167938931	0.1173807905299333	0.042	0.78	122.748	-15.637786259541985	37.97033172468419	-114.2	19.1	-4097.099999999999	61.75114503816795	26.828192037516512	35.3	145.6	16178.8	579.4770992366416	34.07733585635017	489.6	647.2	151823.0	0.5501908396946567	0.8583671932159178	0.0	2.93	144.14999999999998	0.012442748091603	0.0545220958507599	0.0	0.45	3.26	0.9737404580152664	0.420016967810403	0.0	1.81	255.12	0.062442748091603	0.1721444963925641	0.0	1.14	16.36	0.5714885496183205	0.4985081540354993	0.0	1.92	149.73	1.733969465648855	0.9418733804055128	0.0	3.62	454.3	0.2839312977099236	0.5549006195437811	0.0	2.29	74.38999999999999	0.4239312977099237	0.4867600109469702	0.0	1.9	111.07	0.3782442748091602	0.4698155898024463	0.0	1.93	99.1	0.4566030534351146	0.4611306910076033	0.0	1.9	119.63	0.5264122137404581	0.3641796568264686	0.0	1.26	137.92000000000002	0.6782061068702288	0.4159494651035842	0.0	1.96	177.69	0.1422519083969465	0.2379297748570656	0.0	1.11	37.27	0.0650763358778626	0.2384407721142112	0.0	1.56	17.05	1.062748091603054	1.1835440074024244	0.0	4.57	278.44	0.4910687022900762	0.6824604699101022	0.0	2.18	128.66	0.143969465648855	0.2624551706956937	0.0	1.32	37.72
1	seg8	556.3	2999.5	19985384	563.4	3939.5	0.088381867	1.599907344	554.1258	262.1842105	258.1425448	3343.199333	0.000933405	1.141552129	547.05	1532.0	0	38	1201	548.85	3822.5	1.0838499	3.910140231	133.4241064	259.8116884	0.004329376	1.049329763	59.19657171	9963	41.09587664	1.0	0.0815720823798626	0.0756545348840642	-0.342	0.241	35.647	0.4209633867276887	0.1153228223316781	-0.137	0.78	183.961	0.6475972540045799	19.76114985080313	-42.0	50.0	282.99999999999994	52.500228832952	20.11741904784808	25.4	119.7	22942.6	598.2311212814649	20.40554153379297	557.2	733.0	261427.0	0.5611670480549199	0.6981792351582502	0.0	2.93	245.23	0.1183066361556064	0.2947602947730992	0.0	1.88	51.7	0.8220366132723114	0.4363550068732022	0.0	1.79	359.23	0.174187643020595	0.4036788395771589	0.0	2.61	76.12	0.3985125858123571	0.3319077826104517	0.0	1.18	174.14999999999998	1.4811212814645314	0.8629839544608807	0.0	3.34	647.25	0.1635926773455378	0.3011232195563641	0.0	1.16	71.49	0.3375514874141882	0.3776837758421729	0.0	1.71	147.51	0.2851029748283755	0.2868431522153589	0.0	1.22	124.59	0.5023798627002287	0.5329502639560114	0.0	1.9	219.54	0.3327688787185354	0.35563637375248	0.0	1.26	145.42000000000002	0.7229519450800908	0.4498997904971191	0.0	1.96	315.93	0.1724027459954232	0.3151410897448132	0.0	1.82	75.34	0.111395881006865	0.2982038086115741	0.0	2.13	48.68000000000001	0.5650114416475972	0.4879760773265443	0.0	2.12	246.91	0.5527231121281468	0.6462464399055063	0.0	2.18	241.54	0.1556521739130434	0.2907401551679476	0.0	1.76	68.02
1	seg5	552.85	3536.5	19985389	565.2	4054.5	0.027289102	1.431927104	556.2123932	183.2666667	448.4584865	3307.123932	0.001634943	1.063000634	548.4	1591.0	0	15	1201	556.0	3165.0	1.026048659	3.447424902	123.546097	491.1295246	0.003940386	0.871858409	20.04697945	2749	13.81900824	1.0	0.062469758064516	0.0627599038960245	-0.118	0.211	30.985000000000003	0.5942883064516128	0.0794536252976435	0.31	0.776	294.76699999999994	-35.44012096774192	38.03351428485587	-84.8	27.7	-17578.300000000003	54.94274193548385	15.575572393495383	9.5	68.7	27251.6	606.1018145161293	6.416917592189464	588.6	630.8	300626.5	1.3349596774193544	0.5212643577227913	0.0	2.61	662.1399999999999	0.3282459677419354	0.350664616650779	0.0	1.74	162.81	0.2199395161290323	0.3204051687288345	0.0	1.35	109.09	0.0268951612903225	0.084850658041852	0.0	0.6	13.34	0.328608870967742	0.3372897795741476	0.0	1.74	162.99	0.7448185483870965	0.6421306891233447	0.0	2.78	369.43	0.3826411290322583	0.3048910438681063	0.0	1.79	189.79	0.224758064516129	0.2066640319755304	0.0	1.17	111.48	0.1381048387096774	0.2390733899517854	0.0	1.81	68.50000000000001	0.2637298387096773	0.4429537945538463	0.0	2.56	130.81000000000003	0.2460685483870969	0.2244439080967977	0.0	1.07	122.05	1.1848185483870963	0.3363303617525517	0.0	1.89	587.6700000000001	0.0806854838709677	0.1841664248644323	0.0	1.33	40.02	0.005524193548387	0.0227124250880855	0.0	0.23	2.74	1.039556451612904	0.6180691552603025	0.0	2.52	515.62	0.4959879032258061	0.4329696683656202	0.0	1.67	246.01	0.2735080645161292	0.3262825066234963	0.0	1.86	135.65999999999997
1	seg7	556.3	2999.5	19985384	563.4	3939.5	0.088381867	1.599907344	554.1258	262.1842105	258.1425448	3343.199333	0.000933405	1.141552129	547.05	1532.0	0	38	1201	548.85	3822.5	1.0838499	3.910140231	133.4241064	259.8116884	0.004329376	1.049329763	59.19657171	9963	41.09587664	0.0	0.0815720823798626	0.0756545348840642	-0.342	0.241	35.647	0.4209633867276887	0.1153228223316781	-0.137	0.78	183.961	0.6475972540045799	19.76114985080313	-42.0	50.0	282.99999999999994	52.500228832952	20.11741904784808	25.4	119.7	22942.6	598.2311212814649	20.40554153379297	557.2	733.0	261427.0	0.5611670480549199	0.6981792351582502	0.0	2.93	245.23	0.1183066361556064	0.2947602947730992	0.0	1.88	51.7	0.8220366132723114	0.4363550068732022	0.0	1.79	359.23	0.174187643020595	0.4036788395771589	0.0	2.61	76.12	0.3985125858123571	0.3319077826104517	0.0	1.18	174.14999999999998	1.4811212814645314	0.8629839544608807	0.0	3.34	647.25	0.1635926773455378	0.3011232195563641	0.0	1.16	71.49	0.3375514874141882	0.3776837758421729	0.0	1.71	147.51	0.2851029748283755	0.2868431522153589	0.0	1.22	124.59	0.5023798627002287	0.5329502639560114	0.0	1.9	219.54	0.3327688787185354	0.35563637375248	0.0	1.26	145.42000000000002	0.7229519450800908	0.4498997904971191	0.0	1.96	315.93	0.1724027459954232	0.3151410897448132	0.0	1.82	75.34	0.111395881006865	0.2982038086115741	0.0	2.13	48.68000000000001	0.5650114416475972	0.4879760773265443	0.0	2.12	246.91	0.5527231121281468	0.6462464399055063	0.0	2.18	241.54	0.1556521739130434	0.2907401551679476	0.0	1.76	68.02
1	seg6	554.95	3194.5	19968722	563.4	3939.5	0.094926449	1.489501735	552.8405207	274.9	302.5352235	3406.706943	0.001068395	1.221930622	546.4	1532.0	0	40	1200	555.9	3129.0	1.166111788	3.668544513	126.4610612	267.8959185	0.00529169	1.171246931	58.09056766	10996	46.43336363	1.0	0.0318016528925619	0.087719087685494	-0.342	0.241	15.392	0.4210082644628099	0.1159849659584933	-0.137	0.776	203.768	-1.9394628099173552	19.822109507599382	-42.0	50.0	-938.7000000000002	52.83057851239672	18.94058170179876	23.6	119.7	25570.0	608.8758264462806	19.787298036194457	557.2	733.0	294695.9	0.9241735537190072	0.6861040590147107	0.0	2.61	447.3	0.4148760330578512	0.5480568464550442	0.0	2.25	200.8	0.5695661157024791	0.4839276482793782	0.0	1.99	275.67	0.2520041322314048	0.4490181114896533	0.0	2.61	121.97	0.4953305785123966	0.2984153987681929	0.0	1.31	239.74	0.9104545454545456	0.7322557980098263	0.0	2.84	440.66	0.1920454545454544	0.307043604058752	0.0	1.16	92.95	0.3172520661157021	0.3832970420093103	0.0	1.71	153.55	0.3376652892561989	0.2784856546925608	0.0	1.22	163.43	0.6201446280991738	0.5318746859571829	0.0	2.12	300.15	0.1904338842975206	0.2067407891374532	0.0	0.89	92.17	0.9030578512396694	0.5366175715915729	0.0	2.12	437.08	0.1693801652892561	0.3278581066848605	0.0	1.82	81.97999999999999	0.1405785123966942	0.308608038653815	0.0	2.13	68.04	0.6785123966942145	0.6331991594010182	0.0	2.52	328.4	0.2857438016528927	0.4671794924480956	0.0	1.94	138.29999999999998	0.1877892561983472	0.334992705311389	0.0	1.76	90.89
1	seg10	547.25	3388.0	19982948	569.6	3826.5	0.064305014	1.508427098	552.0607323	212.9565217	313.8594284	3320.463384	0.001167016	1.097857845	534.1	1901.0	0	23	1197	548.3	3238.0	1.031979318	6.123884944	196.0246919	268.5065905	0.003953903	0.790016132	33.18539615	4898	23.05501474	1.0	0.0732173913043478	0.0907030302555682	-0.269	0.343	11.788	0.4461180124223601	0.1826587756147867	-0.125	0.729	71.82499999999999	-35.04347826086957	47.32452751662596	-114.2	19.1	-5642.0	100.2391304347826	32.84423462819889	47.1	145.6	16138.500000000002	576.4260869565218	51.73696075621928	489.6	648.8	92804.6	1.2032298136645958	1.0322769877720883	0.0	3.32	193.72	0.1202484472049689	0.3321171504575209	0.0	2.03	19.360000000000003	0.9346583850931686	0.4867193141356439	0.0	2.36	150.47999999999996	0.1542236024844719	0.2984153588531336	0.0	1.4	24.83	0.8124223602484473	0.4745848481921431	0.0	1.92	130.79999999999998	1.6343478260869568	1.0748801941667938	0.0	4.16	263.13000000000005	0.3396273291925465	0.6710045201676451	0.0	2.29	54.68	0.8169565217391308	0.5977504864677019	0.0	2.26	131.53	0.4166459627329193	0.5629171403996768	0.0	1.93	67.08000000000001	0.737329192546584	0.4416763067623716	0.0	1.84	118.71	0.1805590062111801	0.2614442649229934	0.0	1.22	29.07	0.3524223602484472	0.5678353540540462	0.0	3.59	56.74	0.0645962732919254	0.163323379972798	0.0	0.89	10.4	0.2358385093167702	0.4201412939000566	0.0	1.99	37.970000000000006	1.7903726708074534	1.2540220451363275	0.0	4.57	288.25	0.3088819875776397	0.4728557273292767	0.0	2.15	49.73	0.0385093167701863	0.1412728788929897	0.0	0.97	6.2
1	seg3	553.5	3697.5	19985395	571.1	3947.5	0.043410387	1.451367645	557.4439597	262.0454545	304.0890862	3409.759508	0.001159353	1.47876456	547.35	1433.0	0	22	1201	570.9	3790.0	1.220289693	4.935783519	284.7795266	287.7705255	0.003456795	1.067267245	30.47872055	5765	29.57529121	1.0	-0.059382	0.044952375643563	-0.175	0.053	-29.691	0.4180099999999997	0.0980634585357868	0.232	0.631	209.005	1.171200000000001	19.83245649333431	-42.8	24.8	585.5999999999999	26.405400000000043	12.25541801979843	8.5	45.7	13202.7	618.7738	8.79428300431593	592.0	641.9	309386.9	0.5774999999999998	0.938674570871082	0.0	3.73	288.75	0.11698	0.2784641441909554	0.0	1.39	58.49	0.5082599999999999	0.3869268308091338	0.0	1.53	254.13	0.06838	0.1989763191940179	0.0	1.3	34.190000000000005	0.29802	0.2329915869725768	0.0	1.0	149.01	1.5636999999999983	0.913036970773911	0.0	3.14	781.85	0.02098	0.0769833722306326	0.0	0.69	10.49	0.08354	0.11639273345016	0.0	0.61	41.77	0.12484	0.1976951552264244	0.0	0.63	62.42	0.27186	0.2648077423339425	0.0	1.14	135.92999999999998	0.1813199999999999	0.2308788808011693	0.0	1.04	90.66	0.8456199999999996	0.4784936944203137	0.0	1.91	422.81	0.10182	0.1956846636811374	0.0	1.03	50.91	0.0130199999999999	0.0582020583828446	0.0	0.48	6.51	0.8090200000000003	0.6681850339539193	0.0	2.25	404.51	0.60524	0.600859170188822	0.0	2.22	302.62	0.6527599999999993	0.6683379253042582	0.0	2.83	326.38
1	seg2	556.9	1747.0	19984283	573.3	3900.5	0.104840759	1.426966283	559.2049273	305.1785714	311.6712521	3419.24873	0.00094442	1.364358339	542.75	0.982	0	28	1199	549.7	3850.0	1.192076427	5.437913392	359.3506545	263.864456	0.00475098	1.070193946	38.52808964	8545	35.47331683	1.0	-0.0429136546184738	0.0691641909918667	-0.243	0.151	-21.371	0.4655341365461842	0.0953073860237502	0.155	0.726	231.836	-21.6855421686747	28.35383699070746	-74.8	28.2	-10799.4	58.0367469879518	8.810815908195641	29.3	76.5	28902.3	612.5002008032127	13.880344224224809	554.7	654.8	305025.1	0.8342771084337353	0.5052260811660797	0.0	1.98	415.47	0.1700803212851404	0.3563795999370647	0.0	1.99	84.69999999999999	0.2154216867469878	0.3289155890963037	0.0	1.12	107.28	0.2319477911646586	0.2908442586959665	0.0	1.17	115.51	0.8861646586345385	0.4696922313224287	0.0	1.94	441.31	0.5198393574297187	0.587974856626787	0.0	2.72	258.88	0.3144979919678716	0.2811612626562517	0.0	1.19	156.62	0.3520682730923692	0.2515461013848505	0.0	1.4	175.32999999999998	0.4240160642570281	0.3797033503672204	0.0	1.45	211.16	1.0620883534136545	0.6481611742894856	0.0	3.68	528.92	0.2063453815261044	0.3163228378408913	0.0	1.43	102.76	0.9828514056224888	0.4419465681328109	0.0	1.95	489.46	0.0220682730923694	0.0743049409827334	0.0	0.5	10.99	0.2662449799196787	0.4225721537505766	0.0	1.96	132.59	0.7973493975903615	0.6028951256560271	0.0	2.46	397.08	0.1599196787148594	0.389820772294585	0.0	1.96	79.64	0.2714658634538151	0.4181313131295412	0.0	1.9	135.19
1	seg15	561.3	2449.5	19985384	568.1	3735.0	0.071059742	1.58752597	559.6789539	300.3055556	401.0403799	3204.924658	0.00099464	1.302760164	550.45	1759.0	0	36	1201	558.1	2574.0	1.129484144	2.828095224	239.7717748	252.1353523	0.004718318	1.133074188	55.56340896	10811	44.29384556	1.0	0.0078625954198473	0.0909037124477061	-0.164	0.336	2.059999999999999	0.4050152671755726	0.1451046468778284	-0.141	0.631	106.114	-48.975572519083954	40.52989489743853	-113.6	4.7	-12831.6	100.3480916030534	37.29685915013344	32.8	149.3	26291.2	577.7904580152676	26.60599614913773	493.8	647.9	151381.1	1.4961832061068705	1.306227572152845	0.0	3.96	392.0	0.637290076335878	0.8937842524354082	0.0	2.66	166.97000000000003	1.3273282442748098	0.750516691666106	0.0	3.27	347.76	0.3764122137404583	0.5624925020057219	0.0	2.24	98.62	0.422595419847328	0.3958449997105133	0.0	1.68	110.71999999999998	0.7515648854961835	0.7641770966882272	0.0	2.67	196.91000000000005	0.5407251908396947	0.7547244636839185	0.0	2.44	141.67000000000002	0.2785877862595421	0.286988692232194	0.0	1.19	72.99000000000001	0.56026717557252	0.4592338512609135	0.0	1.91	146.79000000000002	0.5855725190839692	0.5669829895065968	0.0	2.25	153.42000000000002	0.4485496183206106	0.4630856055551429	0.0	1.96	117.51999999999998	0.638778625954199	0.4804681605305478	0.0	1.88	167.36	0.0724809160305343	0.1693486331786191	0.0	0.81	18.99	0.3064885496183207	0.4298489414483977	0.0	1.73	80.30000000000001	1.858587786259542	1.7735604607518811	0.0	5.0	486.95	0.8211450381679386	0.750009303984402	0.0	2.61	215.14	0.595954198473282	0.6694691740487068	0.0	2.57	156.14
1	seg13	552.05	3095.5	19968686	572.0	3633.5	0.014259982	1.262510323	553.3114017	248.3018868	326.743588	3166.92364	0.000534506	1.364640238	547.45	2838.0	0	53	1200	551.2	3149.0	1.041200074	3.709817275	117.811222	146.6161689	0.00096523	0.91932504	65.65053678	13160	69.59665215	1.0	0.0042946708463949	0.0745392598357843	-0.176	0.17	1.3699999999999992	0.3777429467084638	0.1517803325427995	-0.104	0.75	120.5	10.278683385579942	47.11863420985986	-75.2	68.9	3278.899999999999	72.99749216300935	33.69133159184653	15.8	128.7	23286.2	608.8282131661435	29.95225909187672	556.6	678.9	194216.2	0.7176489028213165	0.8467069470367181	0.0	3.63	228.92999999999995	0.1326332288401253	0.3366271394230688	0.0	2.19	42.31	0.983510971786834	0.632585052483618	0.0	2.42	313.74	0.3482445141065832	0.4209625368773695	0.0	1.95	111.09	0.7475862068965513	0.480871861591594	0.0	1.69	238.48	0.9334482758620686	0.9008460093662348	0.0	4.48	297.77000000000004	0.3724137931034484	0.4505372667996159	0.0	1.84	118.8	0.5538557993730402	0.3812401696837229	0.0	1.51	176.68	0.454733542319749	0.3760567236572536	0.0	1.86	145.06	0.7971473354231976	0.6027952237207497	0.0	2.56	254.29	0.1548275862068966	0.2305014672108108	0.0	1.04	49.39	0.6686833855799367	0.5147481565247133	0.0	1.86	213.31	0.0231661442006269	0.0764843130259486	0.0	0.58	7.390000000000001	0.6744514106583072	0.7213438325480168	0.0	2.1	215.15	0.298181818181818	0.3248213661694765	0.0	2.08	95.12	0.2052351097178683	0.2797791189165617	0.0	1.41	65.47	0.232319749216301	0.3038616837293058	0.0	1.56	74.11
