Part_id	Sc_id	answer	meanabspathangles	meanrelpathangles	stddevabspathangles	stddevrelpathangles	sumabspathangles	sumrelpathangles
1.0	seg9	1.0	1.082241373	1.066252673	1.101817094	0.714143268	8.65793098	7.463768712
1.0	seg8	1.0	1.542161036	1.140591233	1.018630087	0.835749334	16.96377139	11.40591233
1.0	seg5	1.0	1.397227609	1.202019044	1.101823541	0.770778078	9.780593264	7.212114263
1.0	seg7	0.0	1.542161036	1.140591233	1.018630087	0.835749334	16.96377139	11.40591233
1.0	seg6	1.0	1.611793206	1.143628795	1.150357372	1.176314037	40.29483016	27.44709108
1.0	seg10	1.0	1.4863047	0.911497118	0.943682113	0.678692797	17.8356564	10.0264683
1.0	seg3	1.0	1.275817302	1.648669207	1.232545602	1.078114196	12.75817302	14.83802286
1.0	seg2	1.0	1.335092097	1.326203377	1.237013815	1.156134751	29.37202613	27.85027091
1.0	seg15	1.0	1.566546518	0.836844568	0.849381762	0.820645985	20.36510474	10.04213482
1.0	seg13	1.0	1.349196764	1.131571378	1.025739876	0.718365059	40.47590293	32.81556995
1.0	seg14	1.0	1.444348186	0.750390463	0.833983208	0.828105505	17.33217823	8.254295089
1.0	seg17	1.0	1.637447029	1.042487484	1.170932431	0.835835492	40.93617573	25.01969962
2.0	seg9	1.0	1.502374585	1.48988928	1.167314811	1.002375925	24.03799336	22.34833919
2.0	seg8	1.0	1.488604913	1.424538359	1.049408605	0.936897779	26.79488844	24.21715211
2.0	seg5	1.0	1.200648438	1.49000024	1.208940268	1.143194216	20.41102345	23.84000384
2.0	seg7	1.0	1.488604913	1.424538359	1.049408605	0.936897779	26.79488844	24.21715211
2.0	seg6	1.0	1.557703817	1.705045174	1.006708451	0.894872347	48.28881832	51.15135521
2.0	seg10	1.0	1.729757916	1.662826745	0.709140396	1.153750837	24.21661082	21.61674769
2.0	seg3	1.0	1.49305395	1.563706782	1.181013676	1.048918848	17.9166474	17.20077461
2.0	seg2	0.0	1.547811865	1.649771129	1.071659672	0.977851804	57.269039	59.39176064
2.0	seg15	1.0	1.609952984	1.595418885	1.043106579	0.9516345	32.19905969	30.31295882
2.0	seg13	1.0	1.607801309	1.762331783	1.102226733	0.990741126	49.84184057	52.86995348
2.0	seg14	1.0	1.50419946	1.603528802	0.958742217	1.064015124	15.0419946	14.43175922
2.0	seg17	1.0	1.611161222	1.791023175	1.100357963	1.028109377	67.66877131	73.43195018
3.0	seg9	1.0	1.453609007	1.005893157	1.100948364	0.808787666	39.24744318	26.15322208
3.0	seg8	1.0	1.487023364	0.77803338	1.059725566	0.699397385	19.33130373	9.336400561
3.0	seg7	0.0	1.487023364	0.77803338	1.059725566	0.699397385	19.33130373	9.336400561
