Part_id	Sc_id	answer	Mean gaze_angle_x	Standard Deviation gaze_angle_x	Minimum gaze_angle_x	Maximum gaze_angle_x	Sum gaze_angle_x	Mean gaze_angle_y	Standard Deviation gaze_angle_y	Minimum gaze_angle_y	Maximum gaze_angle_y	Sum gaze_angle_y
1	seg2	1.0	-0.0278766756032171	0.0663498390727555	-0.243	0.151	-10.398	0.4414477211796247	0.0962234640912696	0.155	0.726	164.66000000000005
1	seg3	1.0	-0.0547306666666667	0.0455788195644521	-0.152	0.053	-20.524	0.3894506666666663	0.088673315600329	0.232	0.581	146.044
1	seg5	1.0	0.0388032345013477	0.0532111857228718	-0.118	0.211	14.396	0.5740431266846363	0.0790812354851469	0.31	0.776	212.97
1	seg6	1.0	0.0469247910863509	0.0891762514034504	-0.342	0.241	16.846	0.3965710306406685	0.11259068692368	-0.137	0.757	142.369
1	seg7	0.0	0.0874811320754716	0.055405690362133	-0.122	0.241	27.819	0.4344591194968548	0.1142657578766451	0.152	0.78	138.158
1	seg8	1.0	0.0874811320754716	0.055405690362133	-0.122	0.241	27.819	0.4344591194968548	0.1142657578766451	0.152	0.78	138.158
1	seg9	1.0	0.1143357664233576	0.0537322746019712	-0.067	0.343	15.663999999999998	0.4922481751824817	0.1266749262846629	0.042	0.729	67.43799999999999
1	seg10	1.0	0.0457692307692307	0.083166025342102	-0.269	0.203	5.355	0.4179401709401708	0.1778088520672552	-0.125	0.647	48.899
1	seg13	1.0	0.0042946708463949	0.0745392598357843	-0.176	0.17	1.3699999999999992	0.3777429467084638	0.1517803325427995	-0.104	0.75	120.5
1	seg14	1.0	0.0341052631578947	0.0902122028954316	-0.164	0.336	6.48	0.3719368421052632	0.1558194846627148	-0.141	0.631	70.668
1	seg15	1.0	-0.0013288888888889	0.0759887027340898	-0.164	0.22	-0.2989999999999999	0.4257555555555556	0.134907005922278	-0.141	0.631	95.795
1	seg17	1.0	0.0023653333333333	0.0743419657050369	-0.343	0.221	0.8869999999999996	0.4647066666666672	0.1346911700479615	0.147	0.839	174.265
2	seg2	0.0	-0.0688239999999999	0.0479153805230289	-0.174	0.053	-25.809	0.3580320000000001	0.0863923702804054	0.234	0.581	134.262
2	seg3	1.0	-0.0743333333333332	0.0441898731485946	-0.197	0.04	-27.875	0.3960373333333333	0.0886430366106416	0.24	0.593	148.514
2	seg5	1.0	0.0954509803921569	0.0433710908168871	0.001	0.343	19.472	0.4514362745098039	0.1039164957835118	0.042	0.78	92.09300000000002
2	seg6	1.0	0.0574402985074626	0.0890617353546881	-0.269	0.25	7.697	0.4176268656716417	0.1754376477084082	-0.125	0.647	55.962
2	seg7	1.0	0.0448271604938271	0.1097216219531773	-0.269	0.238	7.262	0.4178024691358024	0.1163925796023782	0.112	0.647	67.684
2	seg8	1.0	0.0448271604938271	0.1097216219531773	-0.269	0.238	7.262	0.4178024691358024	0.1163925796023782	0.112	0.647	67.684
2	seg9	1.0	0.0096266666666666	0.0702449757792129	-0.191	0.232	3.609999999999999	0.4556213333333333	0.1467202892521079	0.112	0.702	170.858
2	seg10	1.0	0.0088301886792452	0.0580861035263637	-0.147	0.164	3.276	0.4084824797843667	0.1644516874639893	0.131	0.719	151.54700000000005
2	seg13	1.0	-0.0144333333333333	0.0727655061748964	-0.143	0.22	-4.329999999999998	0.4565900000000002	0.0929860306712787	-0.141	0.631	136.977
2	seg14	1.0	-0.0061818181818181	0.0902239484923083	-0.223	0.285	-0.4080000000000001	0.3153636363636363	0.1516289966236006	-0.037	0.635	20.814
2	seg15	1.0	-0.0280930232558139	0.1018505092299238	-0.223	0.285	-1.208	0.3121627906976744	0.152830492853031	-0.037	0.635	13.422999999999998
2	seg17	1.0	-0.0517661971830985	0.0805898255621026	-0.281	0.22	-18.377	0.4792394366197183	0.1132735023387065	0.159	0.73	170.13
3	seg2	0.0	-0.0684159999999999	0.0440938727111451	-0.175	0.034	-25.656	0.4429866666666668	0.0891294928118009	0.232	0.611	166.12
3	seg3	1.0	-0.0606799999999999	0.0483969585821258	-0.174	0.053	-22.755000000000003	0.356672	0.0876959695919183	0.232	0.581	133.752
3	seg5	1.0	0.022033426183844	0.0890477571922123	-0.342	0.228	7.91	0.4135988857938721	0.1125185498733916	-0.137	0.776	148.482
3	seg6	1.0	0.0884523809523809	0.0456389570333609	-0.06	0.212	22.29	0.4443373015873011	0.1085004997677956	0.195	0.78	111.973
3	seg7	0.0	0.0488809523809523	0.0841769307407572	-0.269	0.246	6.159	0.4082460317460316	0.1766501648406284	-0.125	0.647	51.439
3	seg8	1.0	0.0488809523809523	0.0841769307407572	-0.269	0.246	6.159	0.4082460317460316	0.1766501648406284	-0.125	0.647	51.439
3	seg9	1.0	0.0399494382022472	0.1063419475233323	-0.269	0.238	7.111000000000001	0.4322528089887638	0.1205169022505334	0.112	0.647	76.941
3	seg10	1.0	0.0072933333333333	0.0445122225411802	-0.097	0.151	2.7350000000000003	0.50808	0.1514880114068436	0.189	0.702	190.53000000000003
3	seg13	1.0	0.0247039999999999	0.0672744853863632	-0.102	0.252	3.088	0.4249440000000002	0.1188963450405436	-0.031	0.704	53.11800000000001
3	seg14	1.0	0.0202770700636942	0.0648622964417366	-0.13	0.221	6.367000000000001	0.3955159235668792	0.1362514351047213	0.023	0.656	124.192
