Part_id	Sc_id	answer	Mean gaze_angle_x	Standard Deviation gaze_angle_x	Minimum gaze_angle_x	Maximum gaze_angle_x	Sum gaze_angle_x	Mean gaze_angle_y	Standard Deviation gaze_angle_y	Minimum gaze_angle_y	Maximum gaze_angle_y	Sum gaze_angle_y
1	seg2	1.0	-0.0378943850267379	0.0616801809970623	-0.243	0.151	-28.345	0.4932580213903747	0.0979512811475074	0.155	0.779	368.957
1	seg3	1.0	-0.0523030707610146	0.0580963727090219	-0.243	0.151	-39.175	0.4318825100133512	0.1134130043715843	0.148	0.726	323.48
1	seg5	1.0	0.0279812332439677	0.0819247328112841	-0.18	0.211	20.873999999999995	0.5620026809651474	0.104559243405604	0.219	0.776	419.254
1	seg6	1.0	0.0311534246575342	0.0769922502454679	-0.342	0.241	22.742	0.4713164383561649	0.1270226379496909	-0.137	0.776	344.061
1	seg7	0.0	0.0502489082969432	0.0818611779486471	-0.342	0.241	34.521	0.4305953420669576	0.1125076319914522	-0.137	0.78	295.819
1	seg8	1.0	0.0502489082969432	0.0818611779486471	-0.342	0.241	34.521	0.4305953420669576	0.1125076319914522	-0.137	0.78	295.819
1	seg9	1.0	0.0872943548387096	0.076281300082823	-0.342	0.343	43.298	0.4327782258064516	0.1245628129282338	-0.137	0.78	214.658
1	seg10	1.0	0.0851174242424241	0.0768134635415189	-0.269	0.343	22.471	0.4428409090909087	0.1581074543287731	-0.125	0.729	116.91
1	seg13	1.0	0.0174564102564102	0.0837542920289317	-0.281	0.393	6.808000000000002	0.37481282051282	0.1590991574047973	-0.176	0.75	146.177
1	seg14	1.0	0.0046258278145695	0.142491602152258	-1.127	0.336	1.3970000000000002	0.3787748344370862	0.1890377576141352	-1.01	0.661	114.39
1	seg15	1.0	-0.0044816053511705	0.1425400565519656	-1.127	0.336	-1.3400000000000003	0.3898628762541806	0.1768570590170735	-1.01	0.631	116.56900000000002
1	seg17	1.0	0.0027611111111111	0.0737972470546124	-0.343	0.221	1.4910000000000003	0.4358870370370378	0.1460728516190114	-0.287	0.839	235.379
2	seg2	0.0	-0.05702	0.056059952431898	-0.19	0.092	-42.765	0.4202546666666661	0.1169583308058425	0.216	0.673	315.191
2	seg3	1.0	-0.0622346666666666	0.0511576478305595	-0.197	0.053	-46.676	0.34628	0.08256918876514	0.234	0.593	259.71
2	seg5	1.0	0.0645079928952042	0.0793508600755416	-0.342	0.343	36.318	0.4164511545293071	0.112657353201915	-0.137	0.78	234.462
2	seg6	1.0	0.0863152866242037	0.0718078155759112	-0.269	0.343	27.103	0.4512866242038217	0.1513048784878038	-0.125	0.78	141.704
2	seg7	1.0	0.0613322368421052	0.0981335932221008	-0.269	0.343	18.645	0.4316052631578944	0.1563191808067348	-0.125	0.729	131.208
2	seg8	1.0	0.0613322368421052	0.0981335932221008	-0.269	0.343	18.645	0.4316052631578944	0.1563191808067348	-0.125	0.729	131.208
2	seg9	1.0	0.0168982300884956	0.0808411164140012	-0.269	0.238	7.638	0.4354115044247785	0.1614045339650108	-0.125	0.702	196.806
2	seg10	1.0	0.0132530446549391	0.0691250722717582	-0.191	0.238	9.794	0.429384303112314	0.1563389194149612	0.112	0.719	317.31500000000005
2	seg13	1.0	-0.013688829787234	0.1297488018339823	-1.127	0.336	-5.146999999999999	0.4082234042553193	0.1603069299583345	-1.01	0.631	153.49200000000002
