Part_id	Sc_id	answer	endpupilsize	maxpupilsize	maxpupilvelocity	meanpupilsize	meanpupilvelocity	minpupilsize	minpupilvelocity	startpupilsize	stddevpupilsize	stddevpupilvelocity
1	seg9	1.0	2591.0	3479.5	0.031882318	3209.578544	0.001266279	2542.5	0.0	2571.0	155.5452524	0.003294134
1	seg8	1.0	2999.5	3499.5	0.049147352	3225.547809	0.000831722	2224.5	0.0	3302.5	141.0119816	0.00305257
1	seg5	1.0	3536.5	4054.5	0.027289102	3436.721154	0.002082612	1621.0	0.0	2119.0	469.7988425	0.004667458
1	seg7	0.0	2999.5	3499.5	0.049147352	3225.547809	0.000831722	2224.5	0.0	3302.5	141.0119816	0.00305257
1	seg6	1.0	3194.5	3939.5	0.094926449	3398.070413	0.001023941	1532.0	0.0	3633.0	271.7936565	0.005362875
1	seg10	1.0	3388.0	3826.5	0.064305014	3375.641869	0.001117985	1901.0	0.0	3213.0	279.6753337	0.004241372
1	seg3	1.0	3697.5	3947.5	0.043410387	3499.872845	0.001656061	1433.0	0.0	3301.5	324.7582484	0.004571812
1	seg2	1.0	1747.0	3665.5	0.104840759	3394.439221	0.000908938	0.982	0.0	3431.0	259.9129766	0.00492239
1	seg15	1.0	2449.5	3735.0	0.069773028	3230.401421	0.000808605	1759.0	0.0	3041.5	260.1706163	0.003548099
1	seg13	1.0	3095.5	3633.5	0.009966977	3139.125554	0.000577304	2838.0	0.0	3082.0	159.0233498	0.000930474
1	seg14	1.0	3539.0	3730.0	0.071059742	3144.124319	0.000961595	1759.0	0.0	3043.0	218.3095956	0.004907248
1	seg17	1.0	3115.5	3500.5	0.111024379	3181.732394	0.000719352	1150.0	0.0	3120.0	184.558125	0.004401643
2	seg9	1.0	4309.0	4469.0	0.028880216	4067.207602	0.00091414	2588.0	0.0	4006.0	185.9922764	0.002149233
2	seg8	1.0	4046.0	5051.5	0.041071214	4351.707129	0.001095037	2852.0	0.0	4757.5	349.8480599	0.003330805
2	seg5	1.0	3880.0	4570.5	0.008886754	4112.115752	0.000611255	3611.0	0.0	4309.5	243.5372143	0.000871035
2	seg7	1.0	4046.0	5051.5	0.041071214	4351.707129	0.001095037	2852.0	0.0	4757.5	349.8480599	0.003330805
2	seg6	1.0	4134.0	5051.5	0.095292422	4380.953159	0.001615024	2296.0	0.0	4100.0	371.5919833	0.007253338
2	seg10	1.0	4145.0	4596.0	0.061903332	4021.573016	0.001487457	1179.0	0.0	4157.5	518.0579604	0.005349113
2	seg3	1.0	4172.5	4394.0	0.037886521	3812.090667	0.000811486	2146.0	0.0	3679.5	288.0484395	0.00242636
2	seg2	0.0	4350.5	4662.5	0.068988292	4361.077231	0.001156804	1492.0	0.0	4320.5	187.5688084	0.004224107
2	seg15	1.0	4436.0	4801.0	0.008706617	4481.979003	0.000687479	4104.0	0.0	4213.5	210.5248068	0.000858103
2	seg13	1.0	4705.5	4998.0	0.104533173	4672.691388	0.001107966	1732.0	0.0	1732.0	313.2264111	0.006008837
2	seg14	1.0	4566.0	4578.5	0.008706617	4268.890041	0.000828223	3936.0	0.0	3959.0	155.5937263	0.00095641
2	seg17	1.0	3772.5	4688.0	0.187451216	4168.17983	0.001221098	1427.0	0.0	4420.5	321.5305614	0.006910167
3	seg9	1.0	3395.0	3879.5	0.068456134	3489.061286	0.000587967	1748.0	0.0	2728.0	158.6720835	0.002775794
3	seg8	1.0	3770.5	3893.5	0.005703993	3586.843284	0.000645015	2728.0	0.0	3332.0	198.9041537	0.000659036
3	seg5	1.0	1439.0	3998.0	0.032246442	3483.251773	0.001606947	1439.0	0.0	3733.0	369.2532166	0.003584009
3	seg7	0.0	3770.5	3893.5	0.005703993	3586.843284	0.000645015	2728.0	0.0	3332.0	198.9041537	0.000659036
3	seg6	1.0	3362.0	4164.0	0.024677274	3641.942341	0.000679058	2589.0	0.0	3670.0	254.5513	0.001814686
3	seg10	1.0	3746.5	3864.0	0.021795257	3497.523881	0.000705787	2992.0	0.0	3410.0	157.7542555	0.001549432
3	seg3	1.0	3995.0	4073.5	0.083883752	3777.321667	0.001083051	1735.0	0.0	3477.0	288.1243647	0.005168042
3	seg2	0.0	3947.0	4021.5	0.083883752	3681.918182	0.002092576	1735.0	0.0	1741.0	387.7859793	0.008399839
3	seg15	1.0	1374.0	4052.5	0.006364837	3621.391837	0.000860044	1374.0	0.0	3842.0	364.6020084	0.000832989
3	seg13	1.0	3223.0	4230.0	0.006185072	3814.512121	0.000942055	3223.0	0.0	4028.0	262.2246462	0.000861726
3	seg14	1.0	2379.0	4052.5	0.004202942	3686.431193	0.000927724	1686.0	0.0	3866.5	348.3834523	0.000748316
3	seg17	0.0	3476.0	3768.5	0.003902732	3408.239035	0.000575198	3030.0	0.0	3383.0	134.8751131	0.000606045
4	seg9	0.0	3625.0	3930.5	0.042632401	3527.712996	0.000915196	2622.0	0.0	3323.5	238.195734	0.002162506
4	seg8	1.0	3748.5	3748.5	0.009486641	3239.785975	0.000867881	2982.5	0.0	3126.0	129.3387774	0.00138361
4	seg5	0.0	3418.5	3910.0	0.028761859	3366.924851	0.000898928	2888.0	0.0	3272.0	142.1641646	0.001797027
4	seg7	0.0	3748.5	3748.5	0.009486641	3239.785975	0.000867881	2982.5	0.0	3126.0	129.3387774	0.00138361
4	seg6	0.0	3305.5	4126.0	0.038546983	3480.823564	0.000927664	2296.5	0.0	3656.0	291.9820485	0.002248892
4	seg10	0.0	3084.0	3930.5	0.026238367	3555.183241	0.001001165	2967.0	0.0	3887.0	146.339219	0.001997536
4	seg3	1.0	3829.5	4252.5	0.112698889	3673.079922	0.001191441	1686.0	0.0	3361.0	221.5947271	0.005539797
4	seg2	0.0	3483.0	4183.0	0.07506155	3790.242724	0.001321575	1753.0	0.0	3943.5	180.0762583	0.004138944
4	seg15	0.0	3694.5	4035.0	0.090068452	3611.115262	0.001070285	2141.0	0.0	3461.0	216.234231	0.00432063
4	seg13	1.0	3069.0	3887.5	0.108916241	3464.397059	0.001046935	1388.0	0.0	3667.0	285.04705	0.005486332
4	seg14	0.0	3714.5	4035.0	0.090068452	3512.858318	0.001085554	2141.0	0.0	3184.5	214.2830121	0.004511587
4	seg17	0.0	3500.5	3993.5	0.022275593	3331.761092	0.000713918	2840.0	0.0	3795.5	299.0888447	0.00134413
5	seg9	1.0	4533.0	4842.0	0.077874512	3898.401685	0.001082684	2532.0	0.0	3792.0	217.1680862	0.003714676
5	seg8	1.0	3886.5	4842.0	0.074761304	4353.341067	0.001361438	2154.0	0.0	4314.5	310.1568409	0.004554856
5	seg5	1.0	4456.0	4647.0	0.031045457	4272.992278	0.001369393	3137.0	0.0	4141.5	222.131133	0.002751447
5	seg7	1.0	3886.5	4842.0	0.074761304	4353.341067	0.001361438	2154.0	0.0	4314.5	310.1568409	0.004554856
5	seg6	1.0	4055.0	4804.0	0.043953405	4184.729104	0.001225895	3249.5	0.0	3816.5	279.9259033	0.002801353
5	seg10	0.0	4126.0	4932.0	0.070493575	4323.65625	0.001426508	2306.0	0.0	4003.0	221.2825829	0.004373966
5	seg3	1.0	3745.0	4954.0	0.040831032	4369.328371	0.001508284	2188.0	0.0	4208.0	279.1443055	0.003602842
5	seg2	1.0	4774.0	4981.0	0.024798847	4412.989474	0.001090514	3612.0	0.0	4020.0	296.4113109	0.002210195
5	seg15	1.0	3945.0	4678.0	0.071990393	4134.013052	0.001703637	2632.0	0.0	3979.0	209.0416509	0.005202173
5	seg13	1.0	3850.5	4994.0	0.009666767	4028.935739	0.000781906	3718.0	0.0	4501.5	184.5191635	0.001132735
5	seg14	1.0	4649.5	4780.0	0.071990393	4098.616788	0.001642432	2632.0	0.0	4617.0	217.1710346	0.005393127
5	seg12	1.0	4255.5	4674.5	0.070493575	4229.693076	0.000981349	1546.0	0.0	4426.0	284.7060273	0.003379914
5	seg17	1.0	3572.0	4300.0	0.011047733	3717.0706	0.000906508	3332.0	0.0	4053.5	167.9823881	0.001433104
6	seg9	1.0	3900.5	4242.5	0.061666867	3914.262181	0.001027509	1990.0	0.0	3969.5	204.0510593	0.002820873
6	seg8	1.0	3923.0	4457.0	0.026658661	3988.790286	0.000764216	2984.0	0.0	4333.5	222.6065766	0.00170941
6	seg5	1.0	4061.5	4285.0	0.017832483	4049.318025	0.000643501	3239.0	0.0	4202.0	119.4430534	0.001280951
6	seg7	1.0	3923.0	4457.0	0.026658661	3988.790286	0.000764216	2984.0	0.0	4333.5	222.6065766	0.00170941
6	seg6	1.0	3852.5	4898.5	0.031375728	4329.701632	0.001179573	1883.0	0.0	4318.0	296.6498858	0.002548266
6	seg1	1.0	4267.0	4386.0	0.026568598	4040.246303	0.000757495	2578.0	0.0	4215.5	140.0416303	0.001696343
6	seg10	0.0	4045.0	4374.5	0.053194044	3944.229332	0.000738343	2852.0	0.0	3955.0	125.1108366	0.002192011
6	seg3	1.0	4165.5	4570.0	0.054398079	4128.527528	0.000745331	2498.0	0.0	4085.5	151.5334797	0.002231978
6	seg2	0.0	4084.0	4442.0	0.085619934	4175.698529	0.000919444	1986.0	0.0	4231.5	155.6211585	0.003722841
6	seg15	1.0	4020.5	4270.0	0.21915773	3786.164937	0.001121077	0.928	0.0	3908.5	272.5166737	0.007779619
6	seg13	1.0	3836.0	3966.0	0.025337736	3676.502894	0.000764961	2158.0	0.0	3589.5	175.5209932	0.001807662
6	seg14	1.0	3908.5	4436.5	0.21915773	3834.905316	0.001243662	0.928	0.0	3961.5	314.6671074	0.008663529
6	seg12	1.0	3946.0	4418.0	0.106581002	3983.658963	0.000820364	1517.0	0.0	3807.0	272.8164958	0.00416135
6	seg17	1.0	3861.5	4153.0	0.069112526	3773.47774	0.001146937	2278.5	0.0	3817.5	187.5085592	0.003298619
7	seg16	0.0	3347.0	4687.5	0.054157911	3892.293417	0.00098535	2147.0	0.0	4457.5	349.7284847	0.002894057
7	seg9	1.0	3504.0	3730.0	0.043620534	3524.916364	0.000870856	2116.0	0.0	3503.0	191.273766	0.002786123
7	seg8	1.0	3325.5	4084.0	0.006905248	3640.815217	0.000916849	3325.5	0.0	3692.0	191.0991849	0.00106234
7	seg5	1.0	3554.0	3798.0	0.008886754	3529.261905	0.001114108	3384.0	0.0	3541.5	111.2924097	0.001554504
7	seg4	1.0	3755.0	4207.0	0.048937192	3807.082278	0.000910615	2273.0	0.0	3685.0	228.5716924	0.002656417
7	seg7	0.0	3325.5	4084.0	0.006905248	3640.815217	0.000916849	3325.5	0.0	3692.0	191.0991849	0.00106234
7	seg6	1.0	3442.0	4264.0	0.059711798	3782.596183	0.000851868	1927.0	0.0	3096.5	270.3626697	0.002649392
7	seg1	0.0	4202.5	4326.0	0.031283776	4055.440176	0.001021011	2229.0	0.0	3995.0	155.2073336	0.002264565
