Part_id	Sc_id	enddistance	endpupilsize	length	maxdistance	maxpupilsize	maxpupilvelocity	meanabspathangles	meandistance	meanfixationduration	meanpathdistance	meanpupilsize	meanpupilvelocity	meanrelpathangles	mindistance	minpupilsize	minpupilvelocity	numfixations	numsamples	startdistance	startpupilsize	stddevabspathangles	stddevdistance	stddevfixationduration	stddevpupilsize	stddevpupilvelocity	stddevrelpathangles	sumabspathangles	sumfixationduration	sumrelpathangles	answer
1	seg9	553.5	2591.0	24980921	562.4	3499.5	0.049147352	1.418974625	553.2281972	245.9090909	307.6430494	3211.862866	0.000954402	1.057216947	543.5	2224.5	0	33	1499	550.85	3302.5	0.968997513	3.83269902	127.1599297	148.7421426	0.00309747	0.88324986	45.40718799	8115	32.77372536	1.0
1	seg8	556.3	2999.5	24981728	563.4	3939.5	0.094926449	1.490078927	553.6651739	257.0612245	286.4502804	3360.041623	0.001078881	1.183059941	546.6	1532.0	0	49	1501	558.8	3633.0	1.103255744	3.735529252	123.943268	257.7686938	0.005105558	1.088764204	71.52378849	12596	55.60381722	1.0
1	seg5	552.85	3536.5	24981729	565.2	4054.5	0.027289102	1.338005639	556.4089947	239.5	450.3030596	3426.97619	0.001165236	1.078755806	548.4	1591.0	0	16	1501	560.4	3632.0	1.053516112	3.205201102	254.639091	438.1435253	0.003139709	0.83972624	20.07008458	3832	15.10258129	1.0
1	seg7	556.3	2999.5	24981728	563.4	3939.5	0.094926449	1.490078927	553.6651739	257.0612245	286.4502804	3360.041623	0.001078881	1.183059941	546.6	1532.0	0	49	1501	558.8	3633.0	1.103255744	3.735529252	123.943268	257.7686938	0.005105558	1.088764204	71.52378849	12596	55.60381722	0.0
1	seg6	554.95	3194.5	24981723	563.4	4054.5	0.094926449	1.451742682	553.0922749	256.8043478	305.2388339	3425.902068	0.001129677	1.249225615	546.4	1532.0	0	46	1501	557.5	3445.0	1.146568566	3.660006797	127.8991998	273.5291323	0.00513612	1.111804235	65.32842068	11813	54.96592707	1.0
1	seg10	547.25	3388.0	24978479	569.6	3826.5	0.064305014	1.460838313	552.1532184	213.92	307.9749856	3316.547126	0.001151023	1.148828121	534.1	1901.0	0	25	1495	556.4	3311.0	1.004744175	5.933175395	187.8476599	257.1891698	0.003800889	0.803686363	35.06011952	5348	26.42304677	1.0
1	seg3	553.5	3697.5	24981733	574.75	3947.5	0.043410387	1.573054955	559.5442149	274.8846154	307.836114	3433.323967	0.001031877	1.452625197	547.35	1433.0	0	26	1501	560.25	3465.5	1.196762655	6.128663893	272.6146477	269.8495749	0.003063373	0.974156977	39.32637388	7147	34.86300473	1.0
1	seg2	556.9	1747.0	24980634	573.3	3992.5	0.104840759	1.408777343	558.0243357	297.3030303	313.730949	3427.575474	0.001024618	1.286397925	542.75	0.982	0	33	1499	554.4	3745.0	1.195432062	6.192591417	333.7294455	257.0511375	0.004507904	1.062176173	45.08087497	9811	39.87833566	1.0
1	seg15	561.3	2449.5	24981738	568.1	3735.0	0.071059742	1.574671307	559.2354904	317.7073171	382.1657799	3212.233064	0.000932386	1.328561815	550.45	1759.0	0	41	1501	561.0	3112.5	1.136323111	2.824023834	251.5173199	235.067113	0.004340986	1.12081194	62.98685228	13026	51.81391078	1.0
1	seg13	552.05	3095.5	24981712	572.0	3633.5	0.021346223	1.330482689	552.9629796	253.5970149	326.2214023	3192.822449	0.00055281	1.376755416	546.7	2677.0	0	67	1501	550.65	3324.0	1.075375565	3.395241723	135.2575612	148.2915	0.001212829	0.949580119	87.81185746	16991	89.48910206	1.0
1	seg14	558.95	3539.0	24998394	568.1	3730.0	0.071059742	1.506903744	559.6785189	330.1363636	362.3209234	3173.797794	0.000875582	1.271176889	551.3	1759.0	0	44	1502	553.5	3087.5	1.122409548	2.994865605	255.8615715	195.5766026	0.004272755	1.094226324	64.79686099	14526	53.38942933	1.0
1	seg17	539.5	3115.5	24980359	563.1	3521.0	0.111024379	1.506613791	548.6677517	301.3709677	383.6365362	3200.019304	0.000687239	1.131722447	536.95	1150.0	0	62	1499	563.1	3088.5	1.218449686	7.200368321	193.1450855	168.9543886	0.003699363	0.98138092	91.90344125	18685	67.90334679	1.0
2	seg9	544.55	4309.0	24981750	606.35	5051.5	0.041071214	1.462561833	562.2665803	189.2641509	296.0438444	4254.395078	0.000973874	1.534585252	539.6	2588.0	0	53	1501	606.35	4757.5	1.072236308	11.9504176	104.8368973	339.0765938	0.002831681	0.937182154	76.05321534	10031	78.26384783	1.0
2	seg8	559.85	4046.0	24979397	614.45	5051.5	0.095292422	1.568966711	566.1156425	166.9444444	322.1501952	4285.37081	0.001476999	1.527789909	525.5	2296.0	0	54	1499	538.3	4100.0	1.009794052	17.22108237	103.8657364	352.4665987	0.006156419	0.925884186	83.15523566	9015	79.44507527	1.0
2	seg5	547.0	3880.0	24979605	683.7	5128.0	0.113703237	1.462822803	595.2206809	235.8245614	382.5383366	4345.225102	0.001138727	1.60461208	546.4	2245.5	0	57	1499	619.0	4609.5	0.989541114	38.99852413	139.3599044	333.8329101	0.00465514	1.004869471	81.91807696	13442	88.25366442	1.0
2	seg7	559.85	4046.0	24979397	614.45	5051.5	0.095292422	1.568966711	566.1156425	166.9444444	322.1501952	4285.37081	0.001476999	1.527789909	525.5	2296.0	0	54	1499	538.3	4100.0	1.009794052	17.22108237	103.8657364	352.4665987	0.006156419	0.925884186	83.15523566	9015	79.44507527	1.0
2	seg6	561.3	4134.0	24979400	614.45	5051.5	0.095292422	1.4439354	564.8705521	176.9574468	323.4628178	4308.153374	0.001302729	1.703888786	525.5	2296.0	0	47	1499	553.5	4519.5	1.065371842	18.71176612	137.5612049	353.095678	0.006096947	0.952237384	66.42102842	8317	76.67499539	1.0
2	seg10	553.7	4145.0	24980850	566.7	4596.0	0.061903332	1.642707951	552.3278085	175.3947368	397.1553674	4027.183241	0.001219769	1.463273772	538.65	1179.0	0	38	1499	564.9	3329.0	0.945560244	6.453253004	100.1573194	417.7878044	0.004352491	1.04459859	60.7801942	6665	52.67785578	1.0
2	seg3	555.65	4172.5	24981758	578.8	4394.0	0.037886521	1.617643229	567.3400415	264.9411765	262.740708	3962.473029	0.000674674	1.556270823	551.85	2146.0	0	51	1501	571.8	4246.5	1.152565717	5.082608283	174.0772716	247.9691109	0.00174416	1.091391421	80.88216147	13512	76.25727033	1.0
