Part_id	Sc_id	answer	Mean AU01_r	Standard Deviation AU01_r	Minimum AU01_r	Maximum AU01_r	Sum AU01_r	Mean AU02_r	Standard Deviation AU02_r	Minimum AU02_r	Maximum AU02_r	Sum AU02_r	Mean AU04_r	Standard Deviation AU04_r	Minimum AU04_r	Maximum AU04_r	Sum AU04_r	Mean AU05_r	Standard Deviation AU05_r	Minimum AU05_r	Maximum AU05_r	Sum AU05_r	Mean AU06_r	Standard Deviation AU06_r	Minimum AU06_r	Maximum AU06_r	Sum AU06_r	Mean AU07_r	Standard Deviation AU07_r	Minimum AU07_r	Maximum AU07_r	Sum AU07_r	Mean AU09_r	Standard Deviation AU09_r	Minimum AU09_r	Maximum AU09_r	Sum AU09_r	Mean AU10_r	Standard Deviation AU10_r	Minimum AU10_r	Maximum AU10_r	Sum AU10_r	Mean AU12_r	Standard Deviation AU12_r	Minimum AU12_r	Maximum AU12_r	Sum AU12_r	Mean AU14_r	Standard Deviation AU14_r	Minimum AU14_r	Maximum AU14_r	Sum AU14_r	Mean AU15_r	Standard Deviation AU15_r	Minimum AU15_r	Maximum AU15_r	Sum AU15_r	Mean AU17_r	Standard Deviation AU17_r	Minimum AU17_r	Maximum AU17_r	Sum AU17_r	Mean AU20_r	Standard Deviation AU20_r	Minimum AU20_r	Maximum AU20_r	Sum AU20_r	Mean AU23_r	Standard Deviation AU23_r	Minimum AU23_r	Maximum AU23_r	Sum AU23_r	Mean AU25_r	Standard Deviation AU25_r	Minimum AU25_r	Maximum AU25_r	Sum AU25_r	Mean AU26_r	Standard Deviation AU26_r	Minimum AU26_r	Maximum AU26_r	Sum AU26_r	Mean AU45_r	Standard Deviation AU45_r	Minimum AU45_r	Maximum AU45_r	Sum AU45_r
1	seg2	1.0	0.8342771084337353	0.5052260811660797	0.0	1.98	415.47	0.1700803212851404	0.3563795999370647	0.0	1.99	84.69999999999999	0.2154216867469878	0.3289155890963037	0.0	1.12	107.28	0.2319477911646586	0.2908442586959665	0.0	1.17	115.51	0.8861646586345385	0.4696922313224287	0.0	1.94	441.31	0.5198393574297187	0.587974856626787	0.0	2.72	258.88	0.3144979919678716	0.2811612626562517	0.0	1.19	156.62	0.3520682730923692	0.2515461013848505	0.0	1.4	175.32999999999998	0.4240160642570281	0.3797033503672204	0.0	1.45	211.16	1.0620883534136545	0.6481611742894856	0.0	3.68	528.92	0.2063453815261044	0.3163228378408913	0.0	1.43	102.76	0.9828514056224888	0.4419465681328109	0.0	1.95	489.46	0.0220682730923694	0.0743049409827334	0.0	0.5	10.99	0.2662449799196787	0.4225721537505766	0.0	1.96	132.59	0.7973493975903615	0.6028951256560271	0.0	2.46	397.08	0.1599196787148594	0.389820772294585	0.0	1.96	79.64	0.2714658634538151	0.4181313131295412	0.0	1.9	135.19
1	seg3	1.0	0.5774999999999998	0.938674570871082	0.0	3.73	288.75	0.11698	0.2784641441909554	0.0	1.39	58.49	0.5082599999999999	0.3869268308091338	0.0	1.53	254.13	0.06838	0.1989763191940179	0.0	1.3	34.190000000000005	0.29802	0.2329915869725768	0.0	1.0	149.01	1.5636999999999983	0.913036970773911	0.0	3.14	781.85	0.02098	0.0769833722306326	0.0	0.69	10.49	0.08354	0.11639273345016	0.0	0.61	41.77	0.12484	0.1976951552264244	0.0	0.63	62.42	0.27186	0.2648077423339425	0.0	1.14	135.92999999999998	0.1813199999999999	0.2308788808011693	0.0	1.04	90.66	0.8456199999999996	0.4784936944203137	0.0	1.91	422.81	0.10182	0.1956846636811374	0.0	1.03	50.91	0.0130199999999999	0.0582020583828446	0.0	0.48	6.51	0.8090200000000003	0.6681850339539193	0.0	2.25	404.51	0.60524	0.600859170188822	0.0	2.22	302.62	0.6527599999999993	0.6683379253042582	0.0	2.83	326.38
1	seg5	1.0	1.3349596774193544	0.5212643577227913	0.0	2.61	662.1399999999999	0.3282459677419354	0.350664616650779	0.0	1.74	162.81	0.2199395161290323	0.3204051687288345	0.0	1.35	109.09	0.0268951612903225	0.084850658041852	0.0	0.6	13.34	0.328608870967742	0.3372897795741476	0.0	1.74	162.99	0.7448185483870965	0.6421306891233447	0.0	2.78	369.43	0.3826411290322583	0.3048910438681063	0.0	1.79	189.79	0.224758064516129	0.2066640319755304	0.0	1.17	111.48	0.1381048387096774	0.2390733899517854	0.0	1.81	68.50000000000001	0.2637298387096773	0.4429537945538463	0.0	2.56	130.81000000000003	0.2460685483870969	0.2244439080967977	0.0	1.07	122.05	1.1848185483870963	0.3363303617525517	0.0	1.89	587.6700000000001	0.0806854838709677	0.1841664248644323	0.0	1.33	40.02	0.005524193548387	0.0227124250880855	0.0	0.23	2.74	1.039556451612904	0.6180691552603025	0.0	2.52	515.62	0.4959879032258061	0.4329696683656202	0.0	1.67	246.01	0.2735080645161292	0.3262825066234963	0.0	1.86	135.65999999999997
1	seg6	1.0	0.9241735537190072	0.6861040590147107	0.0	2.61	447.3	0.4148760330578512	0.5480568464550442	0.0	2.25	200.8	0.5695661157024791	0.4839276482793782	0.0	1.99	275.67	0.2520041322314048	0.4490181114896533	0.0	2.61	121.97	0.4953305785123966	0.2984153987681929	0.0	1.31	239.74	0.9104545454545456	0.7322557980098263	0.0	2.84	440.66	0.1920454545454544	0.307043604058752	0.0	1.16	92.95	0.3172520661157021	0.3832970420093103	0.0	1.71	153.55	0.3376652892561989	0.2784856546925608	0.0	1.22	163.43	0.6201446280991738	0.5318746859571829	0.0	2.12	300.15	0.1904338842975206	0.2067407891374532	0.0	0.89	92.17	0.9030578512396694	0.5366175715915729	0.0	2.12	437.08	0.1693801652892561	0.3278581066848605	0.0	1.82	81.97999999999999	0.1405785123966942	0.308608038653815	0.0	2.13	68.04	0.6785123966942145	0.6331991594010182	0.0	2.52	328.4	0.2857438016528927	0.4671794924480956	0.0	1.94	138.29999999999998	0.1877892561983472	0.334992705311389	0.0	1.76	90.89
1	seg7	0.0	0.5611670480549199	0.6981792351582502	0.0	2.93	245.23	0.1183066361556064	0.2947602947730992	0.0	1.88	51.7	0.8220366132723114	0.4363550068732022	0.0	1.79	359.23	0.174187643020595	0.4036788395771589	0.0	2.61	76.12	0.3985125858123571	0.3319077826104517	0.0	1.18	174.14999999999998	1.4811212814645314	0.8629839544608807	0.0	3.34	647.25	0.1635926773455378	0.3011232195563641	0.0	1.16	71.49	0.3375514874141882	0.3776837758421729	0.0	1.71	147.51	0.2851029748283755	0.2868431522153589	0.0	1.22	124.59	0.5023798627002287	0.5329502639560114	0.0	1.9	219.54	0.3327688787185354	0.35563637375248	0.0	1.26	145.42000000000002	0.7229519450800908	0.4498997904971191	0.0	1.96	315.93	0.1724027459954232	0.3151410897448132	0.0	1.82	75.34	0.111395881006865	0.2982038086115741	0.0	2.13	48.68000000000001	0.5650114416475972	0.4879760773265443	0.0	2.12	246.91	0.5527231121281468	0.6462464399055063	0.0	2.18	241.54	0.1556521739130434	0.2907401551679476	0.0	1.76	68.02
1	seg8	1.0	0.5611670480549199	0.6981792351582502	0.0	2.93	245.23	0.1183066361556064	0.2947602947730992	0.0	1.88	51.7	0.8220366132723114	0.4363550068732022	0.0	1.79	359.23	0.174187643020595	0.4036788395771589	0.0	2.61	76.12	0.3985125858123571	0.3319077826104517	0.0	1.18	174.14999999999998	1.4811212814645314	0.8629839544608807	0.0	3.34	647.25	0.1635926773455378	0.3011232195563641	0.0	1.16	71.49	0.3375514874141882	0.3776837758421729	0.0	1.71	147.51	0.2851029748283755	0.2868431522153589	0.0	1.22	124.59	0.5023798627002287	0.5329502639560114	0.0	1.9	219.54	0.3327688787185354	0.35563637375248	0.0	1.26	145.42000000000002	0.7229519450800908	0.4498997904971191	0.0	1.96	315.93	0.1724027459954232	0.3151410897448132	0.0	1.82	75.34	0.111395881006865	0.2982038086115741	0.0	2.13	48.68000000000001	0.5650114416475972	0.4879760773265443	0.0	2.12	246.91	0.5527231121281468	0.6462464399055063	0.0	2.18	241.54	0.1556521739130434	0.2907401551679476	0.0	1.76	68.02
1	seg9	1.0	0.5501908396946567	0.8583671932159178	0.0	2.93	144.14999999999998	0.012442748091603	0.0545220958507599	0.0	0.45	3.26	0.9737404580152664	0.420016967810403	0.0	1.81	255.12	0.062442748091603	0.1721444963925641	0.0	1.14	16.36	0.5714885496183205	0.4985081540354993	0.0	1.92	149.73	1.733969465648855	0.9418733804055128	0.0	3.62	454.3	0.2839312977099236	0.5549006195437811	0.0	2.29	74.38999999999999	0.4239312977099237	0.4867600109469702	0.0	1.9	111.07	0.3782442748091602	0.4698155898024463	0.0	1.93	99.1	0.4566030534351146	0.4611306910076033	0.0	1.9	119.63	0.5264122137404581	0.3641796568264686	0.0	1.26	137.92000000000002	0.6782061068702288	0.4159494651035842	0.0	1.96	177.69	0.1422519083969465	0.2379297748570656	0.0	1.11	37.27	0.0650763358778626	0.2384407721142112	0.0	1.56	17.05	1.062748091603054	1.1835440074024244	0.0	4.57	278.44	0.4910687022900762	0.6824604699101022	0.0	2.18	128.66	0.143969465648855	0.2624551706956937	0.0	1.32	37.72
1	seg10	1.0	1.2032298136645958	1.0322769877720883	0.0	3.32	193.72	0.1202484472049689	0.3321171504575209	0.0	2.03	19.360000000000003	0.9346583850931686	0.4867193141356439	0.0	2.36	150.47999999999996	0.1542236024844719	0.2984153588531336	0.0	1.4	24.83	0.8124223602484473	0.4745848481921431	0.0	1.92	130.79999999999998	1.6343478260869568	1.0748801941667938	0.0	4.16	263.13000000000005	0.3396273291925465	0.6710045201676451	0.0	2.29	54.68	0.8169565217391308	0.5977504864677019	0.0	2.26	131.53	0.4166459627329193	0.5629171403996768	0.0	1.93	67.08000000000001	0.737329192546584	0.4416763067623716	0.0	1.84	118.71	0.1805590062111801	0.2614442649229934	0.0	1.22	29.07	0.3524223602484472	0.5678353540540462	0.0	3.59	56.74	0.0645962732919254	0.163323379972798	0.0	0.89	10.4	0.2358385093167702	0.4201412939000566	0.0	1.99	37.970000000000006	1.7903726708074534	1.2540220451363275	0.0	4.57	288.25	0.3088819875776397	0.4728557273292767	0.0	2.15	49.73	0.0385093167701863	0.1412728788929897	0.0	0.97	6.2
1	seg13	1.0	0.7176489028213165	0.8467069470367181	0.0	3.63	228.92999999999995	0.1326332288401253	0.3366271394230688	0.0	2.19	42.31	0.983510971786834	0.632585052483618	0.0	2.42	313.74	0.3482445141065832	0.4209625368773695	0.0	1.95	111.09	0.7475862068965513	0.480871861591594	0.0	1.69	238.48	0.9334482758620686	0.9008460093662348	0.0	4.48	297.77000000000004	0.3724137931034484	0.4505372667996159	0.0	1.84	118.8	0.5538557993730402	0.3812401696837229	0.0	1.51	176.68	0.454733542319749	0.3760567236572536	0.0	1.86	145.06	0.7971473354231976	0.6027952237207497	0.0	2.56	254.29	0.1548275862068966	0.2305014672108108	0.0	1.04	49.39	0.6686833855799367	0.5147481565247133	0.0	1.86	213.31	0.0231661442006269	0.0764843130259486	0.0	0.58	7.390000000000001	0.6744514106583072	0.7213438325480168	0.0	2.1	215.15	0.298181818181818	0.3248213661694765	0.0	2.08	95.12	0.2052351097178683	0.2797791189165617	0.0	1.41	65.47	0.232319749216301	0.3038616837293058	0.0	1.56	74.11
1	seg14	1.0	0.8437435897435901	0.8341812112653575	0.0	3.73	164.52999999999997	0.138102564102564	0.2827429561000503	0.0	1.8	26.93	1.3554358974358969	0.7762422234590209	0.0	3.27	264.31000000000006	0.1972820512820513	0.4438991539850154	0.0	2.24	38.470000000000006	0.5462051282051281	0.3846822984528041	0.0	1.68	106.51	0.9131794871794876	0.8082930057652159	0.0	2.67	178.07	0.5894871794871794	0.8258271648752483	0.0	2.44	114.94999999999996	0.3812820512820514	0.2878673081712144	0.0	1.19	74.35	0.6303589743589747	0.4956791501115998	0.0	1.91	122.92	0.7280512820512819	0.5726307240168833	0.0	2.25	141.97000000000003	0.2803589743589744	0.3360729077782643	0.0	1.18	54.67	0.813076923076923	0.4560912743005469	0.0	1.88	158.54999999999998	0.1045641025641025	0.1952728262203732	0.0	0.81	20.39	0.4235897435897437	0.4555643847062178	0.0	1.73	82.6	0.8905641025641027	0.8158520414776007	0.0	3.31	173.66	0.6441025641025638	0.6652507448948624	0.0	2.61	125.6	0.7696410256410253	0.6845259444121214	0.0	2.57	150.07999999999998
1	seg15	1.0	1.4961832061068705	1.306227572152845	0.0	3.96	392.0	0.637290076335878	0.8937842524354082	0.0	2.66	166.97000000000003	1.3273282442748098	0.750516691666106	0.0	3.27	347.76	0.3764122137404583	0.5624925020057219	0.0	2.24	98.62	0.422595419847328	0.3958449997105133	0.0	1.68	110.71999999999998	0.7515648854961835	0.7641770966882272	0.0	2.67	196.91000000000005	0.5407251908396947	0.7547244636839185	0.0	2.44	141.67000000000002	0.2785877862595421	0.286988692232194	0.0	1.19	72.99000000000001	0.56026717557252	0.4592338512609135	0.0	1.91	146.79000000000002	0.5855725190839692	0.5669829895065968	0.0	2.25	153.42000000000002	0.4485496183206106	0.4630856055551429	0.0	1.96	117.51999999999998	0.638778625954199	0.4804681605305478	0.0	1.88	167.36	0.0724809160305343	0.1693486331786191	0.0	0.81	18.99	0.3064885496183207	0.4298489414483977	0.0	1.73	80.30000000000001	1.858587786259542	1.7735604607518811	0.0	5.0	486.95	0.8211450381679386	0.750009303984402	0.0	2.61	215.14	0.595954198473282	0.6694691740487068	0.0	2.57	156.14
