Part_id	Sc_id	answer	Mean gaze_angle_x	Standard Deviation gaze_angle_x	Minimum gaze_angle_x	Maximum gaze_angle_x	Sum gaze_angle_x	Mean gaze_angle_y	Standard Deviation gaze_angle_y	Minimum gaze_angle_y	Maximum gaze_angle_y	Sum gaze_angle_y
1	seg2	1.0	-0.0433855421686747	0.0629302855161791	-0.243	0.151	-10.803	0.4264899598393571	0.098396873315729	0.155	0.726	106.196
1	seg3	1.0	-0.0484239999999999	0.0376576715159076	-0.146	0.053	-12.106	0.390204	0.0857318749590838	0.251	0.581	97.551
1	seg5	1.0	0.0242926829268292	0.0542502080033953	-0.118	0.211	5.976000000000001	0.5452723577235776	0.0790949504527568	0.31	0.776	134.13699999999997
1	seg6	1.0	0.0705897435897436	0.0951451571045372	-0.342	0.241	16.518	0.3927777777777779	0.1201348680222351	-0.137	0.742	91.91
1	seg7	0.0	0.0942315270935961	0.0398366194276281	0.001	0.212	19.129	0.4534532019704433	0.1001097502527037	0.195	0.78	92.05100000000002
1	seg8	1.0	0.0942315270935961	0.0398366194276281	0.001	0.212	19.129	0.4534532019704433	0.1001097502527037	0.195	0.78	92.05100000000002
1	seg9	1.0	0.1296779661016949	0.0669721522390036	-0.067	0.343	7.651000000000001	0.5202881355932202	0.1524513871778679	0.042	0.729	30.697
1	seg10	1.0	0.0426153846153846	0.1284274943373698	-0.269	0.203	1.108	0.3042307692307692	0.2371027540462813	-0.125	0.647	7.91
1	seg13	1.0	0.0164549549549549	0.0693261338588037	-0.176	0.15	3.652999999999999	0.3415630630630631	0.1519752619911685	-0.104	0.661	75.827
1	seg14	1.0	0.0269632352941176	0.0705465436773977	-0.122	0.22	3.6670000000000007	0.4111176470588236	0.1424270225322598	-0.141	0.631	55.912
1	seg15	1.0	-0.004345	0.0769437195292767	-0.143	0.22	-0.8690000000000002	0.4509250000000001	0.1109966187548071	-0.141	0.631	90.185
1	seg17	1.0	-0.0135319999999999	0.081473879102446	-0.343	0.221	-3.383	0.4757039999999998	0.1407958535753095	0.147	0.839	118.926
2	seg2	0.0	-0.069564	0.0533345470028573	-0.174	0.053	-17.391000000000002	0.3200080000000001	0.0677568589590751	0.234	0.525	80.00200000000001
2	seg3	1.0	-0.0796039999999999	0.0450918083913253	-0.197	0.04	-19.901	0.4307559999999998	0.0837052953163657	0.24	0.593	107.689
2	seg5	1.0	0.1057721518987341	0.0454952909976875	0.001	0.343	8.356	0.4656075949367089	0.1083477077058012	0.042	0.68	36.783
2	seg6	1.0	0.0200338983050847	0.1057824704490056	-0.269	0.203	1.1820000000000002	0.3285084745762711	0.2122106702601199	-0.125	0.647	19.382
2	seg7	1.0	0.0479510489510489	0.1042683686872001	-0.191	0.238	6.856999999999999	0.4152657342657345	0.1178098474429484	0.112	0.64	59.383
2	seg8	1.0	0.0479510489510489	0.1042683686872001	-0.191	0.238	6.856999999999999	0.4152657342657345	0.1178098474429484	0.112	0.64	59.383
2	seg9	1.0	-0.001604	0.0453875664031461	-0.097	0.151	-0.4010000000000002	0.472164	0.1557377831613125	0.189	0.702	118.041
2	seg10	1.0	0.001540650406504	0.0665607215131976	-0.147	0.164	0.3790000000000013	0.3303861788617885	0.1185380168342308	0.131	0.719	81.275
2	seg13	1.0	-0.0203198380566801	0.0715400211538577	-0.143	0.165	-5.018999999999999	0.4810323886639676	0.0450836263396137	0.287	0.572	118.815
2	seg14	1.0	-0.0280930232558139	0.1018505092299238	-0.223	0.285	-1.208	0.3121627906976744	0.152830492853031	-0.037	0.635	13.422999999999998
2	seg15	1.0	-0.0511290322580645	0.0972631090544325	-0.223	0.285	-1.585	0.2929677419354838	0.1049978444850847	0.111	0.594	9.082
2	seg17	1.0	-0.0468217391304347	0.0886593797314572	-0.281	0.22	-10.769	0.4943739130434783	0.1027924426988309	0.159	0.706	113.706
3	seg2	0.0	-0.06468	0.0448366992540708	-0.152	0.034	-16.17	0.4145199999999999	0.0816042253807975	0.232	0.581	103.63
3	seg3	1.0	-0.066132	0.0497901453703441	-0.174	0.053	-16.533	0.3327640000000001	0.0728444116181879	0.234	0.525	83.191
3	seg5	1.0	0.0453247863247863	0.0903599950303087	-0.342	0.228	10.606	0.3788119658119657	0.1021380356104316	-0.137	0.742	88.642
3	seg6	1.0	0.0979212598425197	0.0406679672932779	0.001	0.212	12.436	0.4412913385826771	0.0992725596833395	0.195	0.68	56.044
3	seg7	0.0	0.0086739130434782	0.1153738826499809	-0.269	0.203	0.3989999999999999	0.2775217391304348	0.2136302920967044	-0.125	0.647	12.766000000000002
3	seg8	1.0	0.0086739130434782	0.1153738826499809	-0.269	0.203	0.3989999999999999	0.2775217391304348	0.2136302920967044	-0.125	0.647	12.766000000000002
3	seg9	1.0	0.0421761006289308	0.1009961413168619	-0.191	0.238	6.706	0.4316981132075472	0.1224176146899502	0.112	0.64	68.64000000000001
3	seg10	1.0	0.0057599999999999	0.0389646814435842	-0.097	0.089	1.44	0.5106120000000001	0.1605954839215598	0.189	0.702	127.653
3	seg13	1.0	0.022087912087912	0.0581514975479496	-0.101	0.213	2.01	0.413043956043956	0.1225183468734926	0.04	0.704	37.587
3	seg14	1.0	0.033072	0.0628910392345364	-0.13	0.221	8.268	0.3857480000000002	0.1447533505518957	0.023	0.656	96.437
3	seg15	1.0	0.010568	0.067017828792046	-0.185	0.221	2.642000000000001	0.4102000000000003	0.1213809210708173	0.147	0.692	102.55
3	seg17	0.0	-0.0868030303030302	0.0858529785750687	-0.355	0.12	-17.187	0.4406414141414141	0.1762377804404205	0.007	0.765	87.24699999999999
4	seg2	0.0	0.0242926829268292	0.0542502080033953	-0.118	0.211	5.976000000000001	0.5452723577235776	0.0790949504527568	0.31	0.776	134.13699999999997
4	seg3	1.0	0.094438202247191	0.0400385923537149	0.001	0.212	16.81	0.4552078651685394	0.1010501407687048	0.195	0.78	81.02700000000002
4	seg5	0.0	-0.0226839999999999	0.0573254580792862	-0.152	0.181	-5.670999999999999	0.3598639999999999	0.124646851159586	0.131	0.594	89.96600000000001
4	seg6	0.0	0.0127148936170212	0.0705028714632471	-0.142	0.193	2.9879999999999987	0.3711021276595742	0.1220336115006787	-0.146	0.768	87.209
4	seg7	0.0	0.0705185185185185	0.0844039539052659	-0.175	0.221	9.52	0.3761777777777778	0.1499109299336784	-0.127	0.696	50.784000000000006
4	seg8	1.0	0.0705185185185185	0.0844039539052659	-0.175	0.221	9.52	0.3761777777777778	0.1499109299336784	-0.127	0.696	50.784000000000006
4	seg9	0.0	0.0843080808080808	0.0511775581671602	-0.145	0.202	16.693	0.3668888888888889	0.2067169728063957	-0.283	0.712	72.644
4	seg10	0.0	-0.0067666666666666	0.0750083032440779	-0.281	0.133	-0.2030000000000001	0.4781666666666667	0.1614230638897538	-0.176	0.75	14.345
4	seg13	1.0	-0.008248	0.0796634075093452	-0.343	0.221	-2.0620000000000003	0.4620719999999998	0.1195135256613241	0.147	0.839	115.518
4	seg14	0.0	-0.0577004048582995	0.0713381021449957	-0.308	0.098	-14.252	0.4679878542510123	0.1205946965008855	0.045	0.73	115.593
4	seg15	0.0	-0.080144	0.0676419637798903	-0.281	0.068	-20.036	0.45296	0.1104035796521109	0.045	0.73	113.24
4	seg17	0.0	-0.034304	0.0775655309012966	-0.218	0.179	-8.576	0.3537800000000001	0.1246370233919279	-0.046	0.625	88.445
5	seg2	1.0	0.0067619047619047	0.1199775394702035	-0.269	0.203	0.284	0.3061428571428571	0.2013725014835478	-0.125	0.647	12.858
5	seg3	1.0	0.002375	0.0584091263559614	-0.096	0.2	0.5700000000000003	0.4550083333333338	0.0778963516297279	-0.146	0.646	109.202
5	seg5	1.0	0.0191685393258426	0.0678148894782339	-0.164	0.22	1.706	0.3185168539325841	0.1544893081904325	-0.141	0.631	28.347999999999995
5	seg6	1.0	-0.0229119496855345	0.0679081310280347	-0.138	0.252	-3.643	0.457125786163522	0.0648867171664087	-0.031	0.637	72.68300000000002
5	seg7	1.0	0.166	0.0	0.166	0.166	0.166	-0.287	0.0	-0.287	-0.287	-0.287
5	seg8	1.0	0.166	0.0	0.166	0.166	0.166	-0.287	0.0	-0.287	-0.287	-0.287
5	seg9	1.0	0.0131877551020408	0.0652211109952155	-0.13	0.221	3.2310000000000008	0.3916816326530613	0.142331076637979	0.023	0.656	95.962
