Part_id	Sc_id	abspathanglesrate	blinkdurationmax	blinkdurationmean	blinkdurationmin	blinkdurationstd	blinkdurationtotal	blinknum	blinkrate	blinktimedistancemax	blinktimedistancemean	blinktimedistancemin	blinktimedistancestd	enddistance	endpupilsize	eyemovementvelocity	fixationrate	fixationsaccadetimeratio	length	longestsaccadedistance	longestsaccadeduration	maxdistance	maxpupilsize	maxpupilvelocity	maxsaccadespeed	meanabspathangles	meandistance	meanfixationduration	meanpathdistance	meanpupilsize	meanpupilvelocity	meanrelpathangles	meansaccadedistance	meansaccadeduration	meansaccadespeed	mindistance	minpupilsize	minpupilvelocity	minsaccadespeed	numfixations	numsaccades	numsamples	numsegments	relpathanglesrate	startdistance	startpupilsize	stddevabspathangles	stddevdistance	stddevfixationduration	stddevpathdistance	stddevpupilsize	stddevpupilvelocity	stddevrelpathangles	stddevsaccadedistance	stddevsaccadeduration	stddevsaccadespeed	sumabspathangles	sumfixationduration	sumpathdistance	sumrelpathangles	sumsaccadedistance	sumsaccadeduration	answer
1	1_allsc	2.19E-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	539.5	3115.5	0.000501535	1.58E-06	0.010560061	189691377	996.4660216	99927	573.3	4054.5	0.104840759	0.012790695	1.479858475	554.9707928	310.1133333	338.5655713	3311.87481	0.00080094	1.215209305	296.3181826	61297.73611	0.004629535	534.1	0.982	0	0.000907743	300	216	11403	19	1.68E-06	567.1	3237	1.067467708	6.150007592	318.3068509	233.1362681	248.8905064	0.003349763	0.958193017	204.4590301	16340.07265	0.0026797	415.8402315	93034	95136.92553	318.3848379	64004.72744	13240311	
1	seg16	1.65E-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	552.9	2937.5	0.000473063	1.30E-06	0.00761675	9976034	802.7372748	99927	559.45	3777	0.037048157	0.009875388	1.370784588	550.4619281	331.7692308	393.2747059	3376.055556	0.000819115	1.943157184	373.0929485	62916.88889	0.005606583	544	2479	0	0.002631241	13	9	600	1	2.14E-06	553.15	3532.5	1.108164956	3.727900549	275.7251511	222.7246708	242.3215724	0.002498162	0.908317905	235.4536341	20016.19481	0.00235589	16.44941506	4313	4719.29647	21.37472902	3357.836537	566252	
1	seg9	8.68E-07	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	553.5	2591	0.00030517	9.02E-07	0.004854529	9975221	489.0156057	83273	560.3	3478.5	0.021645152	0.006035397	1.082241373	551.6020408	179.6666667	380.5170733	3165.129252	0.001383344	1.066252673	297.9090672	66618.2	0.004096283	543.5	2542.5	0	0.001644047	9	5	598	1	7.48E-07	553.1	3264	1.101817094	4.408117813	93.40904667	197.9217216	164.6781428	0.003224124	0.714143268	195.5242149	16654.25	0.002186192	8.65793098	1617	3044.136587	7.463768712	1489.545336	333091	1
1	seg8	1.70E-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	556.3	2999.5	0.000264997	1.20E-06	0.00493026	9992698	398.7312541	83273	562.4	3499.5	0.049147352	0.004788242	1.542161036	556.1792683	184.75	240.7308866	3251.365854	0.001238184	1.140591233	181.2376204	64238.85714	0.00264143	551.25	2224.5	0	0.001803709	12	7	601	1	1.14E-06	555.25	3194.5	1.018630087	2.469515584	67.15670277	136.5027628	171.5421359	0.004279001	0.835749334	120.9771707	14984.74926	0.001155487	16.96377139	2217	2648.039753	11.40591233	1268.663343	449672	1
1	seg5	9.79E-07	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	552.85	3536.5	0.000349878	8.01E-07	0.00618999	9992693	530.3355223	66618	564.7	4054.5	0.025758031	0.007960844	1.397227609	555.4254808	141.75	499.4611202	3469.634615	0.001764481	1.202019044	271.6272175	61066.33333	0.004269624	549.55	1621	0	0.0023068	8	3	601	1	7.22E-07	558.9	2744	1.101823541	3.081285471	64.90597595	539.943072	450.7951133	0.003652242	0.770778078	225.6711899	9615.768733	0.003198839	9.780593264	1134	3496.227841	7.212114263	814.8816525	183199	1
1	seg4	4.25E-07	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	560.9	3460	0.000215885	5.01E-07	0.078678222	9976038	615.8775322	66617	568.45	3939	0.021976702	0.009245051	1.060881678	558.3633816	1572.4	538.4181958	3491.815552	0.0004912	1.316762479	424.5581314	49963	0.008123662	549	2729.5	0	0.007002274	5	2	600	1	3.96E-07	559.4	3169.5	1.393088034	4.458151014	1150.960816	266.4566166	213.7629845	0.001294973	1.43527789	270.5664914	23552.31267	0.001585883	4.243526713	7862	2153.672783	3.950287438	849.1162628	99926	
1	seg7	1.70E-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	556.3	2999.5	0.000264997	1.20E-06	0.00493026	9992698	398.7312541	83273	562.4	3499.5	0.049147352	0.004788242	1.542161036	556.1792683	184.75	240.7308866	3251.365854	0.001238184	1.140591233	181.2376204	64238.85714	0.00264143	551.25	2224.5	0	0.001803709	12	7	601	1	1.14E-06	555.25	3194.5	1.018630087	2.469515584	67.15670277	136.5027628	171.5421359	0.004279001	0.835749334	120.9771707	14984.74926	0.001155487	16.96377139	2217	2648.039753	11.40591233	1268.663343	449672	0
1	seg6	4.04E-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	554.95	3194.5	0.000685001	2.61E-06	0.007155387	9976033	499.1135818	83273	563.4	3939.5	0.088381867	0.007931126	1.611793206	553.1235119	297.9230769	273.3436985	3388.022817	0.000787135	1.143628795	253.990913	56975.84211	0.004294123	547.05	1532	0	0.000907743	26	19	600	1	2.75E-06	548.85	3822.5	1.150357372	4.089906327	141.9720883	188.8236129	282.921137	0.00435003	1.176314037	143.0872779	16008.78507	0.001833642	40.29483016	7746	6833.592462	27.44709108	4825.827346	1082541	1
1	seg1	7.38E-07	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	564.4	3376.5	0.000157801	7.01E-07	0.009502079	9992701	239.4680909	66617	572.85	3786	0.029900931	0.003594699	1.229179421	561.1079832	180.8571429	262.8094788	3379.512605	0.001653492	1.06505567	207.7691742	66617	0.003118861	547.35	1068	0	0.002643023	7	2	601	1	5.33E-07	567.1	3237	1.043126542	5.001736915	57.86601931	290.2475037	443.0483745	0.003630655	1.193293232	44.82903792	0	0.000672937	7.375076529	1266	1576.856873	5.325278349	415.5383484	133234	
1	seg10	1.79E-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	547.25	3388	0.000327789	1.30E-06	0.00530554	9973609	627.3555556	83273	569.6	3826.5	0.064305014	0.008694718	1.4863047	552.7834034	244.6923077	272.4369518	3388.136555	0.00099175	0.911497118	297.1632166	66618	0.004072698	534.1	1901	0	0.000977253	13	9	596	1	1.01E-06	537.8	3035	0.943682113	6.797727637	247.6150859	198.9863603	274.4695022	0.004393593	0.678692797	223.740785	16654.375	0.002748367	17.8356564	3181	3269.243422	10.0264683	2674.46895	599562	1
