Part_id	Sc_id	abspathanglesrate	blinkdurationmax	blinkdurationmean	blinkdurationmin	blinkdurationstd	blinkdurationtotal	blinknum	blinkrate	blinktimedistancemax	blinktimedistancemean	blinktimedistancemin	blinktimedistancestd	enddistance	endpupilsize	eyemovementvelocity	fixationrate	fixationsaccadetimeratio	length	longestsaccadedistance	longestsaccadeduration	maxdistance	maxpupilsize	maxpupilvelocity	maxsaccadespeed	meanabspathangles	meandistance	meanfixationduration	meanpathdistance	meanpupilsize	meanpupilvelocity	meanrelpathangles	meansaccadedistance	meansaccadeduration	meansaccadespeed	mindistance	minpupilsize	minpupilvelocity	minsaccadespeed	numfixations	numsaccades	numsamples	numsegments	relpathanglesrate	startdistance	startpupilsize	stddevabspathangles	stddevdistance	stddevfixationduration	stddevpathdistance	stddevpupilsize	stddevpupilvelocity	stddevrelpathangles	stddevsaccadedistance	stddevsaccadeduration	stddevsaccadespeed	sumabspathangles	sumfixationduration	sumpathdistance	sumrelpathangles	sumsaccadedistance	sumsaccadeduration	answer
1	1_allsc	2.33E-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	539.5	3115.5	0.000514347	1.62E-06	0.008142423	379628499	1082.755595	99927	575	4054.5	0.111024379	0.01839891	1.485177982	555.4832876	305.1219512	327.6185322	3311.552736	0.000847581	1.275209245	288.5641407	60386.94226	0.004556366	534.1	0.982	0	0.000667941	615	433	22796	19	1.94E-06	575	3442	1.083685008	6.035881652	277.3006513	232.1124005	244.9012782	0.003694846	1.007678146	205.4309574	16448.70837	0.002819843	885.1660772	187650	195260.6452	735.7957342	124948.2729	26147546	
1	seg16	2.39E-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	552.9	2937.5	0.000531691	1.65E-06	0.007480372	19985397	802.7372748	99927	561.1	3777	0.037048157	0.010044543	1.489555764	551.8941916	369.969697	332.0644625	3391.968263	0.000588524	1.441937318	294.150957	60449.55556	0.00454813	544	2479	0	0.001028252	33	27	1201	1	2.24E-06	558.2	3091	1.031151131	3.917327511	251.7494395	214.7203858	178.7942527	0.001696131	0.88304639	201.294471	17374.50278	0.002362652	47.66578443	12209	10626.0628	44.70005686	7942.075839	1632138	
1	seg9	1.35E-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	553.5	2591	0.000304328	1.05E-06	0.004898034	19984573	489.0156057	83273	562.4	3499.5	0.049147352	0.006035397	1.345850946	554.4671756	182.5714286	304.0934904	3219.109415	0.001292046	1.123912944	229.8507232	65230.25	0.003247619	543.5	2224.5	0	0.001644047	21	12	1199	1	1.07E-06	555.25	3194.5	1.022290175	3.995835385	77.31272303	171.4882199	173.8900316	0.003916985	0.823307487	159.6684226	14994.61867	0.00173996	26.91701891	3834	6081.869809	21.35434593	2758.208679	782763	1
1	seg8	2.96E-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	556.3	2999.5	0.000477913	1.90E-06	0.00650236	19985384	499.1135818	83273	563.4	3939.5	0.088381867	0.007931126	1.599907344	554.1258	262.1842105	258.1425448	3343.199333	0.000933405	1.141552129	234.403488	58931.26923	0.003849167	547.05	1532	0	0.000907743	38	26	1201	1	2.06E-06	548.85	3822.5	1.0838499	3.910140231	133.4241064	173.7398106	259.8116884	0.004329376	1.049329763	139.0568577	15786.2744	0.001816627	59.19657171	9963	9551.274156	41.09587664	6094.490689	1532213	1
1	seg5	1.00E-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	552.85	3536.5	0.00031415	7.51E-07	0.008687436	19985389	530.3355223	66618	565.2	4054.5	0.027289102	0.007960844	1.431927104	556.2123932	183.2666667	448.4584865	3307.123932	0.001634943	1.063000634	208.2780157	52739	0.003743425	548.4	1591	0	0.0023068	15	6	1201	1	6.91E-07	556	3165	1.026048659	3.447424902	123.546097	430.7726335	491.1295246	0.003940386	0.871858409	161.4028993	12537.38426	0.002123961	20.04697945	2749	6278.418811	13.81900824	1249.668094	316434	1
1	seg4	1.54E-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	560.9	3460	0.000472202	1.20E-06	0.019553086	19968724	615.8775322	83273	568.45	3939	0.028071334	0.009245051	1.33372506	558.1711903	692	409.9683353	3386.545086	0.000623121	1.514391	296.7665608	60670	0.004858946	544.15	2308	0	0.001762666	24	14	1200	1	1.67E-06	564.45	3419.5	1.246027506	4.202157134	734.0634376	237.5679973	205.4428864	0.001900298	1.184086634	154.5029393	12406.57246	0.00211155	30.67567639	16608	9429.271712	33.31660199	4154.731851	849380	
1	seg7	2.96E-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	556.3	2999.5	0.000477913	1.90E-06	0.00650236	19985384	499.1135818	83273	563.4	3939.5	0.088381867	0.007931126	1.599907344	554.1258	262.1842105	258.1425448	3343.199333	0.000933405	1.141552129	234.403488	58931.26923	0.003849167	547.05	1532	0	0.000907743	38	26	1201	1	2.06E-06	548.85	3822.5	1.0838499	3.910140231	133.4241064	173.7398106	259.8116884	0.004329376	1.049329763	139.0568577	15786.2744	0.001816627	59.19657171	9963	9551.274156	41.09587664	6094.490689	1532213	0
1	seg6	2.91E-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	554.95	3194.5	0.000590868	2.00E-06	0.006877525	19968722	612.8676925	83273	563.4	3939.5	0.094926449	0.01839891	1.489501735	552.8405207	274.9	302.5352235	3406.706943	0.001068395	1.221930622	276.4518179	57101.10714	0.004876577	546.4	1532	0	0.000907743	40	28	1200	1	2.33E-06	555.9	3129	1.166111788	3.668544513	126.4610612	208.5122806	267.8959185	0.00529169	1.171246931	163.6751948	14637.65172	0.003304802	58.09056766	10996	11798.87372	46.43336363	7740.650902	1598831	1
1	seg1	1.14E-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	564.4	3376.5	0.000202101	8.51E-07	0.020136518	19985406	367.271949	66619	575	3786	0.065029422	0.005513104	1.42249292	564.2569549	434	252.4418987	3417.794173	0.001055601	0.877570639	202.9149408	61066.5	0.003108988	547.35	1068	0	0.000756374	17	6	1201	1	6.59E-07	575	3442	0.814398267	3.476523164	476.2949454	274.2135913	264.4811579	0.00404316	0.79019982	122.1632108	13597.85243	0.001727158	22.75988671	7378	4039.070379	13.16355958	1217.489645	366399	
1	seg10	1.66E-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	547.25	3388	0.00034554	1.15E-06	0.004984653	19982948	627.3555556	83273	569.6	3826.5	0.064305014	0.008694718	1.508427098	552.0607323	212.9565217	313.8594284	3320.463384	0.001167016	1.097857845	281.5276113	65507.73333	0.003887638	534.1	1901	0	0.000977253	23	15	1197	1	1.15E-06	548.3	3238	1.031979318	6.123884944	196.0246919	194.0803347	268.5065905	0.003953903	0.790016132	208.1386043	16007.36543	0.002498703	33.18539615	4898	6904.907424	23.05501474	4222.914169	982616	1
1	seg3	1.53E-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	553.5	3697.5	0.000319527	1.10E-06	0.00910931	19985395	1082.755595	83273	571.1	3947.5	0.043410387	0.013002481	1.451367645	557.4439597	262.0454545	304.0890862	3409.759508	0.001159353	1.47876456	226.3652263	52739.08333	0.003355507	547.35	1433	0	0.000667941	22	12	1201	1	1.48E-06	570.9	3790	1.220289693	4.935783519	284.7795266	344.4021908	287.7705255	0.003456795	1.067267245	324.7759173	17151.87613	0.003649607	30.47872055	5765	6385.87081	29.57529121	2716.382716	632869	1
1	seg2	1.93E-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	556.9	1747	0.000421087	1.40E-06	0.006036173	19984283	650.5435313	83273	573.3	3900.5	0.104840759	0.011704636	1.426966283	559.2049273	305.1785714	311.6712521	3419.24873	0.00094442	1.364358339	329.7894669	67411.04762	0.005123503	542.75	0.982	0	0.001305713	28	21	1199	1	1.78E-06	549.7	3850	1.192076427	5.437913392	359.3506545	145.1489721	263.864456	0.00475098	1.070193946	159.6925371	13402.76719	0.002881823	38.52808964	8545	8415.123807	35.47331683	6925.578804	1415632	1
1	seg15	2.78E-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	561.3	2449.5	0.000702334	1.80E-06	0.006556914	19985384	996.4660216	99927	568.1	3735	0.071059742	0.010827823	1.58752597	559.6789539	300.3055556	401.0403799	3204.924658	0.00099464	1.302760164	340.2740857	63415.15385	0.004923771	550.45	1759	0	0.000966425	36	26	1201	1	2.22E-06	558.1	2574	1.129484144	2.828095224	239.7717748	255.8371195	252.1353523	0.004718318	1.133074188	241.6071865	16331.25267	0.002687155	55.56340896	10811	14036.4133	44.29384556	8847.126228	1648794	1
1	seg13	3.29E-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	552.05	3095.5	0.000850866	2.65E-06	0.005232981	19968686	992.4010003	99927	572	3633.5	0.014259982	0.01181758	1.262510323	553.3114017	248.3018868	326.743588	3166.92364	0.000534506	1.364640238	278.2123832	59876.64286	0.004304828	547.45	2838	0	0.000679451	53	42	1200	1	3.49E-06	551.2	3149	1.041200074	3.709817275	117.811222	266.9720423	146.6161689	0.00096523	0.91932504	222.3509568	18777.51127	0.00285038	65.65053678	13160	16990.66658	69.59665215	11684.9201	2514819	1
1	seg14	2.65E-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	558.95	3539	0.000671655	1.75E-06	0.006841394	19985398	996.4660216	99927	568.1	3730	0.071059742	0.010827823	1.560434581	559.9812162	325.5428571	394.8024712	3154.079054	0.000977781	1.334600234	345.7050189	64055.76923	0.00497676	551.3	1759	0	0.000966425	35	26	1201	1	2.20E-06	559.2	3087	1.155762125	2.685506861	250.5524887	255.1734583	209.0177205	0.004801726	1.172559964	240.7526693	15403.37806	0.002709454	53.05477576	11394	13423.28402	44.04180772	8988.330491	1665450	1
1	seg11	2.69E-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	550.1	3670.5	0.000511324	1.80E-06	0.007041502	19982971	669.1473891	83273	569.6	3826.5	0.064305014	0.01586128	1.534633794	553.0060179	322.5	291.9363139	3385.596031	0.000709076	1.180150601	261.3683309	58885.57143	0.004362969	534.1	1901	0	0.000977253	36	28	1197	1	2.01E-06	537.8	3035	0.946365894	4.801589843	242.476803	205.8780765	183.8869664	0.00285909	0.788306021	196.4683675	16643.54568	0.003428419	53.71218278	11610	10217.77099	40.12512043	7318.313266	1648796	
