Index,Time stamp,start position seconds,start in microsecond,Minutes of consultation,consultation in microseconds,ParticipantID,starttobii,endtobii,ActionStart,ActionEnd,starttobii_HMS,endtobii_HMS
18,9/2/2023 14:19,0.702219,702219,1.394242233,83654533.98,P05,326730740.0,410762127.0,play,pause,01:05:26.730740,01:06:50.762127
19,9/2/2023 14:20,84.434,84434000,1.25865505,75519303.0,P05,429305743.0,505137409.0,play,pause,01:07:09.305743,01:08:25.137409
20,9/2/2023 14:22,160.007698,160007698,0.623642617,37418557.02,P05,522489537.0,560297162.0,play,fb,01:08:42.489537,01:09:20.297162
21,9/2/2023 14:23,187.342208,187342208,0.018660867,1119652.02,P05,560297162.0,561905387.0,fb,pause,01:09:20.297162,01:09:21.905387
22,9/2/2023 14:23,188.542208,188542208,0.831654083,49899244.98,P05,568921202.0,618920931.0,play,ff,01:09:28.921202,01:10:18.920931
23,9/2/2023 14:24,228.871748,228871748,0.091303783,5478226.98,P05,618920931.0,626368984.0,ff,pause,01:10:18.920931,01:10:26.368984
24,9/2/2023 14:24,234.434427,234434427,0.2309701,13858206.0,P05,645769108.0,659944667.0,play,fb,01:10:45.769108,01:10:59.944667
25,9/2/2023 14:24,238.251499,238251499,0.079942467,4796548.02,P05,659944667.0,665192727.0,fb,pause,01:10:59.944667,01:11:05.192727
26,9/2/2023 14:25,243.137636,243137636,0.091699433,5501965.98,P05,679840671.0,685424554.0,play,pause,01:11:19.840671,01:11:25.424554
27,9/2/2023 14:25,248.755727,248755727,0.30092275,18055365.0,P05,696088593.0,714232557.0,play,pause,01:11:36.088593,01:11:54.232557
28,9/2/2023 14:25,266.860461,266860461,0.2647756,15886536.0,P05,730544399.0,747256306.0,play,pause,01:12:10.544399,01:12:27.256306
29,9/2/2023 14:26,282.820659,282820659,0.354891533,21293491.98,P05,773672343.0,795360110.0,play,fb,01:12:53.672343,01:13:15.360110
30,9/2/2023 14:26,294.020615,294020615,0.03722805,2233683.0,P05,795360110.0,797712081.0,fb,pause,01:13:15.360110,01:13:17.712081
31,9/2/2023 14:27,296.340615,296340615,0.055607733,3336463.98,P05,803176195.0,806656059.0,play,pause,01:13:23.176195,01:13:26.656059
32,9/2/2023 14:27,299.752358,299752358,0.471151483,28269088.98,P05,824815963.0,853791834.0,play,pause,01:13:44.815963,01:14:13.791834
33,9/2/2023 14:28,328.739102,328739102,0.652213333,39132799.98,P05,874519780.0,914207684.0,play,pause,01:14:34.519780,01:15:14.207684
34,9/2/2023 14:28,357.896099,357896099,0.079602867,4776172.02,P05,916447665.0,921343616.0,play,pause,01:15:16.447665,01:15:21.343616
35,9/2/2023 14:29,362.796099,362796099,0.031213383,1872802.98,P05,930039577.0,932071540.0,play,pause,01:15:30.039577,01:15:32.071540
36,9/2/2023 14:29,364.81768,364817680,0.13084555,7850733.0,P05,939471422.0,947455457.0,play,pause,01:15:39.471422,01:15:47.455457
37,9/2/2023 14:29,372.740732,372740732,0.457003617,27420217.02,P05,970047340.0,997871236.0,play,pause,01:16:10.047340,01:16:37.871236
38,9/2/2023 14:30,391.071076,391071076,0.2453465,14720790.0,P05,1006303319.0,1021167120.0,play,fb,01:16:46.303319,01:17:01.167120
39,9/2/2023 14:30,395.611575,395611575,0.04032385,2419431.0,P05,1021167120.0,1024383090.0,fb,pause,01:17:01.167120,01:17:04.383090
40,9/2/2023 14:31,398.031018,398031018,0.189014217,11340853.02,P05,1064374911.0,1076366826.0,play,pause,01:17:44.374911,01:17:56.366826
41,9/2/2023 14:31,409.452413,409452413,0.211017983,12661078.98,P05,1094678827.0,1107782752.0,play,pause,01:18:14.678827,01:18:27.782752
42,9/2/2023 14:32,422.172413,422172413,0.01767295,1060377.0,P05,1107854658.0,1109070694.0,play,pause,01:18:27.854658,01:18:29.070694
43,9/2/2023 14:32,414.145398,414145398,0.23502125,14101275.0,P05,1129486672.0,1144798501.0,play,pause,01:18:49.486672,01:19:04.798501
44,9/2/2023 14:32,418.26181,418261810,0.0746875,4481250.0,P05,1150238588.0,1154846488.0,play,pause,01:19:10.238588,01:19:14.846488
45,9/2/2023 14:33,422.86181,422861810,0.024390217,1463413.02,P05,1160150502.0,1161694525.0,play,pause,01:19:20.150502,01:19:21.694525
46,9/2/2023 14:33,424.406163,424406163,0.10353035,6211821.0,P05,1172734566.0,1179046463.0,play,pause,01:19:32.734566,01:19:39.046463
47,9/2/2023 14:33,431.646332,431646332,0.050625583,3037534.98,P05,1194006552.0,1197150310.0,play,pause,01:19:54.006552,01:19:57.150310
48,9/2/2023 14:33,434.749683,434749683,0.0488392,2930352.0,P05,1212926246.0,1216606209.0,play,pause,01:20:12.926246,01:20:16.606209
49,9/2/2023 14:34,437.769683,437769683,0.041862667,2511760.02,P05,1225702180.0,1227000000.0,play,,01:20:25.702180,01:20:27
