Index,Time stamp,start position seconds,start in microsecond,Minutes of consultation,consultation in microseconds,ParticipantID,starttobii,endtobii,ActionStart,ActionEnd,starttobii_HMS,endtobii_HMS
138,15/02/2023 16:10:03,0.0,0,0.318301667,19098100.02,P18,273806845.0,293486739.0,play,fb,01:04:33.806845,01:04:53.486739
139,15/02/2023 16:10:03,8.959271,8959271,0.187648717,11258923.02,P18,293486739.0,305502683.0,fb,fb,01:04:53.486739,01:05:05.502683
140,15/02/2023 16:10:33,10.046368,10046368,1.541269267,92476156.02,P18,305502683.0,398438477.0,fb,fb,01:05:05.502683,01:06:38.438477
141,15/02/2023 16:12:03,92.400881,92400881,0.174902783,10494166.98,P18,398438477.0,409790415.0,fb,pause,01:06:38.438477,01:06:49.790415
142,15/02/2023 16:12:03,92.979796,92979796,0.059268483,3556108.98,P18,411798461.0,415414421.0,play,pause,01:06:51.798461,01:06:55.414421
143,15/02/2023 16:12:03,96.599796,96599796,0.034598717,2075923.02,P18,415870420.0,418030363.0,play,pause,01:06:55.870420,01:06:58.030363
144,15/02/2023 16:12:33,98.69573,98695730,0.50987475,30592485.0,P18,438310457.0,469654255.0,play,pause,01:07:18.310457,01:07:49.654255
145,15/02/2023 16:13:33,129.333703,129333703,0.184392033,11063521.98,P18,488830276.0,500198283.0,play,fb,01:08:08.830276,01:08:20.198283
146,15/02/2023 16:13:33,130.265794,130265794,0.038727067,2323624.02,P18,500198283.0,502998344.0,fb,fb,01:08:20.198283,01:08:22.998344
147,15/02/2023 16:13:33,122.579735,122579735,0.16333495,9800097.0,P18,502998344.0,513470190.0,fb,pause,01:08:22.998344,01:08:33.470190
148,15/02/2023 16:15:03,132.445708,132445708,0.573559783,34413586.98,P18,588422044.0,623126024.0,play,pause,01:09:48.422044,01:10:23.126024
149,15/02/2023 16:16:03,157.851656,157851656,0.466921817,28015309.02,P18,649269902.0,677813853.0,play,pause,01:10:49.269902,01:11:17.813853
150,15/02/2023 16:17:03,175.866965,175866965,0.569804817,34188289.02,P18,709749856.0,744069679.0,play,fb,01:11:49.749856,01:12:24.069679
151,15/02/2023 16:17:33,200.055342,200055342,0.169151217,10149073.02,P18,744069679.0,754957687.0,fb,fb,01:12:24.069679,01:12:34.957687
152,15/02/2023 16:18:03,200.06835,200068350,0.43148235,25888941.0,P18,754957687.0,781525672.0,fb,pause,01:12:34.957687,01:13:01.525672
153,15/02/2023 16:19:03,225.76,225760000,0.31970145,19182087.0,P18,817405571.0,836773611.0,play,fb,01:13:37.405571,01:13:56.773611
154,15/02/2023 16:19:03,234.757342,234757342,0.331710833,19902649.98,P18,836773611.0,856981396.0,fb,pause,01:13:56.773611,01:14:16.981396
155,15/02/2023 16:20:03,244.732124,244732124,0.321792583,19307554.98,P18,875333403.0,894773367.0,play,pause,01:14:35.333403,01:14:54.773367
156,15/02/2023 16:20:33,254.10239,254102390,0.02705515,1623309.0,P18,929725289.0,931453277.0,play,pause,01:15:29.725289,01:15:31.453277
157,15/02/2023 16:21:03,255.848451,255848451,0.25556175,15333705.0,P18,944437330.0,959877246.0,play,pause,01:15:44.437330,01:15:59.877246
158,15/02/2023 16:21:33,271.249197,271249197,0.179410717,10764643.02,P18,983325169.0,994517206.0,play,pause,01:16:23.325169,01:16:34.517206
159,15/02/2023 16:22:33,282.02165,282021650,0.28867585,17320551.0,P18,1029437098.0,1046925292.0,play,fb,01:17:09.437098,01:17:26.925292
160,15/02/2023 16:22:33,289.128899,289128899,0.025339333,1520359.98,P18,1046925292.0,1048965017.0,fb,fb,01:17:26.925292,01:17:28.965017
161,15/02/2023 16:22:33,280.654538,280654538,0.3789985,22739910.0,P18,1048965017.0,1072140959.0,fb,fb,01:17:28.965017,01:17:52.140959
162,15/02/2023 16:23:03,293.419652,293419652,0.040996717,2459803.02,P18,1072140959.0,1075324926.0,fb,fb,01:17:52.140959,01:17:55.324926
163,15/02/2023 16:23:03,285.735836,285735836,0.175985967,10559158.02,P18,1075324926.0,1086132957.0,fb,pause,01:17:55.324926,01:18:06.132957
164,15/02/2023 16:23:33,296.397655,296397655,0.136252733,8175163.98,P18,1094868928.0,1103196913.0,play,fb,01:18:14.868928,01:18:23.196913
165,15/02/2023 16:23:33,294.56958,294569580,0.084978833,5098729.98,P18,1103196913.0,1108516954.0,fb,pause,01:18:23.196913,01:18:28.516954
166,15/02/2023 16:24:03,299.678633,299678633,0.490126167,29407570.02,P18,1125524903.0,1155692853.0,play,pause,01:18:45.524903,01:19:15.692853
167,15/02/2023 16:24:33,329.244227,329244227,0.442649117,26558947.02,P18,1169604886.0,1196260683.0,play,pause,01:19:29.604886,01:19:56.260683
168,15/02/2023 16:25:33,355.859613,355859613,0.19623065,11773839.0,P18,1219980735.0,1232348582.0,play,fb,01:20:19.980735,01:20:32.348582
169,15/02/2023 16:25:33,357.520772,357520772,0.43698425,26219055.0,P18,1232348582.0,1258836617.0,fb,fb,01:20:32.348582,01:20:58.836617
170,15/02/2023 16:26:03,373.49717,373497170,0.545987633,32759257.98,P18,1258836617.0,1292028485.0,fb,fb,01:20:58.836617,01:21:32.028485
171,15/02/2023 16:27:03,367.479767,367479767,0.246838567,14810314.02,P18,1292028485.0,1292332444.0,fb,pause,01:21:32.028485,01:21:32.332444
172,15/02/2023 16:27:33,382.382332,382382332,0.109618583,6577114.98,P18,1293388463.0,1294812454.0,play,pause,01:21:33.388463,01:21:34.812454
173,15/02/2023 16:28:03,388.967523,388967523,0.236519333,14191159.98,P18,1310196548.0,1340668369.0,play,pause,01:21:50.196548,01:22:20.668369
174,15/02/2023 16:28:33,403.158691,403158691,0.133059233,7983553.98,P18,1347716432.0,1372052389.0,play,pause,01:22:27.716432,01:22:52.052389
175,15/02/2023 16:29:03,411.218691,411218691,0.228729917,13723795.02,P18,1386812312.0,1405132314.0,play,pause,01:23:06.812312,01:23:25.132314
176,15/02/2023 16:29:33,425.00631,425006310,0.171486433,10289185.98,P18,1413524251.0,1423324173.0,play,pause,01:23:33.524251,01:23:43.324173
177,15/02/2023 16:30:03,435.326986,435326986,0.044034133,2642047.98,P18,1437172227.0,1459060141.0,play,pause,01:23:57.172227,01:24:19.060141
178,15/02/2023 16:30:33,438.016608,438016608,0.037944,2276640.0,P18,1469940093.0,1524000000.0,play,,01:24:29.940093,01:25:24
