Index,Time stamp,start position seconds,start in microsecond,Minutes of consultation,consultation in microseconds,ParticipantID,starttobii,endtobii,ActionStart,ActionEnd,starttobii_HMS,endtobii_HMS
211,24/02/2023 15:11:48,0.0,0,1.682169517,100930171.0,P23,174516416.0,275907952.0,play,pause,01:02:54.516416,01:04:35.907952
212,24/02/2023 15:14:18,87.08,87080000,0.1596028,9576168.0,P23,325635706.0,335403629.0,play,pause,01:05:25.635706,01:05:35.403629
213,24/02/2023 15:14:48,96.718568,96718568,0.072497617,4349857.02,P23,367171646.0,371883503.0,play,pause,01:06:07.171646,01:06:11.883503
214,24/02/2023 15:15:18,101.184389,101184389,0.780697983,46841878.98,P23,385659493.0,432571281.0,play,pause,01:06:25.659493,01:07:12.571281
215,24/02/2023 15:16:18,148.058013,148058013,0.206817567,12409054.02,P23,470243059.0,483106953.0,play,pause,01:07:50.243059,01:08:03.106953
216,24/02/2023 15:17:18,160.534634,160534634,0.164729717,9883783.02,P23,514674810.0,525074793.0,play,pause,01:08:34.674810,01:08:45.074793
217,24/02/2023 15:17:48,170.45329,170453290,0.270799633,16247977.98,P23,542922706.0,559890826.0,play,pause,01:09:02.922706,01:09:19.890826
218,24/02/2023 15:18:18,186.752129,186752129,0.131859367,7911562.02,P23,586810552.0,595122412.0,play,pause,01:09:46.810552,01:09:55.122412
219,24/02/2023 15:18:48,194.812129,194812129,0.5618724,33712344.0,P23,604458427.0,638370374.0,play,fb,01:10:04.458427,01:10:38.370374
220,24/02/2023 15:19:18,204.05,204050000,0.184870683,11092240.98,P23,638370374.0,649594046.0,fb,pause,01:10:38.370374,01:10:49.594046
221,24/02/2023 15:19:48,205.195907,205195907,0.515680517,30940831.02,P23,679930147.0,710945869.0,play,pause,01:11:19.930147,01:11:50.945869
222,24/02/2023 15:20:18,236.195907,236195907,0.025016567,1500994.02,P23,711681810.0,713257854.0,play,pause,01:11:51.681810,01:11:53.257854
223,24/02/2023 15:20:48,196.81,196810000,1.48569595,89141757.0,P23,723137848.0,812425395.0,play,pause,01:12:03.137848,01:13:32.425395
224,24/02/2023 15:22:48,286.036637,286036637,0.2969648,17817888.0,P23,833353286.0,851633179.0,play,fb,01:13:53.353286,01:14:11.633179
225,24/02/2023 15:22:48,294.708076,294708076,0.209966467,12597988.02,P23,851633179.0,866873241.0,fb,pause,01:14:11.633179,01:14:26.873241
226,24/02/2023 15:23:18,298.121093,298121093,0.0562904,3377424.0,P23,868289097.0,873089142.0,play,pause,01:14:28.289097,01:14:33.089142
227,24/02/2023 15:23:18,301.548335,301548335,0.555035717,33302143.02,P23,889177024.0,923024862.0,play,pause,01:14:49.177024,01:15:23.024862
228,24/02/2023 15:24:18,334.934076,334934076,0.9467794,56806764.0,P23,952080664.0,1009480464.0,play,pause,01:15:52.080664,01:16:49.480464
229,24/02/2023 15:25:48,391.854076,391854076,0.1944483,11666898.0,P23,1015504482.0,1027288401.0,play,fb,01:16:55.504482,01:17:07.288401
230,24/02/2023 15:25:48,363.654405,363654405,0.741786983,44507218.98,P23,1027288401.0,1073768190.0,fb,pause,01:17:07.288401,01:17:53.768190
231,24/02/2023 15:26:48,408.260002,408260002,0.158441083,9506464.98,P23,1088096122.0,1097672094.0,play,pause,01:18:08.096122,01:18:17.672094
232,24/02/2023 15:27:18,417.798115,417798115,0.316442517,18986551.02,P23,1126335909.0,1145655822.0,play,pause,01:18:46.335909,01:19:05.655822
233,24/02/2023 15:27:48,436.800348,436800348,0.058034933,3482095.98,P23,1162487702.0,1165000000.0,play,,01:19:22.487702,01:19:25
