Index,Time stamp,start position seconds,start in microsecond,Minutes of consultation,consultation in microseconds,ParticipantID,starttobii,endtobii,ActionStart,ActionEnd,starttobii_HMS,endtobii_HMS
51,9/2/2023 16:09,0.0,0,1.44684645,86810787.0,P07,238998384.0,326229228.0,play,pause,01:03:58.998384,01:05:26.229228
52,9/2/2023 16:11,86.962783,86962783,1.148835583,68930134.98,P07,340893098.0,409956926.0,play,pause,01:05:40.893098,01:06:49.956926
53,9/2/2023 16:12,156.042925,156042925,0.0427533,2565198.0,P07,410732721.0,413388715.0,play,pause,01:06:50.732721,01:06:53.388715
54,9/2/2023 16:12,158.7,158700000,0.433550017,26013001.02,P07,421588845.0,447732556.0,play,pause,01:07:01.588845,01:07:27.732556
55,9/2/2023 16:13,184.84,184840000,0.599819567,35989174.02,P07,453500637.0,489757370.0,play,fb,01:07:33.500637,01:08:09.757370
56,9/2/2023 16:13,200.78,200780000,0.772146967,46328818.02,P07,489757370.0,536828192.0,fb,fb,01:08:09.757370,01:08:56.828192
57,9/2/2023 16:14,202.89689,202896890,0.023566083,1413964.98,P07,536828192.0,538941353.0,fb,pause,01:08:56.828192,01:08:58.941353
58,9/2/2023 16:14,230.67,230670000,0.832490817,49949449.02,P07,541948111.0,592124828.0,play,fb,01:09:01.948111,01:09:52.124828
59,9/2/2023 16:15,274.09,274090000,0.1808793,10852758.0,P07,592124828.0,604699955.0,fb,pause,01:09:52.124828,01:10:04.699955
60,9/2/2023 16:15,285.054852,285054852,0.398363617,23901817.02,P07,615923771.0,639980792.0,play,fb,01:10:15.923771,01:10:39.980792
61,9/2/2023 16:16,298.84,298840000,2.16373315,129823989.0,P07,639980792.0,770436081.0,fb,fb,01:10:39.980792,01:12:50.436081
62,9/2/2023 16:18,415.81,415810000,0.4077561,24465366.0,P07,770436081.0,794000000.0,fb,,01:12:50.436081,01:13:14
