Index,Time stamp,start position seconds,start in microsecond,Minutes of consultation,consultation in microseconds,ParticipantID,starttobii,endtobii,ActionStart,ActionEnd,starttobii_HMS,endtobii_HMS
64,10/2/2023 13:41,0.0,0,0.30102395,18061437.0,P09,185045359.0,204005171.0,play,pause,01:03:05.045359,01:03:24.005171
65,10/2/2023 13:41,18.149916,18149916,0.661862367,39711742.02,P09,230829035.0,270724902.0,play,pause,01:03:50.829035,01:04:30.724902
66,10/2/2023 13:42,40.16,40160000,0.888947917,53336875.02,P09,297852645.0,351572340.0,play,fb,01:04:57.852645,01:05:51.572340
67,10/2/2023 13:43,91.05,91050000,0.02061935,1237161.0,P09,351572340.0,353972354.0,fb,pause,01:05:51.572340,01:05:53.972354
68,10/2/2023 13:44,87.886084,87886084,0.31155795,18693477.0,P09,378764229.0,398036116.0,play,pause,01:06:18.764229,01:06:38.036116
69,10/2/2023 13:45,100.62,100620000,0.033037467,1982248.02,P09,424724045.0,427011945.0,play,fb,01:07:04.724045,01:07:07.011945
70,10/2/2023 13:45,94.32,94320000,0.980983167,58858990.02,P09,427011945.0,486139810.0,fb,pause,01:07:07.011945,01:08:06.139810
71,10/2/2023 13:46,153.196357,153196357,0.131543267,7892596.02,P09,512019744.0,520179783.0,play,pause,01:08:32.019744,01:08:40.179783
72,10/2/2023 13:47,161.146746,161146746,0.481569733,28894183.98,P09,550739409.0,580267260.0,play,pause,01:09:10.739409,01:09:40.267260
73,10/2/2023 13:47,190.146746,190146746,1.467618233,88057093.98,P09,588907150.0,677226741.0,play,pause,01:09:48.907150,01:11:17.226741
74,10/2/2023 13:49,274.09,274090000,1.885510617,113130637.0,P09,697162620.0,810514035.0,play,pause,01:11:37.162620,01:13:30.514035
75,10/2/2023 13:51,372.85,372850000,0.5441806,32650836.0,P09,816898000.0,849865929.0,play,pause,01:13:36.898000,01:14:09.865929
76,10/2/2023 13:52,400.381178,400381178,0.664221933,39853315.98,P09,876521686.0,916000000.0,play,,01:14:36.521686,01:15:16
