Index,Time stamp,start position seconds,start in microsecond,Minutes of consultation,consultation in microseconds,ParticipantID,starttobii,endtobii,ActionStart,ActionEnd,starttobii_HMS,endtobii_HMS
180,16/02/2023 13:05:00,0.0,0,0.703131467,42187888.02,P20,121533271.0,164273208.0,play,fb,01:02:01.533271,01:02:44.273208
181,16/02/2023 13:05:30,0.0,0,0.022470883,1348252.98,P20,164273208.0,165885070.0,fb,fb,01:02:44.273208,01:02:45.885070
182,16/02/2023 13:05:30,22.18,22180000,0.477482117,28648927.02,P20,165885070.0,195089163.0,fb,pause,01:02:45.885070,01:03:15.089163
183,16/02/2023 13:06:30,45.29,45290000,0.205477483,12328648.98,P20,215452883.0,227928862.0,play,pause,01:03:35.452883,01:03:47.928862
184,16/02/2023 13:07:00,57.716282,57716282,0.46134645,27680787.0,P20,241384794.0,269168773.0,play,pause,01:04:01.384794,01:04:29.168773
185,16/02/2023 13:07:30,85.460297,85460297,1.157662917,69459775.02,P20,287088649.0,357024462.0,play,pause,01:04:47.088649,01:05:57.024462
186,16/02/2023 13:09:00,155.000297,155000297,0.057664033,3459841.98,P20,363776262.0,367312291.0,play,pause,01:06:03.776262,01:06:07.312291
187,16/02/2023 13:09:30,148.465875,148465875,0.2507706,15046236.0,P20,392492119.0,407624139.0,play,pause,01:06:32.492119,01:06:47.624139
188,16/02/2023 13:09:30,143.530411,143530411,0.637413033,38244781.98,P20,414500020.0,452823952.0,play,pause,01:06:54.500020,01:07:32.823952
189,16/02/2023 13:10:30,181.857118,181857118,0.083400983,5004058.98,P20,465159901.0,470347811.0,play,pause,01:07:45.159901,01:07:50.347811
190,16/02/2023 13:10:30,177.2,177200000,0.110166217,6609973.02,P20,487887811.0,489383773.0,play,pause,01:08:07.887811,01:08:09.383773
191,16/02/2023 13:11:00,183.9,183900000,0.022503,1350180.0,P20,496095880.0,562083646.0,play,fb,01:08:16.095880,01:09:22.083646
192,16/02/2023 13:11:00,185.4,185400000,1.097507017,65850421.02,P20,562083646.0,581119418.0,fb,pause,01:09:22.083646,01:09:41.119418
193,16/02/2023 13:12:00,241.212729,241212729,0.31152145,18691287.0,P20,598763773.0,631551239.0,play,pause,01:09:58.763773,01:10:31.551239
194,16/02/2023 13:12:30,249.917712,249917712,0.544580767,32674846.02,P20,651498995.0,682863005.0,play,pause,01:10:51.498995,01:11:22.863005
195,16/02/2023 13:13:30,272.637006,272637006,0.520748283,31244896.98,P20,690754872.0,722054830.0,play,pause,01:11:30.754872,01:12:02.054830
196,16/02/2023 13:14:30,293.939658,293939658,0.51976465,31185879.0,P20,774002625.0,791626399.0,play,fb,01:12:54.002625,01:13:11.626399
197,16/02/2023 13:15:30,319.318592,319318592,0.292317383,17539042.98,P20,791626399.0,793666429.0,fb,fb,01:13:11.626399,01:13:13.666429
198,16/02/2023 13:16:00,326.779513,326779513,0.0219964,1319784.0,P20,793666429.0,805326472.0,fb,pause,01:13:13.666429,01:13:25.326472
199,16/02/2023 13:16:00,318.035359,318035359,0.1926436,11558616.0,P20,831422408.0,883366141.0,play,pause,01:13:51.422408,01:14:43.366141
200,16/02/2023 13:16:30,329.614598,329614598,0.852840717,51170443.02,P20,899169901.0,965813746.0,play,pause,01:14:59.169901,01:16:05.813746
201,16/02/2023 13:17:30,360.844968,360844968,1.10855395,66513237.0,P20,976777655.0,992241650.0,play,fb,01:16:16.777655,01:16:32.241650
202,16/02/2023 13:19:00,417.366543,417366543,0.25658435,15395061.0,P20,992241650.0,993329599.0,fb,pause,01:16:32.241650,01:16:33.329599
203,16/02/2023 13:19:33,423.080736,423080736,0.150557,9033420.0,P20,1000313835.0,1009421536.0,play,pause,01:16:40.313835,01:16:49.421536
204,16/02/2023 13:20:00,422.129215,422129215,0.278654867,16719292.02,P20,1025625488.0,1042497338.0,play,fb,01:17:05.625488,01:17:22.497338
205,16/02/2023 13:20:00,428.798553,428798553,0.079336617,4760197.02,P20,1042497338.0,1047977342.0,fb,pause,01:17:22.497338,01:17:27.977342
206,16/02/2023 13:20:30,433.699222,433699222,0.019333417,1160005.02,P20,1055489328.0,1056713331.0,play,pause,01:17:35.489328,01:17:36.713331
207,16/02/2023 13:20:30,434.940881,434940881,0.043215467,2592928.02,P20,1067377323.0,1070049250.0,play,pause,01:17:47.377323,01:17:50.049250
208,16/02/2023 13:21:00,437.576386,437576386,0.04470075,2682045.0,P20,1104225150.0,1108000000.0,pause,,01:18:24.225150,01:18:28
