Index,Time stamp,start position seconds,start in microsecond,Minutes of consultation,consultation in microseconds,ParticipantID,starttobii,endtobii,ActionStart,ActionEnd,starttobii_HMS,endtobii_HMS
304,28/02/2023 13:58:03,329.71164,329711640,0.036706083,2202364.98,P25,1405669460.0,1407981454.0,play,fb,01:23:25.669460,01:23:27.981454
305,28/02/2023 13:58:03,321.761634,321761634,0.115706717,6942403.02,P25,1407981454.0,1415333390.0,fb,pause,01:23:27.981454,01:23:35.333390
306,28/02/2023 13:58:03,328.862467,328862467,0.034028167,2041690.02,P25,1416245345.0,1418357350.0,play,pause,01:23:36.245345,01:23:38.357350
307,28/02/2023 13:58:03,330.987245,330987245,0.034700567,2082034.02,P25,1430525334.0,1432669355.0,play,pause,01:23:50.525334,01:23:52.669355
308,28/02/2023 13:58:32,333.161634,333161634,0.0501228,3007368.0,P25,1440269300.0,1443413219.0,play,pause,01:24:00.269300,01:24:03.413219
309,28/02/2023 13:58:32,336.301634,336301634,0.040132633,2407957.98,P25,1446669235.0,1449237215.0,play,pause,01:24:06.669235,01:24:09.237215
310,28/02/2023 13:59:02,338.866536,338866536,0.031463083,1887784.98,P25,1462821225.0,1464781177.0,play,pause,01:24:22.821225,01:24:24.781177
311,28/02/2023 13:59:02,340.866951,340866951,0.052026067,3121564.02,P25,1479085182.0,1482333070.0,play,fb,01:24:39.085182,01:24:42.333070
312,28/02/2023 13:59:02,334.0047,334004700,0.131447367,7886842.02,P25,1482333070.0,1490557000.0,fb,pause,01:24:42.333070,01:24:50.557000
313,28/02/2023 13:59:32,341.967574,341967574,0.039081217,2344873.02,P25,1496740998.0,1499213030.0,play,pause,01:24:56.740998,01:24:59.213030
314,28/02/2023 13:59:32,344.448213,344448213,0.059873667,3592420.02,P25,1512117055.0,1515765045.0,play,pause,01:25:12.117055,01:25:15.765045
315,28/02/2023 14:00:02,348.128845,348128845,0.037621917,2257315.02,P25,1527852899.0,1530188982.0,play,pause,01:25:27.852899,01:25:30.188982
316,28/02/2023 14:00:03,350.427723,350427723,0.04914855,2948913.0,P25,1548340836.0,1552004840.0,play,pause,01:25:48.340836,01:25:52.004840
317,28/02/2023 14:00:32,353.508398,353508398,0.022865567,1371934.02,P25,1563340755.0,1564780755.0,play,pause,01:26:03.340755,01:26:04.780755
318,28/02/2023 14:00:32,354.967723,354967723,0.061535567,3692134.02,P25,1574292673.0,1578076683.0,play,pause,01:26:14.292673,01:26:18.076683
319,28/02/2023 14:01:02,358.754939,358754939,0.065293033,3917581.98,P25,1590588765.0,1594596646.0,play,pause,01:26:30.588765,01:26:34.596646
320,28/02/2023 14:01:02,362.722297,362722297,0.027400283,1644016.98,P25,1611364595.0,1613796529.0,play,pause,01:26:51.364595,01:26:53.796529
321,28/02/2023 14:02:32,354.414724,354414724,0.2338799,14032794.0,P25,1675148284.0,1689292189.0,play,pause,01:27:55.148284,01:28:09.292189
322,28/02/2023 14:03:02,368.492236,368492236,0.0517041,3102246.0,P25,1705956243.0,1709764124.0,play,pause,01:28:25.956243,01:28:29.764124
323,28/02/2023 14:03:02,371.678876,371678876,0.073465567,4407934.02,P25,1723300023.0,1727804058.0,play,pause,01:28:43.300023,01:28:47.804058
324,28/02/2023 14:03:32,376.216991,376216991,0.028555533,1713331.98,P25,1740595986.0,1742428065.0,play,pause,01:29:00.595986,01:29:02.428065
325,28/02/2023 14:03:32,378.011252,378011252,0.052240333,3134419.98,P25,1761763926.0,1765099954.0,play,pause,01:29:21.763926,01:29:25.099954
326,28/02/2023 14:04:02,371.198859,371198859,0.165557333,9933439.98,P25,1776979780.0,1787003767.0,play,pause,01:29:36.979780,01:29:47.003767
327,28/02/2023 14:04:32,381.258859,381258859,0.067904817,4074289.02,P25,1793899763.0,1798059830.0,play,pause,01:29:53.899763,01:29:58.059830
328,28/02/2023 14:05:02,384.625553,384625553,0.020248917,1214935.02,P25,1826467709.0,1827795612.0,play,pause,01:30:26.467709,01:30:27.795612
329,28/02/2023 14:05:02,385.945553,385945553,0.018904883,1134292.98,P25,1828539566.0,1829787681.0,play,pause,01:30:28.539566,01:30:29.787681
330,28/02/2023 14:05:02,387.191963,387191963,0.04977715,2986629.0,P25,1843419540.0,1846531547.0,play,pause,01:30:43.419540,01:30:46.531547
331,28/02/2023 14:06:02,380.262398,380262398,0.133557717,8013463.02,P25,1893187417.0,1901467585.0,play,pause,01:31:33.187417,01:31:41.467585
332,28/02/2023 14:06:32,388.36555,388365550,0.075374017,4522441.02,P25,1912387381.0,1916995203.0,play,pause,01:31:52.387381,01:31:56.995203
333,28/02/2023 14:06:32,382.936961,382936961,0.17877825,10726695.0,P25,1924195212.0,1935179223.0,play,pause,01:32:04.195212,01:32:15.179223
334,28/02/2023 14:07:02,393.696427,393696427,0.04880005,2928003.0,P25,1961699105.0,1964955143.0,play,pause,01:32:41.699105,01:32:44.955143
335,28/02/2023 14:07:32,396.633632,396633632,0.017695633,1061737.98,P25,1986011002.0,1987427060.0,play,pause,01:33:06.011002,01:33:07.427060
336,28/02/2023 14:07:33,397.834747,397834747,0.063333217,3799993.02,P25,1991987065.0,1995867016.0,play,fb,01:33:11.987065,01:33:15.867016
337,28/02/2023 14:07:33,391.4889,391488900,0.156031517,9361891.02,P25,1995867016.0,2005707015.0,fb,pause,01:33:15.867016,01:33:25.707015
338,28/02/2023 14:08:02,400.910777,400910777,0.042018583,2521114.98,P25,2024250804.0,2027386919.0,play,pause,01:33:44.250804,01:33:47.386919
339,28/02/2023 14:08:32,403.47257,403472570,0.065467817,3928069.02,P25,2042460761.0,2046876750.0,play,pause,01:34:02.460761,01:34:06.876750
340,28/02/2023 14:08:32,407.495107,407495107,0.0533093,3198558.0,P25,2059412642.0,2062666755.0,play,fb,01:34:19.412642,01:34:22.666755
341,28/02/2023 14:09:02,400.638796,400638796,0.129685783,7781146.98,P25,2062666755.0,2071074612.0,fb,pause,01:34:22.666755,01:34:31.074612
342,28/02/2023 14:09:02,408.522786,408522786,0.030340717,1820443.02,P25,2081386636.0,2083250549.0,play,pause,01:34:41.386636,01:34:43.250549
343,28/02/2023 14:09:32,412.538796,412538796,0.040386633,2423197.98,P25,2109458394.0,2111970401.0,play,pause,01:35:09.458394,01:35:11.970401
344,28/02/2023 14:09:32,415.04151,415041510,0.033362133,2001727.98,P25,2120386375.0,2122538322.0,play,pause,01:35:20.386375,01:35:22.538322
345,28/02/2023 14:10:02,417.13438,417134380,0.0563165,3378990.0,P25,2141098274.0,2144738258.0,play,pause,01:35:41.098274,01:35:44.738258
346,28/02/2023 14:10:32,420.605286,420605286,0.03118665,1871199.0,P25,2164274312.0,2166506392.0,play,pause,01:36:04.274312,01:36:06.506392
347,28/02/2023 14:11:02,412.538002,412538002,0.1953981,11723886.0,P25,2182450119.0,2194297991.0,play,pause,01:36:22.450119,01:36:34.297991
348,28/02/2023 14:11:02,424.382519,424382519,0.056453133,3387187.98,P25,2207122049.0,2210633990.0,play,pause,01:36:47.122049,01:36:50.633990
349,28/02/2023 14:11:32,427.919131,427919131,0.046416717,2785003.02,P25,2222826106.0,2225681984.0,play,pause,01:37:02.826106,01:37:05.681984
350,28/02/2023 14:12:02,430.739339,430739339,0.033592483,2015548.98,P25,2244913826.0,2247513825.0,play,pause,01:37:24.913826,01:37:27.513825
351,28/02/2023 14:12:02,432.8811,432881100,0.023230033,1393801.98,P25,2257193768.0,2258737820.0,play,pause,01:37:37.193768,01:37:38.737820
352,28/02/2023 14:12:02,424.367511,424367511,0.17894935,10736961.0,P25,2262953880.0,2273809665.0,play,pause,01:37:42.953880,01:37:53.809665
353,28/02/2023 14:13:02,435.166286,435166286,0.040939883,2456392.98,P25,2312081541.0,2314753594.0,play,pause,01:38:32.081541,01:38:34.753594
354,28/02/2023 14:13:02,437.690444,437690444,0.042843617,2570617.02,P25,2327137482.0,2328000000.0,play,,01:38:47.137482,01:38:48
