Index,Time stamp,start position seconds,start in microsecond,Minutes of consultation,consultation in microseconds,ParticipantID,starttobii,endtobii,ActionStart,ActionEnd,starttobii_HMS,endtobii_HMS
234,28/02/2023 13:06:44,0.0,0,0.159930967,9595858.02,P24,128407928.0,138834025.0,play,pause,01:02:08.407928,01:02:18.834025
235,28/02/2023 13:06:44,9.7,9700000,1.204603433,72276205.98,P24,143953930.0,216313652.0,play,pause,01:02:23.953930,01:03:36.313652
236,28/02/2023 13:08:14,81.987368,81987368,0.115020467,6901228.02,P24,235353509.0,242609550.0,play,fb,01:03:55.353509,01:04:02.609550
237,28/02/2023 13:08:14,0.737716,737716,0.124709867,7482592.02,P24,242609550.0,251039419.0,fb,pause,01:04:02.609550,01:04:11.039419
238,28/02/2023 13:08:44,60.0,60000000,1.554033667,93242020.02,P24,256895427.0,350297104.0,play,pause,01:04:16.895427,01:05:50.297104
239,28/02/2023 13:10:14,153.96,153960000,0.0647101,3882606.0,P24,361153024.0,365185169.0,play,pause,01:06:01.153024,01:06:05.185169
240,28/02/2023 13:10:44,157.924934,157924934,0.3847554,23085324.0,P24,381952934.0,405672837.0,play,pause,01:06:21.952934,01:06:45.672837
241,28/02/2023 13:11:14,137.047969,137047969,0.139725733,8383543.98,P24,410952809.0,419582870.0,play,fb,01:06:50.952809,01:06:59.582870
242,28/02/2023 13:11:14,148.72,148720000,0.046739867,2804392.02,P24,419582870.0,423038759.0,fb,fb,01:06:59.582870,01:07:03.038759
243,28/02/2023 13:11:14,154.09,154090000,0.502758717,30165523.02,P24,423038759.0,453560636.0,fb,pause,01:07:03.038759,01:07:33.560636
244,28/02/2023 13:12:14,184.37,184370000,0.754403,45264180.0,P24,461576571.0,506912454.0,play,pause,01:07:41.576571,01:08:26.912454
245,28/02/2023 13:12:44,229.714703,229714703,0.2385362,14312172.0,P24,516944471.0,531304392.0,play,pause,01:08:36.944471,01:08:51.304392
246,28/02/2023 13:13:14,244.094821,244094821,0.323892317,19433539.02,P24,545528269.0,565048137.0,play,pause,01:09:05.528269,01:09:25.048137
247,28/02/2023 13:14:14,263.573971,263573971,0.284567633,17074057.98,P24,585752030.0,603575972.0,play,pause,01:09:45.752030,01:10:03.575972
248,28/02/2023 13:14:44,280.800401,280800401,0.409558,24573480.0,P24,617487961.0,642253727.0,play,fb,01:10:17.487961,01:10:42.253727
249,28/02/2023 13:15:14,301.17,301170000,0.0289994,1739964.0,P24,642253727.0,645431949.0,fb,pause,01:10:42.253727,01:10:45.431949
250,28/02/2023 13:15:14,300.196642,300196642,0.41591675,24955005.0,P24,659703926.0,684735832.0,play,pause,01:10:59.703926,01:11:24.735832
251,28/02/2023 13:16:14,325.185952,325185952,0.7658488,45950928.0,P24,703847623.0,750207486.0,play,pause,01:11:43.847623,01:12:30.207486
252,28/02/2023 13:17:14,371.213549,371213549,0.809923683,48595420.98,P24,762463475.0,811127083.0,play,pause,01:12:42.463475,01:13:31.127083
253,28/02/2023 13:18:14,419.833958,419833958,0.340265983,20415958.98,P24,832095030.0,852000000.0,play,,01:13:52.095030,01:14:12
