Part_id	Sc_id	Start Time	End Time	answer	Mean gaze_angle_x	Standard Deviation gaze_angle_x	Minimum gaze_angle_x	Maximum gaze_angle_x	Sum gaze_angle_x	Mean gaze_angle_y	Standard Deviation gaze_angle_y	Minimum gaze_angle_y	Maximum gaze_angle_y	Sum gaze_angle_y	Mean pose_Tx	Standard Deviation pose_Tx	Minimum pose_Tx	Maximum pose_Tx	Sum pose_Tx	Mean pose_Ty	Standard Deviation pose_Ty	Minimum pose_Ty	Maximum pose_Ty	Sum pose_Ty	Mean pose_Tz	Standard Deviation pose_Tz	Minimum pose_Tz	Maximum pose_Tz	Sum pose_Tz	Mean AU01_r	Standard Deviation AU01_r	Minimum AU01_r	Maximum AU01_r	Sum AU01_r	Mean AU02_r	Standard Deviation AU02_r	Minimum AU02_r	Maximum AU02_r	Sum AU02_r	Mean AU04_r	Standard Deviation AU04_r	Minimum AU04_r	Maximum AU04_r	Sum AU04_r	Mean AU05_r	Standard Deviation AU05_r	Minimum AU05_r	Maximum AU05_r	Sum AU05_r	Mean AU06_r	Standard Deviation AU06_r	Minimum AU06_r	Maximum AU06_r	Sum AU06_r	Mean AU07_r	Standard Deviation AU07_r	Minimum AU07_r	Maximum AU07_r	Sum AU07_r	Mean AU09_r	Standard Deviation AU09_r	Minimum AU09_r	Maximum AU09_r	Sum AU09_r	Mean AU10_r	Standard Deviation AU10_r	Minimum AU10_r	Maximum AU10_r	Sum AU10_r	Mean AU12_r	Standard Deviation AU12_r	Minimum AU12_r	Maximum AU12_r	Sum AU12_r	Mean AU14_r	Standard Deviation AU14_r	Minimum AU14_r	Maximum AU14_r	Sum AU14_r	Mean AU15_r	Standard Deviation AU15_r	Minimum AU15_r	Maximum AU15_r	Sum AU15_r	Mean AU17_r	Standard Deviation AU17_r	Minimum AU17_r	Maximum AU17_r	Sum AU17_r	Mean AU20_r	Standard Deviation AU20_r	Minimum AU20_r	Maximum AU20_r	Sum AU20_r	Mean AU23_r	Standard Deviation AU23_r	Minimum AU23_r	Maximum AU23_r	Sum AU23_r	Mean AU25_r	Standard Deviation AU25_r	Minimum AU25_r	Maximum AU25_r	Sum AU25_r	Mean AU26_r	Standard Deviation AU26_r	Minimum AU26_r	Maximum AU26_r	Sum AU26_r	Mean AU45_r	Standard Deviation AU45_r	Minimum AU45_r	Maximum AU45_r	Sum AU45_r
1	seg1	230142374	240142374		-0.03884800000000001	0.04361404471039114	-0.156	0.036	-9.712000000000002	0.5130320000000002	0.0674209387060133	0.304	0.779	128.25799999999998	13.722000000000003	10.076330482869247	-20.1	41.4	3430.5	35.89560000000001	8.325292826081254	26.6	61.2	8973.900000000001	616.5283999999998	8.369126205285706	587.0	640.3	154132.1	0.5910799999999999	0.4230943554338675	0.0	2.09	147.76999999999998	0.0018	0.017943243853885505	0.0	0.27	0.45	0.31972000000000006	0.3907289618136846	0.0	1.18	79.93	0.054799999999999995	0.17693885949671995	0.0	1.07	13.7	0.3995600000000001	0.32030642578630847	0.0	1.38	99.89	2.193480000000001	0.6304559378735362	0.0	3.08	548.37	0.2768399999999999	0.15798991866571738	0.0	0.89	69.21000000000001	0.3629999999999997	0.18626701264582518	0.0	0.85	90.75	0.21091999999999994	0.21188382099631864	0.0	0.9	52.73	0.14008000000000007	0.2674097859091921	0.0	1.49	35.019999999999996	0.70516	0.22988904802099644	0.0	1.3	176.29000000000002	1.431080000000001	0.3246352316061829	0.04	1.98	357.77	0.014520000000000002	0.06519485869299815	0.0	0.59	3.63	0.0	0.0	0.0	0.0	0.0	0.0644	0.17183201098747583	0.0	0.95	16.099999999999998	0.08983999999999998	0.112285236785608	0.0	0.4	22.46	0.5116799999999999	0.42926492705554264	0.0	1.41	127.92
1	seg2	254142374	264142374	1.0	-0.043385542168674705	0.0629302855161791	-0.243	0.151	-10.803	0.4264899598393571	0.09839687331572909	0.155	0.726	106.196	-15.47871485943774	21.147876476679915	-72.1	14.6	-3854.2000000000003	61.722891566265076	7.811838281842232	29.3	76.5	15369.0	611.7622489959839	15.144448416287183	554.7	654.8	152328.80000000002	1.0797188755020082	0.472162760044704	0.0	1.98	268.85	0.27148594377510044	0.4710330021982029	0.0	1.99	67.6	0.38811244979919673	0.373860855348981	0.0	1.12	96.64000000000001	0.26140562248995974	0.27390386165630237	0.0	1.01	65.09	1.0781526104417671	0.39681133773397875	0.0	1.72	268.46	0.7598393574297186	0.6885115590642241	0.0	2.72	189.2	0.3050602409638554	0.2807407305981968	0.0	0.96	75.96000000000001	0.47056224899598387	0.22263772223504782	0.01	1.1	117.17000000000002	0.6442971887550201	0.3231154940918456	0.0	1.45	160.43	1.4754618473895582	0.598591961938842	0.45	3.68	367.39	0.052128514056224894	0.18613994700138797	0.0	1.43	12.98	0.7795983935742975	0.3650590524896599	0.0	1.9	194.12	0.04265060240963855	0.10034980189617208	0.0	0.5	10.620000000000001	0.266144578313253	0.5162068123078335	0.0	1.96	66.27000000000001	0.42160642570281115	0.38995086411569063	0.0	1.42	104.98000000000002	0.17967871485943776	0.508044421014196	0.0	1.96	44.74	0.2698393574297189	0.44953341975775846	0.0	1.9	67.19000000000001
1	seg3	282142374	292142374	1.0	-0.048423999999999995	0.03765767151590762	-0.146	0.053	-12.106	0.390204	0.08573187495908388	0.251	0.581	97.551	11.742000000000004	6.724822376836435	-2.6	19.7	2935.5	19.881600000000006	8.28838111092872	8.5	38.1	4970.4	620.9036000000003	8.24455378052687	602.9	641.9	155225.9	0.6388799999999998	1.2382611782657207	0.0	3.73	159.72000000000003	0.16648000000000002	0.3674947749288414	0.0	1.39	41.62	0.6427199999999998	0.33494208693444305	0.0	1.18	160.68	0.00324	0.02336455435055404	0.0	0.24	0.8099999999999999	0.22288000000000008	0.17195727841530878	0.0	0.68	55.72	1.9249199999999984	0.7344642902143032	0.08	3.14	481.23	0.0009599999999999999	0.006563413745909992	0.0	0.07	0.24	0.08567999999999998	0.10486819155492291	0.0	0.45	21.419999999999998	0.11928000000000004	0.20198089414595732	0.0	0.63	29.82	0.2576800000000001	0.29146838181867973	0.0	1.14	64.42	0.10731999999999998	0.18135384638876528	0.0	0.82	26.83	0.7032399999999999	0.3428030081548293	0.05	1.7	175.81	0.10847999999999998	0.19614303352400722	0.0	0.89	27.120000000000005	0.0	0.0	0.0	0.0	0.0	0.57348	0.48777483493923707	0.0	1.88	143.37	0.6675999999999996	0.6365386398326499	0.0	2.14	166.89999999999998	0.84128	0.7943298821018888	0.0	2.83	210.32
1	seg4	313142374	323142374		-0.07575599999999996	0.04822887583180849	-0.197	0.04	-18.939	0.41053199999999995	0.09016807071242018	0.24	0.593	102.63300000000001	1.1163999999999985	14.04721506349212	-18.7	29.7	279.0999999999999	23.20359999999999	10.475947071267598	-4.8	36.6	5800.9	627.8299999999997	11.77805841384733	605.6	654.1	156957.5	0.17584000000000005	0.26982122674096637	0.0	0.94	43.96000000000001	0.0025200000000000005	0.009820875724699913	0.0	0.07	0.63	0.5570000000000003	0.4195333121457695	0.0	1.38	139.25	0.014119999999999997	0.04587183885566398	0.0	0.29	3.5300000000000002	0.3762399999999998	0.26924832849991837	0.0	0.91	94.05999999999999	1.3554399999999982	0.9599466685186216	0.0	3.22	338.86	0.015279999999999998	0.04244669127270108	0.0	0.25	3.8200000000000003	0.10459999999999994	0.12468857205052909	0.0	0.5	26.150000000000002	0.047479999999999925	0.06703170593085037	0.0	0.24	11.870000000000001	0.11608000000000003	0.2704289806954865	0.0	1.23	29.02	0.4284800000000002	0.25831935583691756	0.0	1.08	107.12	0.9536800000000003	0.5876611758488051	0.0	1.76	238.42000000000002	0.15168000000000006	0.22380432882319254	0.0	0.89	37.92	0.14104000000000003	0.3082773400689715	0.0	1.19	35.26	0.7499200000000003	0.3698518535846481	0.04	1.61	187.48000000000002	0.16319999999999998	0.2561034166113368	0.0	1.41	40.800000000000004	0.34992000000000006	0.5451678581868166	0.0	2.25	87.48
1	seg5	341142374	351142374	1.0	0.02429268292682927	0.054250208003395334	-0.118	0.211	5.976000000000001	0.5452723577235776	0.07909495045275686	0.31	0.776	134.13699999999997	-8.867479674796748	35.85038466515852	-84.7	27.7	-2181.4	44.821951219512236	16.791534048589405	9.5	68.0	11026.200000000003	609.1528455284549	7.6720994381685825	588.6	630.8	149851.6	1.2434959349593495	0.706610463794905	0.0	2.61	305.9	0.44439024390243875	0.44241970718220996	0.0	1.74	109.31999999999998	0.34008130081300836	0.40500827239360304	0.0	1.35	83.66	0.04491869918699183	0.11436904276517894	0.0	0.6	11.05	0.5255284552845527	0.3597214442912453	0.0	1.74	129.27999999999997	1.0456097560975606	0.726807974261107	0.0	2.78	257.22	0.3104065040650406	0.3263655449044627	0.0	1.79	76.35999999999999	0.22776422764227658	0.25989577589890644	0.0	1.17	56.029999999999994	0.2775609756097561	0.276815049239067	0.0	1.81	68.28	0.5312601626016259	0.5035851521700699	0.0	2.56	130.69	0.2698780487804878	0.23783830284172447	0.0	1.07	66.39	1.1928048780487803	0.36765884589939435	0.0	1.89	293.43	0.16268292682926835	0.2346198210727607	0.0	1.33	40.019999999999996	0.004796747967479676	0.019645210570705972	0.0	0.13	1.1800000000000002	0.6186178861788616	0.5767568779524441	0.0	2.52	152.18	0.2081300813008131	0.31320491121977656	0.0	1.37	51.2	0.4001219512195124	0.40055396772826923	0.0	1.86	98.43
1	seg6	358142374	368142374	1.0	0.0705897435897436	0.09514515710453726	-0.342	0.241	16.518	0.3927777777777779	0.12013486802223511	-0.137	0.742	91.91	2.167094017094021	25.46882933359204	-42.0	50.0	507.0999999999999	53.709829059829055	22.779823824495498	25.4	119.7	12568.099999999999	604.6833333333334	24.84404905614771	557.2	733.0	141495.90000000002	0.6091025641025644	0.6060024242513832	0.0	2.16	142.53	0.21286324786324787	0.376124988454474	0.0	1.88	49.81	0.68542735042735	0.43705799290996145	0.0	1.45	160.39000000000001	0.274102564102564	0.5065530470549003	0.0	2.61	64.14000000000001	0.39034188034188055	0.30535514316892104	0.0	0.99	91.34	1.1561538461538468	0.7073718616755513	0.0	2.84	270.54	0.21816239316239325	0.35413980187135935	0.0	1.16	51.05	0.41897435897435936	0.43829581513489196	0.0	1.71	98.04	0.31081196581196596	0.2708687016471874	0.0	1.22	72.73	0.6005555555555553	0.5544598810861731	0.0	1.89	140.53	0.1288034188034188	0.17830235720988774	0.0	0.68	30.14	0.6595726495726497	0.49304200192499903	0.0	1.67	154.34000000000003	0.16649572649572653	0.3613881504433737	0.0	1.82	38.96	0.1482905982905984	0.33042265241331037	0.0	2.13	34.7	0.567948717948718	0.5119537546915747	0.0	2.12	132.9	0.4908547008547009	0.5657263278595553	0.0	1.94	114.85999999999999	0.1299145299145299	0.29315407030123386	0.0	1.76	30.4
1	seg7	368142374	378142374	0.0	0.09423152709359611	0.039836619427628124	0.001	0.212	19.128999999999998	0.45345320197044336	0.10010975025270376	0.195	0.78	92.05100000000002	-1.1039408866995082	9.337681711235824	-21.6	13.3	-224.10000000000002	51.10591133004926	16.41429643992559	35.3	87.3	10374.5	590.7935960591135	9.031608881563745	567.7	616.9	119931.1	0.5059113300492613	0.7876075465040017	0.0	2.93	102.7	0.009310344827586208	0.04212948888689779	0.0	0.34	1.8900000000000001	0.9795073891625607	0.37866729446327846	0.0	1.79	198.83999999999997	0.059014778325123154	0.17391185916138804	0.0	1.14	11.98	0.40793103448275875	0.3598640344943843	0.0	1.18	82.81	1.8557142857142856	0.8742849898577122	0.0	3.34	376.71000000000004	0.10068965517241377	0.20794447260287566	0.0	0.93	20.439999999999998	0.2436945812807881	0.26302642793699943	0.0	1.15	49.46999999999999	0.25546798029556644	0.30151040585161804	0.0	1.17	51.85999999999999	0.3892118226600986	0.482863349452473	0.0	1.9	79.00999999999999	0.567881773399015	0.3638531423186835	0.0	1.26	115.28	0.7960098522167484	0.38150898200594124	0.0	1.96	161.58999999999997	0.1792118226600985	0.2513203938259598	0.0	1.11	36.379999999999995	0.06886699507389162	0.24940164264500045	0.0	1.56	13.98	0.5616256157635471	0.45876125533123824	0.0	1.51	114.00999999999999	0.6240394088669949	0.7215448932185029	0.0	2.18	126.68	0.185320197044335	0.28506376598196986	0.0	1.32	37.62
1	seg8	368142374	378142374	1.0	0.09423152709359611	0.039836619427628124	0.001	0.212	19.128999999999998	0.45345320197044336	0.10010975025270376	0.195	0.78	92.05100000000002	-1.1039408866995082	9.337681711235824	-21.6	13.3	-224.10000000000002	51.10591133004926	16.41429643992559	35.3	87.3	10374.5	590.7935960591135	9.031608881563745	567.7	616.9	119931.1	0.5059113300492613	0.7876075465040017	0.0	2.93	102.7	0.009310344827586208	0.04212948888689779	0.0	0.34	1.8900000000000001	0.9795073891625607	0.37866729446327846	0.0	1.79	198.83999999999997	0.059014778325123154	0.17391185916138804	0.0	1.14	11.98	0.40793103448275875	0.3598640344943843	0.0	1.18	82.81	1.8557142857142856	0.8742849898577122	0.0	3.34	376.71000000000004	0.10068965517241377	0.20794447260287566	0.0	0.93	20.439999999999998	0.2436945812807881	0.26302642793699943	0.0	1.15	49.46999999999999	0.25546798029556644	0.30151040585161804	0.0	1.17	51.85999999999999	0.3892118226600986	0.482863349452473	0.0	1.9	79.00999999999999	0.567881773399015	0.3638531423186835	0.0	1.26	115.28	0.7960098522167484	0.38150898200594124	0.0	1.96	161.58999999999997	0.1792118226600985	0.2513203938259598	0.0	1.11	36.379999999999995	0.06886699507389162	0.24940164264500045	0.0	1.56	13.98	0.5616256157635471	0.45876125533123824	0.0	1.51	114.00999999999999	0.6240394088669949	0.7215448932185029	0.0	2.18	126.68	0.185320197044335	0.28506376598196986	0.0	1.32	37.62
1	seg9	378142374	388142374	1.0	0.12967796610169494	0.0669721522390036	-0.067	0.343	7.651000000000001	0.5202881355932202	0.1524513871778679	0.042	0.729	30.696999999999996	-65.64406779661017	53.61825919447825	-114.2	19.1	-3873.0000000000005	98.37796610169487	23.18927329312537	65.2	145.6	5804.3	540.5406779661017	54.03219730219266	489.6	647.2	31891.9	0.7025423728813559	1.0524106197731562	0.0	2.69	41.45	0.02322033898305085	0.08332986682438556	0.0	0.45	1.37	0.953898305084746	0.5380851704656925	0.0	1.81	56.28	0.07423728813559322	0.1653778763904817	0.0	0.64	4.38	1.134237288135593	0.4992509758775437	0.12	1.92	66.91999999999999	1.3150847457627115	1.0406783525643848	0.0	3.62	77.59	0.914406779661017	0.8399662446535728	0.0	2.29	53.95	1.0440677966101692	0.5637168379334799	0.0	1.9	61.6	0.8006779661016953	0.6611158118160174	0.0	1.93	47.239999999999995	0.6884745762711865	0.269562190926997	0.0	1.27	40.62000000000001	0.3837288135593221	0.3273669910007688	0.0	1.22	22.64	0.27288135593220336	0.23553078065392985	0.0	1.08	16.1	0.015084745762711864	0.11488200108845578	0.0	0.89	0.89	0.05203389830508474	0.1955416610949857	0.0	1.4	3.07	2.786949152542373	1.2881615519239868	0.0	4.57	164.42999999999998	0.03355932203389831	0.08243667753451853	0.0	0.55	1.9800000000000002	0.0016949152542372883	0.012908090009938832	0.0	0.1	0.1
1	seg10	392142374	402142374	1.0	0.04261538461538462	0.1284274943373698	-0.269	0.203	1.108	0.30423076923076925	0.2371027540462813	-0.125	0.647	7.91	-61.80769230769231	16.34142737097069	-95.5	-49.4	-1607.0000000000002	66.69230769230768	16.863819329169292	50.1	92.9	1734.0	553.6730769230769	22.8859472786301	507.3	582.2	14395.5	1.541153846153846	1.046357516938851	0.02	3.32	40.07	0.5503846153846154	0.6325314268217507	0.0	2.03	14.309999999999999	0.7173076923076924	0.408200155394269	0.0	1.34	18.650000000000002	0.21038461538461536	0.3609440694924563	0.0	1.4	5.47	0.5530769230769231	0.3828011055241776	0.09	1.46	14.38	0.9826923076923078	1.1249497687668197	0.0	4.16	25.549999999999997	0.0	0.0	0.0	0.0	0.0	0.5	0.7710282844258151	0.0	2.26	13.0	0.5638461538461538	0.37806264156452374	0.0	1.04	14.659999999999998	0.38307692307692304	0.5729731449658623	0.0	1.84	9.96	0.06346153846153847	0.06999683002120705	0.0	0.22	1.6499999999999997	1.2615384615384617	0.8496139046544898	0.33	3.59	32.8	0.11999999999999998	0.13920101679557903	0.0	0.41	3.12	0.7007692307692308	0.6182725505354107	0.0	1.99	18.22	0.8384615384615384	0.6654477515621882	0.0	2.0	21.799999999999997	0.803076923076923	0.6593281500644846	0.0	2.15	20.88	0.02807692307692308	0.055816955706834294	0.0	0.23	0.7300000000000001
