Part_id	Sc_id	Start Time	End Time	answer	Mean gaze_angle_x	Standard Deviation gaze_angle_x	Minimum gaze_angle_x	Maximum gaze_angle_x	Sum gaze_angle_x	Mean gaze_angle_y	Standard Deviation gaze_angle_y	Minimum gaze_angle_y	Maximum gaze_angle_y	Sum gaze_angle_y	Mean pose_Tx	Standard Deviation pose_Tx	Minimum pose_Tx	Maximum pose_Tx	Sum pose_Tx	Mean pose_Ty	Standard Deviation pose_Ty	Minimum pose_Ty	Maximum pose_Ty	Sum pose_Ty	Mean pose_Tz	Standard Deviation pose_Tz	Minimum pose_Tz	Maximum pose_Tz	Sum pose_Tz	Mean AU01_r	Standard Deviation AU01_r	Minimum AU01_r	Maximum AU01_r	Sum AU01_r	Mean AU02_r	Standard Deviation AU02_r	Minimum AU02_r	Maximum AU02_r	Sum AU02_r	Mean AU04_r	Standard Deviation AU04_r	Minimum AU04_r	Maximum AU04_r	Sum AU04_r	Mean AU05_r	Standard Deviation AU05_r	Minimum AU05_r	Maximum AU05_r	Sum AU05_r	Mean AU06_r	Standard Deviation AU06_r	Minimum AU06_r	Maximum AU06_r	Sum AU06_r	Mean AU07_r	Standard Deviation AU07_r	Minimum AU07_r	Maximum AU07_r	Sum AU07_r	Mean AU09_r	Standard Deviation AU09_r	Minimum AU09_r	Maximum AU09_r	Sum AU09_r	Mean AU10_r	Standard Deviation AU10_r	Minimum AU10_r	Maximum AU10_r	Sum AU10_r	Mean AU12_r	Standard Deviation AU12_r	Minimum AU12_r	Maximum AU12_r	Sum AU12_r	Mean AU14_r	Standard Deviation AU14_r	Minimum AU14_r	Maximum AU14_r	Sum AU14_r	Mean AU15_r	Standard Deviation AU15_r	Minimum AU15_r	Maximum AU15_r	Sum AU15_r	Mean AU17_r	Standard Deviation AU17_r	Minimum AU17_r	Maximum AU17_r	Sum AU17_r	Mean AU20_r	Standard Deviation AU20_r	Minimum AU20_r	Maximum AU20_r	Sum AU20_r	Mean AU23_r	Standard Deviation AU23_r	Minimum AU23_r	Maximum AU23_r	Sum AU23_r	Mean AU25_r	Standard Deviation AU25_r	Minimum AU25_r	Maximum AU25_r	Sum AU25_r	Mean AU26_r	Standard Deviation AU26_r	Minimum AU26_r	Maximum AU26_r	Sum AU26_r	Mean AU45_r	Standard Deviation AU45_r	Minimum AU45_r	Maximum AU45_r	Sum AU45_r
7	seg11	543931302	558931302	0.0	-0.006181818181818178	0.0902239484923083	-0.223	0.285	-0.4080000000000001	0.31536363636363635	0.15162899662360063	-0.037	0.635	20.814	-32.54545454545456	12.341224115628739	-60.8	5.5	-2148.0	75.21515151515152	18.57244001221558	43.8	138.0	4964.199999999999	544.0303030303029	24.38154399924173	494.7	615.0	35905.99999999999	1.0699999999999998	0.9190838653328386	0.0	3.22	70.61999999999999	0.5292424242424243	0.6481122017667709	0.0	2.14	34.93000000000001	0.5859090909090907	0.39373109294760933	0.0	1.24	38.669999999999995	0.49515151515151506	0.5156468207114493	0.0	1.82	32.68	0.26242424242424245	0.23269866459267433	0.0	0.9	17.320000000000004	0.7890909090909091	0.7740423746773449	0.0	2.27	52.08	0.08939393939393937	0.20679281673737623	0.0	0.94	5.9	0.09863636363636365	0.1867658261813469	0.0	0.95	6.51	0.15939393939393942	0.23399610711524077	0.0	1.01	10.52	0.4792424242424241	0.4449014552312122	0.0	2.19	31.630000000000003	0.061818181818181835	0.09411323113931483	0.0	0.45	4.080000000000001	0.605	0.37361562649819174	0.0	1.51	39.92999999999999	0.03287878787878788	0.0729832930553111	0.0	0.33	2.1700000000000004	0.6736363636363638	0.6323612229204472	0.0	2.95	44.459999999999994	0.7828787878787881	0.6468894457359707	0.0	2.76	51.67000000000001	0.5365151515151515	0.5965925781602432	0.0	2.13	35.410000000000004	0.22409090909090912	0.4255227703650815	0.0	2.13	14.79
7	seg12	543931302	558931302	1.0	-0.006181818181818178	0.0902239484923083	-0.223	0.285	-0.4080000000000001	0.31536363636363635	0.15162899662360063	-0.037	0.635	20.814	-32.54545454545456	12.341224115628739	-60.8	5.5	-2148.0	75.21515151515152	18.57244001221558	43.8	138.0	4964.199999999999	544.0303030303029	24.38154399924173	494.7	615.0	35905.99999999999	1.0699999999999998	0.9190838653328386	0.0	3.22	70.61999999999999	0.5292424242424243	0.6481122017667709	0.0	2.14	34.93000000000001	0.5859090909090907	0.39373109294760933	0.0	1.24	38.669999999999995	0.49515151515151506	0.5156468207114493	0.0	1.82	32.68	0.26242424242424245	0.23269866459267433	0.0	0.9	17.320000000000004	0.7890909090909091	0.7740423746773449	0.0	2.27	52.08	0.08939393939393937	0.20679281673737623	0.0	0.94	5.9	0.09863636363636365	0.1867658261813469	0.0	0.95	6.51	0.15939393939393942	0.23399610711524077	0.0	1.01	10.52	0.4792424242424241	0.4449014552312122	0.0	2.19	31.630000000000003	0.061818181818181835	0.09411323113931483	0.0	0.45	4.080000000000001	0.605	0.37361562649819174	0.0	1.51	39.92999999999999	0.03287878787878788	0.0729832930553111	0.0	0.33	2.1700000000000004	0.6736363636363638	0.6323612229204472	0.0	2.95	44.459999999999994	0.7828787878787881	0.6468894457359707	0.0	2.76	51.67000000000001	0.5365151515151515	0.5965925781602432	0.0	2.13	35.410000000000004	0.22409090909090912	0.4255227703650815	0.0	2.13	14.79
7	seg13	639140792	654140792	1.0	-0.022688202247191046	0.10034122107753064	-0.334	0.176	-8.076999999999996	0.3647106741573031	0.16001904029473762	0.041	0.785	129.837	19.055056179775285	22.665518587978806	-16.6	79.3	6783.6	65.09943820224719	34.91514432241645	-1.7	113.7	23175.4	580.0589887640446	34.63455122133452	504.8	650.7	206501.0	0.6356460674157306	0.738993301357209	0.0	4.18	226.29000000000002	0.21547752808988754	0.41388003343877594	0.0	2.04	76.71	0.5991011235955053	0.5818734571288653	0.0	2.23	213.28000000000003	0.30275280898876417	0.3963665815712663	0.0	1.39	107.78	0.6289325842696633	0.43833505982136806	0.0	2.16	223.89999999999998	0.8499438202247187	0.7895386913625185	0.0	2.96	302.58000000000004	0.0807303370786517	0.1550770931182253	0.0	0.79	28.740000000000006	0.17398876404494387	0.28875038768910344	0.0	1.48	61.94	0.5512359550561801	0.4492898772100409	0.0	1.56	196.24	0.6420786516853932	0.6445908505404258	0.0	2.42	228.58	0.1431741573033708	0.28447227507651895	0.0	1.98	50.97	0.5935393258426965	0.5473099189032505	0.0	2.49	211.3	0.13022471910112354	0.2280312787932117	0.0	1.13	46.36	0.2709831460674157	0.35481739210249724	0.0	1.48	96.47	0.3891853932584268	0.5419131314462069	0.0	3.1	138.55	0.5249438202247195	0.6522039103409752	0.0	3.06	186.88	0.1797191011235956	0.38035011927256446	0.0	2.09	63.980000000000004
7	seg14	664140792	679140792	1.0	-0.031870870870870885	0.07664311129417435	-0.218	0.179	-10.613	0.38117417417417404	0.1407340248818783	-0.046	0.67	126.93100000000001	0.6783783783783792	20.615768792258713	-45.7	38.7	225.9000000000002	77.51291291291288	28.993966156718205	36.7	129.5	25811.8	574.2933933933938	29.24380612357066	535.7	704.4	191239.7	0.29606606606606617	0.5967890723165749	0.0	2.7	98.59	0.19888888888888895	0.4371086027490917	0.0	2.06	66.22999999999999	1.1197897897897897	0.5573179156594292	0.0	3.18	372.89	0.09198198198198193	0.1829183829211442	0.0	1.08	30.63	0.9175075075075076	0.3837417770391164	0.02	1.87	305.53	1.2592492492492493	1.0494447442377057	0.0	3.7	419.33000000000004	0.2206306306306306	0.41735463048862176	0.0	2.3	73.47	0.2972672672672673	0.25183180676502737	0.0	1.13	98.99000000000001	0.4300000000000001	0.4641780490945915	0.0	1.84	143.19	0.5074774774774775	0.5314292618058839	0.0	2.51	168.99	0.07933933933933938	0.2000169261205124	0.0	1.39	26.419999999999998	0.8220420420420422	0.4382253709108411	0.0	1.87	273.74	0.1871771771771771	0.38751439592186254	0.0	2.23	62.33	0.5031831831831834	0.67182246382536	0.0	3.06	167.56	0.4913513513513518	0.46028027723256304	0.0	1.74	163.62	0.6655555555555558	0.7418595704639499	0.0	2.77	221.63	0.07588588588588589	0.27555275413485414	0.0	2.32	25.270000000000003
7	seg15	667140792	682140792	1.0	-0.025635135135135143	0.07977938742190348	-0.218	0.179	-9.485	0.3450189189189188	0.13342066037554856	-0.046	0.625	127.65700000000001	-0.14162162162161945	18.40217371318788	-45.7	35.9	-52.40000000000009	76.52351351351354	26.29946076070517	36.7	129.5	28313.7	579.345135135135	33.25974257767325	535.7	704.4	214357.69999999998	0.31110810810810813	0.5900193438782088	0.0	2.7	115.11000000000001	0.11683783783783788	0.3527750997459001	0.0	2.06	43.23	1.1234054054054055	0.558288187687436	0.0	3.18	415.65999999999997	0.12127027027027026	0.2116135116322502	0.0	1.08	44.870000000000005	0.8792702702702708	0.36132901445041865	0.02	1.87	325.33	0.965621621621622	0.9699017880442451	0.0	3.7	357.28	0.22645945945945944	0.3981655973976891	0.0	2.3	83.79	0.27881081081081105	0.2527025639542911	0.0	1.13	103.16	0.5150000000000005	0.5060297235154089	0.0	1.84	190.55	0.754594594594595	0.6985912256186176	0.0	2.87	279.2	0.07278378378378383	0.1908971189078149	0.0	1.39	26.93	0.8537027027027024	0.3926067673595031	0.0	1.87	315.87	0.1697567567567567	0.3714241332744413	0.0	2.23	62.81000000000001	0.5750000000000002	0.6551996807246026	0.0	3.06	212.74999999999997	0.3905675675675678	0.41751640463259204	0.0	1.74	144.51	0.6310270270270272	0.7161307628777086	0.0	2.77	233.48000000000002	0.12672972972972976	0.3103387119635097	0.0	2.32	46.89
7	seg16	532278111	547278111	0.0	-0.004875706214689254	0.07389056136970072	-0.138	0.252	-0.863	0.43869491525423754	0.10306576051771273	-0.031	0.704	77.649	-96.0553672316384	29.97865506203402	-122.6	5.5	-17001.8	122.53220338983049	27.388366786978512	43.8	158.1	21688.2	578.7225988700566	30.66580657150408	513.2	620.5	102433.9	2.1424293785310735	1.2651452103235812	0.0	4.69	379.21	1.3436723163841806	1.057382208835245	0.0	2.86	237.82999999999998	0.6228813559322033	0.5738522345112274	0.0	2.19	110.25	0.31666666666666676	0.3758751245132774	0.0	1.82	56.050000000000004	0.43988700564971733	0.4054055494793589	0.0	1.63	77.86000000000001	0.4443502824858758	0.6324972936343068	0.0	2.27	78.65	0.5451977401129938	0.656190934728416	0.0	2.4	96.5	0.29943502824858764	0.47598095854489403	0.0	2.41	53.0	0.5765536723163842	0.3613752587377241	0.0	1.74	102.05	0.3205649717514122	0.47561998493803526	0.0	1.52	56.74000000000001	0.39361581920903915	0.5308020041968162	0.0	1.96	69.67	0.6490960451977401	0.4366387753668368	0.0	1.67	114.89000000000001	0.015141242937853109	0.06777419591816192	0.0	0.5	2.68	0.2529943502824859	0.3815483841658961	0.0	1.91	44.78	3.04039548022599	1.7738586245432792	0.0	5.0	538.1500000000001	1.1213559322033895	0.7824800301643816	0.0	2.85	198.48000000000002	0.16559322033898308	0.34399581780292143	0.0	1.9	29.310000000000002
7	seg17	741626081	756626081	1.0	0.022397476340694004	0.06279785600785417	-0.272	0.217	7.1000000000000005	0.42940063091482694	0.1740542911772199	0.057	0.786	136.12	-13.070977917981084	43.44423936201428	-86.3	38.5	-4143.5	79.91451104100956	34.60097340260253	21.9	134.6	25332.9	568.646687697161	34.73928807152426	495.5	635.1	180261.0	0.9594952681387999	1.2679381897916744	0.0	5.0	304.15999999999997	0.3617350157728706	0.6319334553008507	0.0	4.04	114.67000000000002	0.7678233438485806	0.7427610654432177	0.0	2.9	243.39999999999998	0.22012618296529968	0.35334273471914707	0.0	1.39	69.78	0.3726182965299686	0.3758654652842062	0.0	1.39	118.12	1.4761829652996834	0.9466768731570379	0.0	3.91	467.95	0.09473186119873823	0.1812983511768326	0.0	0.97	30.029999999999998	0.08570977917981071	0.1844076996319496	0.0	1.2	27.17	0.43479495268138835	0.344153107992774	0.0	1.99	137.82999999999998	0.5458044164037855	0.5055643686339363	0.0	1.61	173.01999999999998	0.0370662460567823	0.09121285136971104	0.0	0.54	11.75	0.35835962145110406	0.3835651578204973	0.0	1.45	113.6	0.07321766561514195	0.16783383307273878	0.0	0.92	23.21	0.22182965299684546	0.2645604580547242	0.0	1.08	70.32	0.992712933753943	1.2702801137683142	0.0	4.11	314.69	0.6033123028391166	0.606996593575324	0.0	2.74	191.25000000000003	0.2128706624605678	0.45144872896114513	0.0	2.54	67.47999999999999
7	seg18	604868919	619868919	1.0	-0.06294369973190345	0.0727319773552989	-0.281	0.131	-23.478	0.4777640750670236	0.11185869627310745	0.045	0.73	178.206	-33.476139410187656	11.653550890892603	-50.6	-3.9	-12486.6	64.017962466488	23.20609895170302	11.2	93.4	23878.7	603.087399463807	18.525926386151216	555.1	643.8	224951.59999999998	1.4745040214477205	1.0660744976005334	0.0	3.75	549.99	0.6811260053619304	0.7145701703531805	0.0	2.51	254.06	1.1142359249329759	0.5551540308407469	0.01	2.34	415.61	0.24058981233243992	0.4223262218288133	0.0	1.81	89.74000000000001	0.6545308310991954	0.38703257857428675	0.0	1.56	244.14000000000001	0.7706166219839148	0.5006000639900808	0.0	2.63	287.43999999999994	0.3394101876675606	0.48598058810427214	0.0	2.12	126.60000000000001	0.29337801608579084	0.3043489235918314	0.0	1.22	109.43	0.38557640750670247	0.352602735670198	0.0	1.27	143.82	0.5163806970509381	0.8017156769401007	0.0	4.56	192.61	0.25179624664879374	0.26470225326081914	0.0	1.31	93.91999999999999	0.6569973190348531	0.4842828284191577	0.0	1.96	245.06	0.03520107238605899	0.09422336589092563	0.0	0.44	13.13	0.40171581769437	0.4427863938222244	0.0	1.92	149.84	0.8346380697050937	0.7045441858089043	0.0	2.74	311.32000000000005	0.4436461126005364	0.3655318255834621	0.0	1.68	165.48000000000002	0.19646112600536195	0.2965933870280294	0.0	1.61	73.28
7	seg19	677140792	692140792	1.0	-0.0013546666666666702	0.06402274240368722	-0.158	0.142	-0.5080000000000005	0.3524399999999998	0.11027652999014184	0.013	0.629	132.165	-21.931466666666665	35.48907395028628	-72.1	35.9	-8224.300000000001	94.67253333333329	14.14103693447626	61.0	113.0	35502.2	571.1618666666668	27.721906846070734	527.5	678.1	214185.7	0.47837333333333343	0.5049644416084056	0.0	1.98	179.39000000000004	0.15282666666666667	0.277215698128531	0.0	1.33	57.309999999999995	0.8913066666666666	0.5237955319481913	0.0	1.9	334.24	0.16565333333333337	0.27785087095218597	0.0	1.26	62.120000000000005	0.9987466666666663	0.3113690669000729	0.26	1.52	374.53	0.96376	0.8063967566072339	0.0	2.77	361.40999999999997	0.9041866666666668	0.8113017144208573	0.0	2.24	339.06999999999994	0.4377600000000001	0.3866220148930993	0.0	1.35	164.16	0.5519199999999997	0.40601746300703206	0.0	1.81	206.97000000000003	0.6748000000000001	0.80004593201474	0.0	2.87	253.04999999999998	0.5109599999999996	0.7205199130257727	0.0	2.39	191.60999999999999	0.651573333333333	0.30089631318593574	0.0	1.24	244.34000000000003	0.024693333333333334	0.07332738884997576	0.0	0.67	9.26	0.7287466666666664	0.5039066340327562	0.0	1.53	273.28	0.5176533333333339	0.4511535878414605	0.0	1.73	194.11999999999998	0.7357333333333335	0.8388601366669468	0.0	2.94	275.9	0.1835466666666667	0.27249652197576546	0.0	1.23	68.83
8	seg1	225493958	240493958	1.0	-0.03902933333333333	0.043211315719637856	-0.171	0.043	-14.636000000000001	0.48426666666666657	0.10192228847945325	0.152	0.779	181.6	13.786133333333325	9.555260735090151	-20.1	41.4	5169.8	32.617866666666664	10.886048599724132	4.8	61.2	12231.7	618.398933333333	8.1907361611898	587.0	640.3	231899.59999999998	0.5286400000000006	0.4967473037001139	0.0	2.49	198.24	0.009333333333333334	0.05523123110060909	0.0	0.46	3.5	0.3653333333333335	0.3815244276437475	0.0	1.18	137.0	0.059866666666666665	0.20683838027686144	0.0	1.22	22.45	0.3388266666666669	0.3204675073839605	0.0	1.38	127.06000000000003	2.0809599999999993	0.6928800846707408	0.0	3.25	780.36	0.24218666666666666	0.2032562056999873	0.0	1.09	90.82000000000001	0.38413333333333305	0.2199169136034992	0.0	0.98	144.05	0.17768000000000006	0.19274910531569273	0.0	0.9	66.63	0.10061333333333336	0.2283783932181171	0.0	1.49	37.730000000000004	0.6956266666666667	0.3455910019404762	0.0	1.38	260.86	1.3279466666666666	0.37747483424579303	0.04	1.98	497.98	0.009680000000000001	0.05366964629409566	0.0	0.59	3.63	0.0	0.0	0.0	0.0	0.0	0.14527999999999996	0.2543653309710274	0.0	0.95	54.480000000000004	0.20048000000000002	0.24653715663161088	0.0	0.94	75.18	0.5212800000000004	0.4674155484505547	0.0	2.31	195.48
