,Recording timestamp,Eye movement type,gaze_direction
0,264293468,EyesNotFound,screen
1,264310123,EyesNotFound,screen
2,264326778,EyesNotFound,screen
3,264343432,EyesNotFound,screen
4,264360087,EyesNotFound,screen
9,264443359,EyesNotFound,screen
10,264460014,EyesNotFound,screen
11,264476669,EyesNotFound,screen
12,264493323,EyesNotFound,screen
13,264509978,EyesNotFound,screen
14,264526633,EyesNotFound,screen
15,264543287,EyesNotFound,screen
16,264559942,EyesNotFound,screen
17,264576596,EyesNotFound,screen
18,264593251,EyesNotFound,screen
19,264609905,EyesNotFound,screen
22,264659869,EyesNotFound,screen
23,264676524,EyesNotFound,screen
24,264693179,EyesNotFound,screen
25,264709833,EyesNotFound,screen
26,264726488,EyesNotFound,screen
69,265442635,EyesNotFound,screen
70,265459289,EyesNotFound,screen
71,265475943,EyesNotFound,screen
72,265492598,EyesNotFound,screen
73,265509252,EyesNotFound,screen
74,265525907,EyesNotFound,screen
75,265542562,EyesNotFound,screen
76,265559216,EyesNotFound,screen
77,265575871,EyesNotFound,screen
78,265592526,EyesNotFound,screen
79,265609180,EyesNotFound,screen
80,265625835,EyesNotFound,screen
94,265858999,EyesNotFound,screen
95,265875653,EyesNotFound,screen
96,265892308,EyesNotFound,screen
97,265908963,EyesNotFound,screen
98,265925618,EyesNotFound,screen
254,268523732,EyesNotFound,screen
255,268540385,EyesNotFound,screen
256,268557040,EyesNotFound,screen
257,268573695,EyesNotFound,screen
258,268590350,EyesNotFound,screen
335,269872753,EyesNotFound,screen
336,269889408,EyesNotFound,screen
337,269906063,EyesNotFound,screen
338,269922718,EyesNotFound,screen
339,269939372,EyesNotFound,screen
340,269956026,EyesNotFound,screen
341,269972681,EyesNotFound,screen
342,269989335,EyesNotFound,screen
343,270005990,EyesNotFound,screen
344,270022645,EyesNotFound,screen
345,270039299,EyesNotFound,screen
346,270055954,EyesNotFound,screen
347,270072609,EyesNotFound,screen
348,270089263,EyesNotFound,screen
349,270105918,EyesNotFound,screen
350,270122573,EyesNotFound,screen
351,270139226,EyesNotFound,screen
352,270155881,EyesNotFound,screen
353,270172536,EyesNotFound,screen
354,270189191,EyesNotFound,screen
355,270205845,EyesNotFound,screen
356,270222500,EyesNotFound,screen
357,270239155,EyesNotFound,screen
358,270255809,EyesNotFound,screen
359,270272464,EyesNotFound,screen
360,270289119,EyesNotFound,screen
361,270305773,EyesNotFound,screen
362,270322427,EyesNotFound,screen
363,270339082,EyesNotFound,screen
364,270355736,EyesNotFound,screen
365,270372391,EyesNotFound,screen
366,270389046,EyesNotFound,screen
367,270405700,EyesNotFound,screen
368,270422355,EyesNotFound,screen
369,270439010,EyesNotFound,screen
370,270455665,EyesNotFound,screen
371,270472319,EyesNotFound,screen
372,270488973,EyesNotFound,screen
373,270505628,EyesNotFound,screen
374,270522282,EyesNotFound,screen
375,270538937,EyesNotFound,screen
376,270555592,EyesNotFound,screen
377,270572246,EyesNotFound,screen
378,270588901,EyesNotFound,screen
379,270605556,EyesNotFound,screen
380,270622210,EyesNotFound,screen
381,270638865,EyesNotFound,screen
382,270655520,EyesNotFound,screen
383,270672173,EyesNotFound,screen
384,270688828,EyesNotFound,screen
385,270705483,EyesNotFound,screen
386,270722138,EyesNotFound,screen
387,270738792,EyesNotFound,screen
388,270755447,EyesNotFound,screen
389,270772102,EyesNotFound,screen
390,270788756,EyesNotFound,screen
391,270805411,EyesNotFound,screen
392,270822066,EyesNotFound,screen
393,270838720,EyesNotFound,screen
394,270855374,EyesNotFound,screen
395,270872029,EyesNotFound,screen
396,270888683,EyesNotFound,screen
452,271821341,EyesNotFound,screen
453,271837996,EyesNotFound,screen
454,271854650,EyesNotFound,screen
455,271871305,EyesNotFound,screen
456,271887960,EyesNotFound,screen
502,272654070,EyesNotFound,screen
503,272670725,EyesNotFound,screen
504,272687380,EyesNotFound,screen
505,272704034,EyesNotFound,screen
506,272720689,EyesNotFound,screen
530,273120400,EyesNotFound,screen
531,273137054,EyesNotFound,screen
532,273153708,EyesNotFound,screen
533,273170363,EyesNotFound,screen
534,273187017,EyesNotFound,screen
535,273203672,EyesNotFound,screen
536,273220327,EyesNotFound,screen
537,273236981,EyesNotFound,screen
538,273253636,EyesNotFound,screen
539,273270291,EyesNotFound,screen
540,273301626,EyesNotFound,screen
541,273318281,EyesNotFound,screen
542,273352325,EyesNotFound,screen
543,273368980,EyesNotFound,screen
544,273385634,EyesNotFound,screen
545,273402289,EyesNotFound,screen
546,273418944,EyesNotFound,screen
547,273435598,EyesNotFound,screen
548,273452253,EyesNotFound,screen
549,273468908,EyesNotFound,screen
550,273485562,EyesNotFound,screen
551,273502216,EyesNotFound,screen
552,273518871,EyesNotFound,screen
553,273535526,EyesNotFound,screen
554,273552180,EyesNotFound,screen
555,273568835,EyesNotFound,screen
556,273585490,EyesNotFound,screen
557,273602144,EyesNotFound,screen
558,273618799,EyesNotFound,screen
559,273635454,EyesNotFound,screen
560,273652108,EyesNotFound,screen
561,273668763,EyesNotFound,screen
562,273685417,EyesNotFound,screen
563,273702071,EyesNotFound,screen
564,273718726,EyesNotFound,screen
565,273735381,EyesNotFound,screen
566,273752035,EyesNotFound,screen
567,273768690,EyesNotFound,screen
568,273785345,EyesNotFound,screen
569,273802000,EyesNotFound,screen
570,273818654,EyesNotFound,screen
571,273835309,EyesNotFound,screen
572,273851964,EyesNotFound,screen
573,273868617,EyesNotFound,screen
574,273885272,EyesNotFound,screen
575,273901927,EyesNotFound,screen
576,273918581,EyesNotFound,screen
577,273935236,EyesNotFound,screen
578,273951891,EyesNotFound,screen
579,273968545,EyesNotFound,screen
580,273985200,EyesNotFound,screen
581,274001855,EyesNotFound,screen
582,274018509,EyesNotFound,screen
583,274035163,EyesNotFound,screen
584,274051818,EyesNotFound,screen
585,274068473,EyesNotFound,screen
586,274085127,EyesNotFound,screen
587,274101782,EyesNotFound,screen
588,274118437,EyesNotFound,screen
693,275867171,EyesNotFound,screen
694,275883825,EyesNotFound,screen
695,275900479,EyesNotFound,screen
696,275917134,EyesNotFound,screen
697,275933789,EyesNotFound,screen
827,278098888,EyesNotFound,screen
1075,282229230,EyesNotFound,screen
1076,282245885,EyesNotFound,screen
1077,282262540,EyesNotFound,screen
1078,282279194,EyesNotFound,screen
1079,282295849,EyesNotFound,screen
1182,284011272,EyesNotFound,screen
1278,285610113,EyesNotFound,screen
1279,285626768,EyesNotFound,screen
1280,285643422,EyesNotFound,screen
1294,285876588,EyesNotFound,screen
1295,285893243,EyesNotFound,screen
1296,285909897,EyesNotFound,screen
1297,285926552,EyesNotFound,screen
1298,285943206,EyesNotFound,screen
1299,285959860,EyesNotFound,screen
1300,285976515,EyesNotFound,screen
1301,285993170,EyesNotFound,screen
1302,286009824,EyesNotFound,screen
1311,286159716,EyesNotFound,screen
1312,286176370,EyesNotFound,screen
1313,286193025,EyesNotFound,screen
1314,286209680,EyesNotFound,screen
1315,286226334,EyesNotFound,screen
1353,286859210,EyesNotFound,screen
1354,286875863,EyesNotFound,screen
1355,286892518,EyesNotFound,screen
1356,286909173,EyesNotFound,screen
1399,287625321,EyesNotFound,screen
1400,287641976,EyesNotFound,screen
1401,287658631,EyesNotFound,screen
1402,287675285,EyesNotFound,screen
1403,287691940,EyesNotFound,screen
1404,287708595,EyesNotFound,screen
1405,287725249,EyesNotFound,screen
1581,290656459,EyesNotFound,screen
1582,290673114,EyesNotFound,screen
1583,290689769,EyesNotFound,screen
1584,290706423,EyesNotFound,screen
1585,290723078,EyesNotFound,screen
1586,290739733,EyesNotFound,screen
1587,290756386,EyesNotFound,screen
1700,292638356,EyesNotFound,screen
1701,292655011,EyesNotFound,screen
1702,292671665,EyesNotFound,screen
1703,292688320,EyesNotFound,screen
1704,292704975,EyesNotFound,screen
1705,292721630,EyesNotFound,screen
1706,292738284,EyesNotFound,screen
1707,292754939,EyesNotFound,screen
1708,292771594,EyesNotFound,screen
1709,292788248,EyesNotFound,screen
1710,292804902,EyesNotFound,screen
1711,292821557,EyesNotFound,screen
1712,292838211,EyesNotFound,screen
1713,292854866,EyesNotFound,screen
1714,292871521,EyesNotFound,screen
1715,292888175,EyesNotFound,screen
1716,292904830,EyesNotFound,screen
1717,292921485,EyesNotFound,screen
1718,292938139,EyesNotFound,screen
1719,292954794,EyesNotFound,screen
1720,292971449,EyesNotFound,screen
1721,292988103,EyesNotFound,screen
1722,293004757,EyesNotFound,screen
1723,293021412,EyesNotFound,screen
1724,293038067,EyesNotFound,screen
1725,293054721,EyesNotFound,screen
1726,293071376,EyesNotFound,screen
1727,293088031,EyesNotFound,screen
1728,293104685,EyesNotFound,screen
1729,293121340,EyesNotFound,screen
