,Recording timestamp,Eye movement type,gaze_direction
34,199348604,EyesNotFound,screen
35,199365259,EyesNotFound,screen
36,199381913,EyesNotFound,screen
37,199398567,EyesNotFound,screen
136,201047363,EyesNotFound,screen
137,201064018,EyesNotFound,screen
138,201080672,EyesNotFound,screen
139,201097327,EyesNotFound,None
140,201113982,EyesNotFound,None
141,201130636,EyesNotFound,None
196,202046634,EyesNotFound,screen
197,202063288,EyesNotFound,screen
198,202079943,EyesNotFound,screen
199,202096597,EyesNotFound,screen
200,202113252,EyesNotFound,screen
201,202129907,EyesNotFound,screen
238,202746123,EyesNotFound,screen
239,202762778,EyesNotFound,screen
240,202779432,EyesNotFound,screen
241,202796086,EyesNotFound,screen
242,202812741,EyesNotFound,screen
243,202829396,EyesNotFound,screen
244,202846050,EyesNotFound,screen
280,203445612,EyesNotFound,screen
281,203462267,EyesNotFound,screen
282,203478921,EyesNotFound,screen
283,203495576,EyesNotFound,screen
284,203512231,EyesNotFound,screen
285,203528884,EyesNotFound,screen
286,203545539,EyesNotFound,screen
287,203562194,EyesNotFound,screen
366,204877901,EyesNotFound,screen
367,204894555,EyesNotFound,screen
368,204911209,EyesNotFound,screen
369,204927864,EyesNotFound,screen
499,207092954,EyesNotFound,screen
500,207109608,EyesNotFound,screen
501,207126263,EyesNotFound,screen
502,207142918,EyesNotFound,screen
503,207159571,EyesNotFound,screen
504,207176226,EyesNotFound,screen
505,207192881,EyesNotFound,screen
506,207209535,EyesNotFound,screen
507,207226190,EyesNotFound,screen
676,210040804,EyesNotFound,screen
677,210057459,EyesNotFound,screen
678,210074114,EyesNotFound,screen
679,210090768,EyesNotFound,screen
680,210107422,EyesNotFound,screen
681,210124077,EyesNotFound,screen
741,211123347,EyesNotFound,screen
742,211140002,EyesNotFound,screen
743,211156656,EyesNotFound,screen
744,211173311,EyesNotFound,screen
745,211189966,EyesNotFound,screen
872,213305088,EyesNotFound,screen
873,213321743,EyesNotFound,screen
874,213338396,EyesNotFound,screen
875,213355051,EyesNotFound,screen
876,213371706,EyesNotFound,screen
1080,216769217,EyesNotFound,screen
1081,216785872,EyesNotFound,screen
1082,216802526,EyesNotFound,screen
1083,216819181,EyesNotFound,screen
1084,216835835,EyesNotFound,screen
1085,216852488,EyesNotFound,screen
1131,217618594,EyesNotFound,screen
1132,217635249,EyesNotFound,screen
1133,217651903,EyesNotFound,screen
1134,217668557,EyesNotFound,screen
1135,217685212,EyesNotFound,screen
1136,217701866,EyesNotFound,screen
1137,217718521,EyesNotFound,screen
1592,225296319,EyesNotFound,screen
1856,229693112,EyesNotFound,screen
1857,229709767,EyesNotFound,screen
1858,229726421,EyesNotFound,screen
1859,229743076,EyesNotFound,screen
1860,229759730,EyesNotFound,screen
1918,230725692,EyesNotFound,screen
1919,230742346,EyesNotFound,screen
1920,230759000,EyesNotFound,screen
1921,230775655,EyesNotFound,screen
1922,230792310,EyesNotFound,screen
1923,230808965,EyesNotFound,screen
2038,232724233,EyesNotFound,screen
2039,232740886,EyesNotFound,screen
2040,232757541,EyesNotFound,screen
2041,232774196,EyesNotFound,screen
2042,232790850,EyesNotFound,screen
2043,232807505,EyesNotFound,screen
2044,232824159,EyesNotFound,screen
2045,232840813,EyesNotFound,screen
2102,233790121,EyesNotFound,screen
2103,233806775,EyesNotFound,screen
2104,233823430,EyesNotFound,screen
2105,233840084,EyesNotFound,screen
2106,233856738,EyesNotFound,screen
2107,233873392,EyesNotFound,screen
2184,235155788,EyesNotFound,screen
2185,235172443,EyesNotFound,screen
2186,235189097,EyesNotFound,screen
2187,235205751,EyesNotFound,screen
2250,236254984,EyesNotFound,screen
2251,236271639,EyesNotFound,screen
2252,236288293,EyesNotFound,screen
2253,236304947,EyesNotFound,screen
2254,236321602,EyesNotFound,screen
2255,236338257,EyesNotFound,screen
2256,236354911,EyesNotFound,screen
2282,236787928,EyesNotFound,screen
2283,236804582,EyesNotFound,screen
2284,236821237,EyesNotFound,screen
2285,236837891,EyesNotFound,screen
2300,237087709,EyesNotFound,screen
2301,237104363,EyesNotFound,screen
2302,237121017,EyesNotFound,screen
2303,237137672,EyesNotFound,screen
2304,237154326,EyesNotFound,screen
2305,237170981,EyesNotFound,screen
2408,238886394,EyesNotFound,screen
2409,238903048,EyesNotFound,screen
2410,238919702,EyesNotFound,screen
2411,238936357,EyesNotFound,screen
2412,238953012,EyesNotFound,screen
2413,238969666,EyesNotFound,screen
2414,238986320,EyesNotFound,screen
2438,239386029,EyesNotFound,screen
2439,239402683,EyesNotFound,screen
2440,239419338,EyesNotFound,screen
2441,239435993,EyesNotFound,screen
2442,239452646,EyesNotFound,screen
2443,239469301,EyesNotFound,screen
2444,239485956,EyesNotFound,screen
2468,239885664,EyesNotFound,screen
2469,239902318,EyesNotFound,screen
