,Recording timestamp,Eye movement type,gaze_direction
113,285141868,EyesNotFound,screen
159,285907972,EyesNotFound,screen
202,286624113,EyesNotFound,screen
203,286640767,EyesNotFound,screen
204,286657421,EyesNotFound,screen
205,286674076,EyesNotFound,screen
206,286690729,EyesNotFound,screen
207,286707384,EyesNotFound,screen
348,289055658,EyesNotFound,screen
349,289072313,EyesNotFound,screen
350,289088967,EyesNotFound,screen
351,289105621,EyesNotFound,screen
352,289122276,EyesNotFound,screen
353,289138930,EyesNotFound,screen
354,289155585,EyesNotFound,screen
355,289172240,EyesNotFound,screen
358,289222202,EyesNotFound,screen
361,289272165,EyesNotFound,screen
689,294734840,EyesNotFound,screen
726,295351056,EyesNotFound,screen
883,297965807,EyesNotFound,screen
921,298598676,EyesNotFound,screen
1123,301962883,EyesNotFound,screen
1607,310023676,EyesNotFound,screen
1608,310040330,EyesNotFound,screen
1609,310056985,EyesNotFound,screen
1610,310073639,EyesNotFound,screen
1611,310090293,EyesNotFound,screen
1612,310106948,EyesNotFound,screen
1613,310123603,EyesNotFound,screen
2168,319366875,EyesNotFound,screen
2169,319383530,EyesNotFound,screen
2170,319400185,EyesNotFound,screen
2171,319416839,EyesNotFound,screen
2172,319433494,EyesNotFound,screen
2173,319450148,EyesNotFound,screen
2174,319466802,EyesNotFound,screen
2175,319483457,EyesNotFound,screen
3796,346480406,EyesNotFound,screen
3797,346497060,EyesNotFound,screen
3798,346513715,EyesNotFound,screen
3799,346530370,EyesNotFound,screen
3800,346547024,EyesNotFound,screen
3801,346563679,EyesNotFound,screen
3802,346580334,EyesNotFound,screen
3850,347379751,EyesNotFound,screen
3853,347429715,EyesNotFound,screen
3854,347446368,EyesNotFound,screen
3855,347463024,EyesNotFound,screen
3856,347479678,EyesNotFound,screen
3857,347496332,EyesNotFound,screen
3858,347512987,EyesNotFound,screen
3859,347529642,EyesNotFound,screen
3860,347546297,EyesNotFound,screen
4182,352909052,EyesNotFound,screen
4185,352959016,EyesNotFound,screen
4268,354341340,EyesNotFound,screen
4269,354357995,EyesNotFound,screen
4270,354374648,EyesNotFound,screen
4271,354391303,EyesNotFound,screen
4272,354407958,EyesNotFound,screen
4273,354424612,EyesNotFound,screen
5248,370662742,EyesNotFound,screen
5249,370679396,EyesNotFound,screen
5250,370696051,EyesNotFound,screen
5251,370712706,EyesNotFound,screen
5252,370729361,EyesNotFound,screen
5253,370746014,EyesNotFound,screen
5337,372144993,EyesNotFound,screen
5426,373627244,EyesNotFound,screen
5427,373643899,EyesNotFound,screen
5428,373660554,EyesNotFound,screen
5429,373677207,EyesNotFound,screen
5430,373693862,EyesNotFound,screen
5431,373710517,EyesNotFound,screen
5432,373727171,EyesNotFound,screen
5722,378556989,EyesNotFound,screen
5777,379472989,EyesNotFound,screen
5882,381221716,EyesNotFound,screen
5911,381704697,EyesNotFound,screen
6117,385135524,EyesNotFound,screen
6118,385152179,EyesNotFound,screen
6119,385168834,EyesNotFound,screen
6120,385185488,EyesNotFound,screen
6121,385202142,EyesNotFound,screen
6122,385218797,EyesNotFound,screen
6123,385235451,EyesNotFound,screen
6124,385252106,EyesNotFound,screen
6125,385268761,EyesNotFound,screen
6335,388766205,EyesNotFound,screen
6428,390315074,EyesNotFound,screen
6429,390331729,EyesNotFound,screen
6430,390348382,EyesNotFound,screen
6431,390365037,EyesNotFound,screen
6432,390381692,EyesNotFound,screen
6433,390398346,EyesNotFound,screen
6434,390415001,EyesNotFound,screen
6699,394828445,EyesNotFound,screen
6700,394845100,EyesNotFound,screen
6701,394861755,EyesNotFound,screen
6702,394878409,EyesNotFound,screen
6703,394895063,EyesNotFound,screen
6704,394911718,EyesNotFound,screen
7173,402722690,EyesNotFound,screen
7212,403372216,EyesNotFound,screen
7506,408268655,EyesNotFound,screen
7922,415196941,EyesNotFound,screen
8355,422408360,EyesNotFound,screen
8356,422425015,EyesNotFound,screen
8357,422441669,EyesNotFound,screen
8358,422458324,EyesNotFound,screen
8359,422474979,EyesNotFound,screen
8360,422491632,EyesNotFound,screen
8941,432167889,EyesNotFound,screen
9132,435348899,EyesNotFound,screen
9133,435365554,EyesNotFound,screen
9134,435382208,EyesNotFound,screen
9135,435398863,EyesNotFound,screen
9136,435415518,EyesNotFound,screen
9137,435432172,EyesNotFound,screen
9138,435448826,EyesNotFound,screen
9400,439812288,EyesNotFound,screen
9656,444075842,EyesNotFound,screen
9657,444092497,EyesNotFound,screen
9658,444109152,EyesNotFound,screen
9659,444125806,EyesNotFound,screen
9660,444142460,EyesNotFound,screen
9661,444159115,EyesNotFound,screen
9662,444175769,EyesNotFound,screen
9894,448039615,EyesNotFound,screen
9895,448056270,EyesNotFound,screen
9896,448072924,EyesNotFound,screen
9897,448089579,EyesNotFound,screen
9898,448106233,EyesNotFound,screen
10266,454235094,EyesNotFound,screen
10352,455667380,EyesNotFound,screen
10353,455684033,EyesNotFound,screen
10354,455700687,EyesNotFound,screen
10355,455717342,EyesNotFound,screen
10356,455733997,EyesNotFound,screen
10357,455750651,EyesNotFound,screen
10358,455767305,EyesNotFound,screen
10461,457482713,EyesNotFound,screen
10944,465526824,EyesNotFound,screen
10945,465543478,EyesNotFound,screen
10946,465560133,EyesNotFound,screen
10947,465576788,EyesNotFound,screen
10948,465593443,EyesNotFound,screen
10949,465610097,EyesNotFound,screen
10950,465626751,EyesNotFound,screen
11134,468691179,EyesNotFound,screen
11135,468707834,EyesNotFound,screen
11136,468724488,EyesNotFound,screen
11137,468741142,EyesNotFound,screen
11138,468757797,EyesNotFound,screen
11139,468774452,EyesNotFound,screen
11140,468791107,EyesNotFound,screen
11141,468807760,EyesNotFound,screen
11574,476019161,EyesNotFound,screen
11575,476035815,EyesNotFound,screen
11576,476052469,EyesNotFound,screen
11577,476069124,EyesNotFound,screen
11578,476085779,EyesNotFound,screen
11579,476102433,EyesNotFound,screen
11580,476119087,EyesNotFound,screen
11660,477451451,EyesNotFound,screen
11661,477468106,EyesNotFound,screen
11662,477484760,EyesNotFound,screen
11663,477501414,EyesNotFound,screen
11664,477518069,EyesNotFound,screen
11665,477534723,EyesNotFound,screen
11666,477551378,EyesNotFound,screen
12222,486811291,EyesNotFound,screen
12223,486827946,EyesNotFound,screen
12224,486844601,EyesNotFound,screen
12225,486861254,EyesNotFound,screen
12226,486877909,EyesNotFound,screen
12227,486894565,EyesNotFound,screen
12296,488043727,EyesNotFound,screen
12297,488060383,EyesNotFound,screen
12298,488077038,EyesNotFound,screen
12299,488093692,EyesNotFound,screen
12300,488110346,EyesNotFound,screen
12301,488127001,EyesNotFound,screen
12302,488143655,EyesNotFound,screen
13256,504032064,EyesNotFound,screen
13257,504048718,EyesNotFound,screen
13258,504065373,EyesNotFound,screen
13259,504082027,EyesNotFound,screen
13260,504098682,EyesNotFound,screen
13261,504115337,EyesNotFound,screen
13262,504131991,EyesNotFound,screen
13263,504148645,EyesNotFound,screen
13264,504165300,EyesNotFound,screen
13686,511193502,EyesNotFound,screen
13687,511210157,EyesNotFound,screen
13688,511226811,EyesNotFound,screen
13689,511243465,EyesNotFound,screen
13690,511260120,EyesNotFound,screen
13691,511276774,EyesNotFound,screen
13692,511293429,EyesNotFound,screen
13693,511310084,EyesNotFound,screen
13694,511326737,EyesNotFound,screen
13695,511343392,EyesNotFound,screen
13696,511360047,EyesNotFound,screen
13828,513558443,EyesNotFound,screen
13829,513575096,EyesNotFound,screen
13830,513591751,EyesNotFound,screen
13831,513608406,EyesNotFound,screen
13832,513625060,EyesNotFound,screen
13833,513641715,EyesNotFound,screen
13834,513658370,EyesNotFound,screen
13835,513675023,EyesNotFound,screen
13836,513691678,EyesNotFound,screen
13915,515007384,EyesNotFound,screen
14182,519454137,EyesNotFound,screen
14183,519470792,EyesNotFound,screen
14184,519487446,EyesNotFound,screen
14185,519504101,EyesNotFound,screen
14186,519520755,EyesNotFound,screen
14187,519537409,EyesNotFound,screen
14188,519554064,EyesNotFound,screen
14316,521685841,EyesNotFound,screen
14556,525682924,EyesNotFound,screen
14676,527681467,EyesNotFound,screen
14677,527698121,EyesNotFound,screen
14678,527714775,EyesNotFound,screen
14679,527731430,EyesNotFound,screen
14680,527748084,EyesNotFound,screen
14681,527764739,EyesNotFound,screen
14682,527781394,EyesNotFound,screen
14683,527798048,EyesNotFound,screen
14938,532044950,EyesNotFound,screen
14939,532061604,EyesNotFound,screen
14940,532078259,EyesNotFound,screen
14941,532094914,EyesNotFound,screen
14942,532111568,EyesNotFound,screen
14943,532128223,EyesNotFound,screen
14944,532144877,EyesNotFound,screen
15634,543636482,EyesNotFound,screen
15635,543653137,EyesNotFound,screen
15636,543669792,EyesNotFound,screen
15637,543686445,EyesNotFound,screen
15638,543703100,EyesNotFound,screen
15639,543719755,EyesNotFound,screen
15640,543736409,EyesNotFound,screen
15641,543753064,EyesNotFound,screen
15912,548266444,EyesNotFound,screen
15913,548283099,EyesNotFound,screen
15914,548299754,EyesNotFound,screen
15915,548316408,EyesNotFound,screen
15916,548333063,EyesNotFound,screen
15917,548349718,EyesNotFound,screen
15918,548366371,EyesNotFound,screen
16475,557642944,EyesNotFound,screen
16476,557659599,EyesNotFound,screen
16477,557676253,EyesNotFound,screen
16478,557692907,EyesNotFound,screen
16479,557709562,EyesNotFound,screen
16480,557726217,EyesNotFound,screen
16481,557742871,EyesNotFound,screen
16482,557759526,EyesNotFound,screen
16483,557776180,EyesNotFound,screen
16764,562456100,EyesNotFound,screen
16765,562472755,EyesNotFound,screen
16766,562489408,EyesNotFound,screen
16767,562506063,EyesNotFound,screen
16768,562522718,EyesNotFound,screen
16769,562539372,EyesNotFound,screen
16770,562556027,EyesNotFound,screen
16912,564920968,EyesNotFound,screen
16913,564937622,EyesNotFound,screen
16914,564954277,EyesNotFound,screen
16915,564970931,EyesNotFound,screen
16916,564987586,EyesNotFound,screen
16947,565503876,EyesNotFound,screen
17071,567569032,EyesNotFound,screen
17072,567585687,EyesNotFound,screen
17073,567602341,EyesNotFound,screen
17074,567618996,EyesNotFound,screen
17075,567635651,EyesNotFound,screen
17076,567652306,EyesNotFound,screen
17077,567668959,EyesNotFound,screen
17078,567685614,EyesNotFound,screen
17858,580676119,EyesNotFound,screen
17859,580692773,EyesNotFound,screen
17860,580709428,EyesNotFound,screen
17861,580726082,EyesNotFound,screen
17862,580742737,EyesNotFound,screen
17863,580759392,EyesNotFound,screen
17864,580776046,EyesNotFound,screen
18036,583640622,EyesNotFound,screen
18126,585139527,EyesNotFound,screen
18668,594166305,EyesNotFound,screen
18669,594182960,EyesNotFound,screen
18670,594199614,EyesNotFound,screen
18671,594216268,EyesNotFound,screen
18672,594232923,EyesNotFound,screen
18673,594249577,EyesNotFound,screen
18674,594266232,EyesNotFound,screen
18675,594282887,EyesNotFound,screen
18921,598379895,EyesNotFound,screen
