,Recording timestamp,Eye movement type,gaze_direction
33,226401322,EyesNotFound,screen
34,226417977,EyesNotFound,screen
35,226434632,EyesNotFound,screen
36,226451286,EyesNotFound,screen
37,226467941,EyesNotFound,screen
38,226484596,EyesNotFound,screen
381,232197125,EyesNotFound,screen
382,232213779,EyesNotFound,screen
383,232230434,EyesNotFound,screen
384,232247089,EyesNotFound,screen
385,232263743,EyesNotFound,screen
386,232280398,EyesNotFound,screen
387,232297053,EyesNotFound,screen
388,232313707,EyesNotFound,screen
389,232330362,EyesNotFound,screen
497,234129056,EyesNotFound,screen
498,234145711,EyesNotFound,screen
499,234162366,EyesNotFound,screen
500,234179020,EyesNotFound,screen
501,234195675,EyesNotFound,screen
857,240124705,EyesNotFound,None
858,240141360,EyesNotFound,None
859,240158014,EyesNotFound,None
860,240174669,EyesNotFound,None
861,240191324,EyesNotFound,None
862,240207978,EyesNotFound,None
863,240224633,EyesNotFound,None
864,240241287,EyesNotFound,None
865,240257941,EyesNotFound,None
866,240274596,EyesNotFound,None
867,240291251,EyesNotFound,None
868,240307905,EyesNotFound,None
869,240324560,EyesNotFound,None
870,240341215,EyesNotFound,None
871,240357870,EyesNotFound,None
872,240374524,EyesNotFound,None
873,240391179,EyesNotFound,None
874,240407833,EyesNotFound,None
875,240424487,EyesNotFound,None
876,240441142,EyesNotFound,None
877,240457797,EyesNotFound,None
878,240474451,EyesNotFound,None
879,240491106,EyesNotFound,None
880,240507761,EyesNotFound,None
881,240524415,EyesNotFound,None
882,240541070,EyesNotFound,None
883,240557725,EyesNotFound,None
884,240574379,EyesNotFound,None
885,240591033,EyesNotFound,None
886,240607688,EyesNotFound,None
887,240624343,EyesNotFound,None
888,240640997,EyesNotFound,None
889,240657652,EyesNotFound,None
890,240674307,EyesNotFound,None
891,240690961,EyesNotFound,None
892,240721143,EyesNotFound,None
893,240737797,EyesNotFound,None
894,240771839,EyesNotFound,None
895,240788494,EyesNotFound,None
896,240805149,EyesNotFound,None
897,240821803,EyesNotFound,None
898,240838458,EyesNotFound,None
899,240855113,EyesNotFound,None
900,240871767,EyesNotFound,None
901,240888422,EyesNotFound,None
902,240905077,EyesNotFound,None
903,240921730,EyesNotFound,None
904,240938385,EyesNotFound,None
905,240955040,EyesNotFound,None
906,240971695,EyesNotFound,None
907,240988349,EyesNotFound,None
908,241005004,EyesNotFound,None
909,241021659,EyesNotFound,None
910,241038313,EyesNotFound,None
911,241054968,EyesNotFound,None
912,241071623,EyesNotFound,None
913,241088276,EyesNotFound,None
914,241104931,EyesNotFound,None
915,241121586,EyesNotFound,None
916,241138240,EyesNotFound,None
917,241154895,EyesNotFound,None
918,241171550,EyesNotFound,None
919,241188204,EyesNotFound,None
920,241204859,EyesNotFound,None
921,241221514,EyesNotFound,None
922,241238169,EyesNotFound,None
923,241254822,EyesNotFound,None
924,241271477,EyesNotFound,None
925,241288132,EyesNotFound,None
926,241304786,EyesNotFound,None
927,241321441,EyesNotFound,screen
928,241338096,EyesNotFound,screen
929,241354750,EyesNotFound,None
930,241371405,EyesNotFound,None
931,241388060,EyesNotFound,None
932,241404714,EyesNotFound,None
933,241421368,EyesNotFound,None
934,241438023,EyesNotFound,None
935,241454677,EyesNotFound,None
936,241471332,EyesNotFound,None
937,241487987,EyesNotFound,None
