,Recording timestamp,Eye movement type,gaze_direction
162,215867855,EyesNotFound,None
163,215884509,EyesNotFound,None
164,215901165,EyesNotFound,None
165,215917819,EyesNotFound,None
166,215934474,EyesNotFound,None
167,215951128,EyesNotFound,None
168,215967782,EyesNotFound,None
169,215984437,EyesNotFound,None
170,216001092,EyesNotFound,None
171,216017746,EyesNotFound,None
172,216034401,EyesNotFound,None
173,216051056,EyesNotFound,None
174,216067709,EyesNotFound,None
175,216084365,EyesNotFound,None
176,216101020,EyesNotFound,None
177,216117675,EyesNotFound,None
178,216134328,EyesNotFound,None
179,216150983,EyesNotFound,None
180,216167638,EyesNotFound,None
181,216184292,EyesNotFound,None
182,216200947,EyesNotFound,None
183,216217602,EyesNotFound,None
184,216234256,EyesNotFound,None
185,216250911,EyesNotFound,None
186,216267565,EyesNotFound,None
187,216284220,EyesNotFound,None
188,216300875,EyesNotFound,None
189,216317530,EyesNotFound,None
190,216334183,EyesNotFound,None
191,216350838,EyesNotFound,None
192,216367493,EyesNotFound,None
193,216384148,EyesNotFound,None
194,216400802,EyesNotFound,None
195,216417457,EyesNotFound,None
196,216434112,EyesNotFound,None
197,216450765,EyesNotFound,None
198,216467420,EyesNotFound,None
199,216484076,EyesNotFound,None
200,216500730,EyesNotFound,None
201,216517385,EyesNotFound,None
202,216534039,EyesNotFound,None
203,216550693,EyesNotFound,None
204,216567348,EyesNotFound,None
205,216584003,EyesNotFound,None
206,216600657,EyesNotFound,None
207,216617312,EyesNotFound,None
208,216633966,EyesNotFound,None
209,216650621,EyesNotFound,None
210,216667276,EyesNotFound,None
211,216683931,EyesNotFound,None
212,216700586,EyesNotFound,None
213,216717239,EyesNotFound,None
214,216733894,EyesNotFound,None
215,216750549,EyesNotFound,None
216,216767203,EyesNotFound,None
217,216783858,EyesNotFound,None
218,216800513,EyesNotFound,None
219,216817166,EyesNotFound,None
220,216833821,EyesNotFound,None
221,216850476,EyesNotFound,None
222,216867131,EyesNotFound,None
223,216883786,EyesNotFound,None
224,216900441,EyesNotFound,None
225,216917095,EyesNotFound,None
226,216933749,EyesNotFound,None
227,216950404,EyesNotFound,None
228,216967059,EyesNotFound,None
229,216983713,EyesNotFound,None
230,217000368,EyesNotFound,None
231,217017022,EyesNotFound,None
232,217033676,EyesNotFound,None
233,217050332,EyesNotFound,None
234,217066987,EyesNotFound,None
235,217083641,EyesNotFound,None
236,217100295,EyesNotFound,None
237,217116950,EyesNotFound,None
238,217133604,EyesNotFound,None
239,217150259,EyesNotFound,None
240,217166914,EyesNotFound,None
241,217183569,EyesNotFound,None
242,217200223,EyesNotFound,None
243,217216877,EyesNotFound,None
244,217233532,EyesNotFound,None
245,217250187,EyesNotFound,None
246,217266842,EyesNotFound,None
247,217283496,EyesNotFound,None
248,217300151,EyesNotFound,None
249,217316805,EyesNotFound,None
250,217333460,EyesNotFound,None
251,217350114,EyesNotFound,None
252,217366769,EyesNotFound,None
253,217383424,EyesNotFound,None
254,217400078,EyesNotFound,None
255,217416732,EyesNotFound,None
256,217433388,EyesNotFound,None
257,217450043,EyesNotFound,None
258,217466696,EyesNotFound,None
259,217483352,EyesNotFound,None
260,217500007,EyesNotFound,None
261,217516660,EyesNotFound,None
262,217533315,EyesNotFound,None
263,217549970,EyesNotFound,None
264,217566624,EyesNotFound,None
265,217583279,EyesNotFound,None
266,217599933,EyesNotFound,None
267,217616587,EyesNotFound,None
268,217633243,EyesNotFound,None
269,217649897,EyesNotFound,None
270,217666552,EyesNotFound,None
271,217683207,EyesNotFound,None
272,217699861,EyesNotFound,None
273,217716516,EyesNotFound,None
274,217733170,EyesNotFound,None
275,217749825,EyesNotFound,None
276,217766480,EyesNotFound,None
277,217783134,EyesNotFound,None
278,217799788,EyesNotFound,None
279,217816444,EyesNotFound,None
280,217833097,EyesNotFound,None
281,217849752,EyesNotFound,None
282,217866408,EyesNotFound,None
283,217883062,EyesNotFound,None
284,217899716,EyesNotFound,None
285,217916371,EyesNotFound,None
286,217933025,EyesNotFound,None
287,217949680,EyesNotFound,None
288,217966335,EyesNotFound,None
289,217982990,EyesNotFound,None
290,217999643,EyesNotFound,None
291,218016299,EyesNotFound,None
292,218032953,EyesNotFound,None
293,218049608,EyesNotFound,None
294,218066263,EyesNotFound,None
295,218082918,EyesNotFound,None
296,218099571,EyesNotFound,None
297,218116226,EyesNotFound,None
298,218132881,EyesNotFound,None
299,218149535,EyesNotFound,None
300,218166190,EyesNotFound,None
301,218182845,EyesNotFound,None
302,218199499,EyesNotFound,None
303,218216153,EyesNotFound,None
304,218232809,EyesNotFound,None
305,218249464,EyesNotFound,None
306,218266118,EyesNotFound,None
307,218282773,EyesNotFound,None
308,218299427,EyesNotFound,None
309,218316081,EyesNotFound,None
310,218332736,EyesNotFound,None
311,218349391,EyesNotFound,None
312,218366045,EyesNotFound,None
313,218382699,EyesNotFound,None
314,218399354,EyesNotFound,None
315,218416009,EyesNotFound,None
316,218432664,EyesNotFound,None
317,218449319,EyesNotFound,None
318,218465973,EyesNotFound,None
319,218482627,EyesNotFound,None
320,218499282,EyesNotFound,None
321,218515937,EyesNotFound,None
322,218532591,EyesNotFound,None
323,218549246,EyesNotFound,None
324,218565901,EyesNotFound,None
325,218582554,EyesNotFound,None
326,218599210,EyesNotFound,None
327,218615865,EyesNotFound,None
328,218632519,EyesNotFound,None
329,218649174,EyesNotFound,None
330,218665829,EyesNotFound,None
331,218682482,EyesNotFound,None
332,218699137,EyesNotFound,None
333,218715792,EyesNotFound,None
334,218732446,EyesNotFound,None
335,218749101,EyesNotFound,None
336,218765756,EyesNotFound,None
337,218782411,EyesNotFound,None
338,218799065,EyesNotFound,None
339,218815720,EyesNotFound,None
340,218832375,EyesNotFound,None
416,220098118,EyesNotFound,None
417,220114773,EyesNotFound,None
418,220131427,EyesNotFound,None
419,220148081,EyesNotFound,None
420,220164736,EyesNotFound,None
421,220181390,EyesNotFound,None
422,220198045,EyesNotFound,None
423,220214700,EyesNotFound,None
424,220231354,EyesNotFound,None
425,220262544,EyesNotFound,None
426,220279198,EyesNotFound,None
427,220313233,EyesNotFound,None
428,220329888,EyesNotFound,None
429,220346541,EyesNotFound,None
430,220363196,EyesNotFound,None
431,220379851,EyesNotFound,None
432,220396505,EyesNotFound,None
433,220413160,EyesNotFound,None
434,220429815,EyesNotFound,None
435,220446468,EyesNotFound,None
436,220463123,EyesNotFound,None
437,220479778,EyesNotFound,None
438,220496432,EyesNotFound,None
439,220513087,EyesNotFound,None
440,220529742,EyesNotFound,None
441,220546396,EyesNotFound,None
442,220563050,EyesNotFound,None
443,220579705,EyesNotFound,None
444,220596360,EyesNotFound,None
445,220613014,EyesNotFound,None
446,220629669,EyesNotFound,None
447,220646323,EyesNotFound,None
448,220662977,EyesNotFound,None
449,220679632,EyesNotFound,None
450,220696287,EyesNotFound,None
451,220712941,EyesNotFound,None
452,220729596,EyesNotFound,None
453,220746250,EyesNotFound,None
454,220762904,EyesNotFound,None
538,222161884,EyesNotFound,None
539,222178539,EyesNotFound,None
540,222195194,EyesNotFound,None
541,222211847,EyesNotFound,None
542,222228502,EyesNotFound,None
543,222245157,EyesNotFound,None
572,222728138,EyesNotFound,None
573,222744792,EyesNotFound,None
574,222761447,EyesNotFound,None
575,222778102,EyesNotFound,None
576,222794755,EyesNotFound,None
577,222811410,EyesNotFound,None
578,222828065,EyesNotFound,None
579,222844719,EyesNotFound,None
580,222861374,EyesNotFound,None
581,222878029,EyesNotFound,None
582,222894682,EyesNotFound,None
583,222911337,EyesNotFound,None
584,222927992,EyesNotFound,None
585,222944647,EyesNotFound,None
586,222961301,EyesNotFound,None
587,222977956,EyesNotFound,None
588,222994610,EyesNotFound,None
589,223011264,EyesNotFound,None
590,223027919,EyesNotFound,None
591,223044574,EyesNotFound,None
592,223061228,EyesNotFound,None
593,223077883,EyesNotFound,None
594,223094537,EyesNotFound,None
595,223111191,EyesNotFound,None
596,223127846,EyesNotFound,None
597,223144501,EyesNotFound,None
598,223161155,EyesNotFound,None
599,223177809,EyesNotFound,None
600,223194464,EyesNotFound,None
601,223211119,EyesNotFound,None
602,223227773,EyesNotFound,None
603,223244428,EyesNotFound,None
604,223261083,EyesNotFound,None
605,223277736,EyesNotFound,None
606,223294391,EyesNotFound,None
607,223311046,EyesNotFound,None
608,223327700,EyesNotFound,None
609,223344355,EyesNotFound,None
610,223361010,EyesNotFound,None
611,223377663,EyesNotFound,None
612,223394318,EyesNotFound,None
613,223410973,EyesNotFound,None
614,223427627,EyesNotFound,None
615,223444282,EyesNotFound,None
616,223460937,EyesNotFound,None
617,223477591,EyesNotFound,None
618,223494245,EyesNotFound,None
619,223510900,EyesNotFound,None
620,223527555,EyesNotFound,None
621,223544209,EyesNotFound,None
622,223560864,EyesNotFound,None
623,223577518,EyesNotFound,None
624,223594172,EyesNotFound,None
625,223610827,EyesNotFound,None
626,223627482,EyesNotFound,None
627,223644136,EyesNotFound,None
628,223660791,EyesNotFound,None
629,223677445,EyesNotFound,None
630,223694099,EyesNotFound,None
631,223710754,EyesNotFound,None
632,223727409,EyesNotFound,None
633,223744064,EyesNotFound,None
634,223760718,EyesNotFound,None
635,223777372,EyesNotFound,None
636,223794027,EyesNotFound,None
637,223810681,EyesNotFound,None
