,Recording timestamp,Eye movement type,gaze_direction
99,284622207,EyesNotFound,None
100,284638861,EyesNotFound,None
101,284655516,EyesNotFound,None
102,284672171,EyesNotFound,None
103,284688825,EyesNotFound,None
104,284705480,EyesNotFound,None
293,287853202,EyesNotFound,screen
294,287869857,EyesNotFound,screen
295,287886511,EyesNotFound,screen
296,287903166,EyesNotFound,screen
297,287919821,EyesNotFound,screen
298,287936475,EyesNotFound,screen
299,287953130,EyesNotFound,screen
327,288419459,EyesNotFound,screen
328,288436114,EyesNotFound,screen
329,288452769,EyesNotFound,screen
330,288469423,EyesNotFound,screen
331,288486078,EyesNotFound,screen
332,288502733,EyesNotFound,screen
333,288519388,EyesNotFound,screen
334,288536041,EyesNotFound,screen
335,288552696,EyesNotFound,screen
336,288569351,EyesNotFound,screen
337,288586005,EyesNotFound,screen
338,288602660,EyesNotFound,screen
339,288619315,EyesNotFound,screen
340,288635969,EyesNotFound,screen
341,288652624,EyesNotFound,screen
342,288669279,EyesNotFound,screen
343,288685933,EyesNotFound,screen
344,288702588,EyesNotFound,screen
345,288719243,EyesNotFound,screen
346,288735897,EyesNotFound,screen
347,288752552,EyesNotFound,screen
348,288769207,EyesNotFound,screen
349,288785861,EyesNotFound,screen
350,288802515,EyesNotFound,screen
351,288819170,EyesNotFound,screen
352,288835825,EyesNotFound,screen
353,288852479,EyesNotFound,screen
354,288869134,EyesNotFound,screen
355,288885789,EyesNotFound,screen
356,288902443,EyesNotFound,screen
357,288919098,EyesNotFound,screen
358,288935753,EyesNotFound,screen
359,288952407,EyesNotFound,screen
360,288969062,EyesNotFound,screen
361,288985717,EyesNotFound,screen
362,289002371,EyesNotFound,screen
363,289019026,EyesNotFound,screen
364,289035680,EyesNotFound,screen
365,289052335,EyesNotFound,screen
366,289068989,EyesNotFound,screen
367,289085644,EyesNotFound,screen
368,289102299,EyesNotFound,screen
369,289118953,EyesNotFound,screen
370,289135608,EyesNotFound,screen
371,289152263,EyesNotFound,screen
372,289168917,EyesNotFound,screen
373,289185572,EyesNotFound,screen
726,295064653,EyesNotFound,None
727,295081307,EyesNotFound,None
728,295097962,EyesNotFound,None
729,295114617,EyesNotFound,None
730,295131270,EyesNotFound,None
940,298628741,EyesNotFound,None
941,298645396,EyesNotFound,screen
942,298662050,EyesNotFound,screen
943,298678705,EyesNotFound,None
944,298695360,EyesNotFound,None
1046,300394131,EyesNotFound,None
1047,300410785,EyesNotFound,None
1048,300427440,EyesNotFound,None
1049,300444094,EyesNotFound,None
1050,300460748,EyesNotFound,None
1294,304524476,EyesNotFound,None
1295,304541131,EyesNotFound,None
1296,304557785,EyesNotFound,None
1297,304574439,EyesNotFound,None
1298,304591094,EyesNotFound,None
1299,304607749,EyesNotFound,None
1300,304624403,EyesNotFound,None
1592,309487552,EyesNotFound,None
1593,309504207,EyesNotFound,None
1594,309520861,EyesNotFound,None
1595,309537516,EyesNotFound,None
1596,309554171,EyesNotFound,None
1597,309570826,EyesNotFound,None
1718,311586035,EyesNotFound,None
1719,311602688,EyesNotFound,None
1720,311619343,EyesNotFound,None
1721,311635998,EyesNotFound,None
1722,311652652,EyesNotFound,None
1723,311669307,EyesNotFound,None
1794,312851785,EyesNotFound,None
1795,312868440,EyesNotFound,None
1796,312885094,EyesNotFound,None
1797,312901749,EyesNotFound,None
1798,312918404,EyesNotFound,None
1799,312935058,EyesNotFound,None
1800,312951713,EyesNotFound,None
1841,313634552,EyesNotFound,None
1842,313651207,EyesNotFound,None
1843,313667862,EyesNotFound,None
1844,313684516,EyesNotFound,None
1845,313701171,EyesNotFound,None
1846,313717826,EyesNotFound,None
1940,315283362,EyesNotFound,None
1941,315300017,EyesNotFound,None
1942,315316672,EyesNotFound,None
1943,315333326,EyesNotFound,None
1944,315349981,EyesNotFound,None
2040,316948830,EyesNotFound,None
2041,316965485,EyesNotFound,None
2042,316982139,EyesNotFound,None
2043,316998794,EyesNotFound,None
2044,317015448,EyesNotFound,None
2378,322578099,EyesNotFound,None
2379,322594754,EyesNotFound,None
2380,322611409,EyesNotFound,None
2381,322628064,EyesNotFound,None
2382,322644718,EyesNotFound,None
2639,326924960,EyesNotFound,None
2640,326941615,EyesNotFound,None
2641,326958269,EyesNotFound,None
2642,326974924,EyesNotFound,None
2643,326991578,EyesNotFound,None
2644,327008232,EyesNotFound,None
2645,327024887,EyesNotFound,None
2646,327041543,EyesNotFound,None
2647,327058197,EyesNotFound,None
2648,327074852,EyesNotFound,None
2649,327091507,EyesNotFound,None
2650,327108161,EyesNotFound,None
2651,327124816,EyesNotFound,None
2652,327141471,EyesNotFound,None
2653,327158126,EyesNotFound,None
2654,327174780,EyesNotFound,None
2657,327224744,EyesNotFound,None
2658,327241398,EyesNotFound,None
2659,327258053,EyesNotFound,None
2660,327274707,EyesNotFound,None
2661,327291362,EyesNotFound,None
2662,327308017,EyesNotFound,None
2663,327324671,EyesNotFound,None
2664,327341326,EyesNotFound,None
2665,327357981,EyesNotFound,None
2666,327374635,EyesNotFound,None
2669,327424600,EyesNotFound,None
2670,327441254,EyesNotFound,None
2671,327457909,EyesNotFound,None
2672,327474564,EyesNotFound,None
2679,327591145,EyesNotFound,None
2680,327607800,EyesNotFound,None
2681,327624455,EyesNotFound,None
2682,327641109,EyesNotFound,None
2683,327657764,EyesNotFound,None
2684,327674419,EyesNotFound,None
2685,327691074,EyesNotFound,None
2686,327707728,EyesNotFound,None
2687,327724383,EyesNotFound,None
2688,327741038,EyesNotFound,None
2689,327757693,EyesNotFound,None
2690,327774347,EyesNotFound,None
2691,327791002,EyesNotFound,None
2692,327807656,EyesNotFound,None
2693,327824311,EyesNotFound,None
2694,327840966,EyesNotFound,None
2695,327857620,EyesNotFound,None
2696,327874275,EyesNotFound,None
2697,327890930,EyesNotFound,None
2698,327907584,EyesNotFound,None
2699,327924239,EyesNotFound,None
2700,327940894,EyesNotFound,None
2701,327957549,EyesNotFound,None
2702,327974203,EyesNotFound,None
2703,327990858,EyesNotFound,None
2704,328007513,EyesNotFound,None
2705,328024167,EyesNotFound,None
2706,328040821,EyesNotFound,None
2707,328057476,EyesNotFound,None
2708,328074130,EyesNotFound,None
2709,328090785,EyesNotFound,None
2710,328107440,EyesNotFound,None
2711,328124094,EyesNotFound,None
2712,328140749,EyesNotFound,None
2713,328157404,EyesNotFound,None
2714,328174058,EyesNotFound,None
2715,328190713,EyesNotFound,None
2716,328207368,EyesNotFound,None
2717,328224023,EyesNotFound,None
2718,328240677,EyesNotFound,None
2719,328257332,EyesNotFound,None
2720,328273987,EyesNotFound,None
2721,328290641,EyesNotFound,None
2722,328307295,EyesNotFound,None
2723,328323950,EyesNotFound,None
2724,328340604,EyesNotFound,None
2725,328357259,EyesNotFound,None
2726,328373914,EyesNotFound,None
2727,328390568,EyesNotFound,None
2728,328407223,EyesNotFound,None
2729,328423878,EyesNotFound,None
2730,328440532,EyesNotFound,None
2731,328457187,EyesNotFound,None
2732,328473843,EyesNotFound,None
2733,328490498,EyesNotFound,None
2734,328507152,EyesNotFound,None
2735,328523807,EyesNotFound,None
2736,328540462,EyesNotFound,None
2737,328557116,EyesNotFound,screen
2738,328573770,EyesNotFound,screen
2739,328590425,EyesNotFound,screen
2740,328607079,EyesNotFound,None
2741,328623734,EyesNotFound,None
2742,328640389,EyesNotFound,None
2743,328657043,EyesNotFound,None
2744,328673698,EyesNotFound,None
2745,328690353,EyesNotFound,None
2746,328707007,EyesNotFound,None
2747,328723662,EyesNotFound,None
2748,328740317,EyesNotFound,None
2749,328756972,EyesNotFound,None
2750,328773626,EyesNotFound,None
2751,328790281,EyesNotFound,None
2752,328806936,EyesNotFound,None
2803,329656322,EyesNotFound,None
2804,329672976,EyesNotFound,None
2805,329689631,EyesNotFound,None
2806,329706286,EyesNotFound,None
2807,329722940,EyesNotFound,None
2808,329739595,EyesNotFound,None
2809,329756250,EyesNotFound,None
2810,329772904,EyesNotFound,None
2811,329789559,EyesNotFound,None
2812,329806214,EyesNotFound,None
2813,329822869,EyesNotFound,None
2814,329839523,EyesNotFound,None
2815,329856178,EyesNotFound,None
2816,329872833,EyesNotFound,None
2817,329889487,EyesNotFound,None
2818,329906141,EyesNotFound,None
2819,329922796,EyesNotFound,None
2820,329939450,EyesNotFound,None
2821,329956105,EyesNotFound,None
2822,329972760,EyesNotFound,None
2823,329989414,EyesNotFound,None
2824,330006069,EyesNotFound,None
2825,330022724,EyesNotFound,None
2826,330039378,EyesNotFound,None
2827,330056033,EyesNotFound,None
2828,330072688,EyesNotFound,None
2829,330089343,EyesNotFound,None
2830,330105997,EyesNotFound,None
2831,330122652,EyesNotFound,None
2832,330139307,EyesNotFound,None
2833,330155961,EyesNotFound,None
2834,330172615,EyesNotFound,None
2835,330189270,EyesNotFound,None
2836,330205924,EyesNotFound,None
2837,330222579,EyesNotFound,None
2838,330239234,EyesNotFound,None
2839,330255888,EyesNotFound,None
2840,330272543,EyesNotFound,None
2841,330289198,EyesNotFound,None
2842,330305852,EyesNotFound,None
2843,330322507,EyesNotFound,None
2844,330339162,EyesNotFound,None
2845,330355817,EyesNotFound,None
2846,330372471,EyesNotFound,None
2847,330389126,EyesNotFound,None
2848,330405781,EyesNotFound,None
2849,330422435,EyesNotFound,None
2850,330439089,EyesNotFound,None
2851,330455744,EyesNotFound,None
2852,330472398,EyesNotFound,None
2853,330489053,EyesNotFound,None
2854,330505708,EyesNotFound,None
2855,330522362,EyesNotFound,None
2856,330539017,EyesNotFound,None
2857,330555672,EyesNotFound,None
2858,330572326,EyesNotFound,None
2859,330588981,EyesNotFound,None
2860,330605636,EyesNotFound,None
2861,330622291,EyesNotFound,None
2862,330638945,EyesNotFound,None
2863,330655600,EyesNotFound,None
2864,330672255,EyesNotFound,None
2865,330688909,EyesNotFound,None
2866,330705563,EyesNotFound,None
2867,330722218,EyesNotFound,None
2868,330738872,EyesNotFound,None
2869,330755527,EyesNotFound,None
2870,330772182,EyesNotFound,None
2871,330788836,EyesNotFound,None
2872,330805491,EyesNotFound,None
2873,330822146,EyesNotFound,None
2874,330838800,EyesNotFound,None
2875,330855455,EyesNotFound,None
2876,330872110,EyesNotFound,None
2877,330888765,EyesNotFound,None
2878,330905419,EyesNotFound,None
2879,330922074,EyesNotFound,None
2880,330938729,EyesNotFound,None
2881,330955383,EyesNotFound,None
2882,330972037,EyesNotFound,None
2883,330988692,EyesNotFound,None
3041,333620123,EyesNotFound,None
3042,333636777,EyesNotFound,None
3043,333653432,EyesNotFound,None
3044,333670086,EyesNotFound,None
3045,333686741,EyesNotFound,None
3046,333703396,EyesNotFound,None
3047,333720050,EyesNotFound,None
3048,333736705,EyesNotFound,None
3049,333753360,EyesNotFound,None
3050,333770014,EyesNotFound,None
3051,333786669,EyesNotFound,None
3052,333803324,EyesNotFound,None
3053,333819979,EyesNotFound,None
3054,333836633,EyesNotFound,None
3055,333853288,EyesNotFound,None
3056,333869943,EyesNotFound,None
3057,333886597,EyesNotFound,None
3058,333903251,EyesNotFound,None
3059,333919906,EyesNotFound,None
3060,333936560,EyesNotFound,None
3061,333953215,EyesNotFound,None
3062,333969870,EyesNotFound,None
3063,333986524,EyesNotFound,None
3064,334003179,EyesNotFound,None
3065,334019834,EyesNotFound,None
3066,334036488,EyesNotFound,None
3067,334053143,EyesNotFound,None
3068,334069798,EyesNotFound,None
3069,334086453,EyesNotFound,None
3070,334103107,EyesNotFound,None
3071,334119762,EyesNotFound,None
3072,334136417,EyesNotFound,None
3073,334153071,EyesNotFound,None
3074,334169725,EyesNotFound,None
3075,334186380,EyesNotFound,None
3076,334203034,EyesNotFound,None
3077,334219689,EyesNotFound,None
3078,334236343,EyesNotFound,None
3079,334252997,EyesNotFound,None
3080,334269652,EyesNotFound,None
3081,334286307,EyesNotFound,None
3082,334302961,EyesNotFound,None
3083,334319616,EyesNotFound,None
3084,334336271,EyesNotFound,None
3085,334352926,EyesNotFound,None
3086,334369580,EyesNotFound,None
3087,334386235,EyesNotFound,None
3088,334402890,EyesNotFound,None
3089,334419544,EyesNotFound,None
3090,334436198,EyesNotFound,None
3091,334452853,EyesNotFound,None
3092,334469507,EyesNotFound,None
3093,334486162,EyesNotFound,None
3094,334502817,EyesNotFound,None
3095,334519471,EyesNotFound,None
3096,334536125,EyesNotFound,None
3097,334552780,EyesNotFound,None
3098,334569434,EyesNotFound,None
3099,334586089,EyesNotFound,None
3100,334602744,EyesNotFound,None
3101,334619399,EyesNotFound,None
3102,334636053,EyesNotFound,None
3103,334652708,EyesNotFound,None
3104,334669363,EyesNotFound,None
3105,334686017,EyesNotFound,None
3106,334702671,EyesNotFound,None
3107,334719326,EyesNotFound,None
3108,334735980,EyesNotFound,None
3109,334752635,EyesNotFound,None
3110,334769290,EyesNotFound,None
3111,334785944,EyesNotFound,None
3112,334802599,EyesNotFound,None
3113,334819253,EyesNotFound,None
3114,334835907,EyesNotFound,None
3115,334852562,EyesNotFound,None
3116,334869217,EyesNotFound,None
3117,334885872,EyesNotFound,None
3118,334902526,EyesNotFound,None
3119,334919181,EyesNotFound,None
3120,334935836,EyesNotFound,None
3121,334952490,EyesNotFound,None
3122,334969144,EyesNotFound,None
3123,334985799,EyesNotFound,None
3124,335002453,EyesNotFound,None
3125,335019108,EyesNotFound,None
3126,335035763,EyesNotFound,None
3127,335052417,EyesNotFound,None
