,Recording timestamp,Eye movement type,gaze_direction
1,194980600,EyesNotFound,screen
2,194997255,EyesNotFound,screen
3,195013909,EyesNotFound,screen
4,195030563,EyesNotFound,screen
5,195047218,EyesNotFound,screen
6,195063872,EyesNotFound,screen
90,196462849,EyesNotFound,screen
91,196479504,EyesNotFound,screen
92,196496159,EyesNotFound,screen
93,196512812,EyesNotFound,screen
94,196529467,EyesNotFound,screen
95,196546122,EyesNotFound,screen
96,196562776,EyesNotFound,screen
113,196845902,EyesNotFound,screen
114,196862557,EyesNotFound,screen
115,196879211,EyesNotFound,screen
116,196895866,EyesNotFound,screen
117,196912521,EyesNotFound,screen
118,196929174,EyesNotFound,screen
119,196945829,EyesNotFound,screen
120,196962484,EyesNotFound,screen
121,196979138,EyesNotFound,screen
129,197112374,EyesNotFound,screen
130,197129029,EyesNotFound,screen
131,197145683,EyesNotFound,screen
187,198078335,EyesNotFound,screen
188,198094989,EyesNotFound,screen
189,198111643,EyesNotFound,screen
190,198128298,EyesNotFound,screen
191,198144953,EyesNotFound,screen
192,198161607,EyesNotFound,screen
193,198178261,EyesNotFound,screen
194,198194916,EyesNotFound,screen
195,198211570,EyesNotFound,screen
196,198228225,EyesNotFound,screen
197,198244880,EyesNotFound,screen
198,198261533,EyesNotFound,screen
199,198278188,EyesNotFound,screen
200,198294843,EyesNotFound,screen
201,198311497,EyesNotFound,screen
202,198328151,EyesNotFound,screen
203,198344806,EyesNotFound,screen
204,198361461,EyesNotFound,screen
205,198378115,EyesNotFound,screen
211,198478043,EyesNotFound,screen
217,198577969,EyesNotFound,screen
376,201226034,EyesNotFound,screen
377,201242687,EyesNotFound,screen
378,201259342,EyesNotFound,screen
379,201275997,EyesNotFound,screen
380,201292652,EyesNotFound,screen
482,202991409,EyesNotFound,screen
614,205189804,EyesNotFound,screen
649,205772712,EyesNotFound,screen
650,205789367,EyesNotFound,screen
651,205806022,EyesNotFound,screen
805,208370819,EyesNotFound,screen
806,208387472,EyesNotFound,screen
807,208404127,EyesNotFound,screen
808,208420782,EyesNotFound,screen
809,208437436,EyesNotFound,screen
810,208454091,EyesNotFound,screen
1135,213866802,EyesNotFound,screen
1136,213883455,EyesNotFound,screen
1137,213900111,EyesNotFound,screen
1140,213950075,EyesNotFound,screen
1199,214932692,EyesNotFound,screen
1200,214949346,EyesNotFound,screen
