,Recording timestamp,Eye movement type,gaze_direction
56,308849180,EyesNotFound,screen
57,308865835,EyesNotFound,screen
58,308882489,EyesNotFound,screen
59,308899144,EyesNotFound,screen
60,308915799,EyesNotFound,screen
61,308932453,EyesNotFound,screen
62,308949107,EyesNotFound,screen
63,308965762,EyesNotFound,screen
64,308982416,EyesNotFound,screen
65,308999071,EyesNotFound,screen
299,312896253,EyesNotFound,screen
300,312912907,EyesNotFound,screen
301,312929561,EyesNotFound,screen
302,312946216,EyesNotFound,screen
303,312962872,EyesNotFound,screen
304,312979526,EyesNotFound,screen
432,315111326,EyesNotFound,screen
433,315127981,EyesNotFound,screen
434,315144636,EyesNotFound,screen
435,315161290,EyesNotFound,screen
436,315177945,EyesNotFound,screen
437,315194600,EyesNotFound,screen
438,315211255,EyesNotFound,screen
439,315227910,EyesNotFound,screen
440,315244565,EyesNotFound,screen
441,315261219,EyesNotFound,screen
442,315277873,EyesNotFound,screen
443,315294528,EyesNotFound,screen
642,318608805,EyesNotFound,screen
643,318625459,EyesNotFound,screen
644,318642114,EyesNotFound,screen
645,318658769,EyesNotFound,screen
646,318675424,EyesNotFound,screen
647,318692077,EyesNotFound,screen
648,318708732,EyesNotFound,screen
655,318825315,EyesNotFound,screen
656,318841969,EyesNotFound,screen
657,318858624,EyesNotFound,screen
658,318875279,EyesNotFound,screen
659,318891933,EyesNotFound,screen
660,318908587,EyesNotFound,screen
661,318925242,EyesNotFound,screen
662,318941897,EyesNotFound,screen
663,318958551,EyesNotFound,screen
664,318975206,EyesNotFound,screen
665,318991861,EyesNotFound,screen
666,319008515,EyesNotFound,screen
667,319025170,EyesNotFound,screen
668,319041825,EyesNotFound,screen
751,320424157,EyesNotFound,screen
752,320440811,EyesNotFound,screen
753,320457466,EyesNotFound,screen
754,320474121,EyesNotFound,screen
755,320490775,EyesNotFound,screen
756,320507430,EyesNotFound,screen
757,320524085,EyesNotFound,screen
758,320540740,EyesNotFound,screen
759,320557394,EyesNotFound,screen
760,320574049,EyesNotFound,screen
761,320590704,EyesNotFound,screen
762,320607358,EyesNotFound,screen
763,320624012,EyesNotFound,screen
764,320640667,EyesNotFound,screen
765,320657321,EyesNotFound,screen
845,321989690,EyesNotFound,screen
