Index,Time stamp,start position seconds,start in microsecond,Minutes of consultation,consultation in microseconds,ParticipantID,starttobii,endtobii,ActionStart,ActionEnd,starttobii_HMS,endtobii_HMS,result,result -20
1,9/2/2023 9:05,0.869314,869314,7.3241781,439450686.0,P01,190011688.0,629000000.0,play,,01:03:10.011688,01:10:29,240142374.0,220142374.0
1,9/2/2023 9:05,0.869314,869314,7.3241781,439450686.0,P01,190011688.0,629000000.0,play,,01:03:10.011688,01:10:29,264142374.0,244142374.0
1,9/2/2023 9:05,0.869314,869314,7.3241781,439450686.0,P01,190011688.0,629000000.0,play,,01:03:10.011688,01:10:29,292142374.0,272142374.0
1,9/2/2023 9:05,0.869314,869314,7.3241781,439450686.0,P01,190011688.0,629000000.0,play,,01:03:10.011688,01:10:29,323142374.0,303142374.0
1,9/2/2023 9:05,0.869314,869314,7.3241781,439450686.0,P01,190011688.0,629000000.0,play,,01:03:10.011688,01:10:29,351142374.0,331142374.0
1,9/2/2023 9:05,0.869314,869314,7.3241781,439450686.0,P01,190011688.0,629000000.0,play,,01:03:10.011688,01:10:29,368142374.0,348142374.0
1,9/2/2023 9:05,0.869314,869314,7.3241781,439450686.0,P01,190011688.0,629000000.0,play,,01:03:10.011688,01:10:29,378142374.0,358142374.0
1,9/2/2023 9:05,0.869314,869314,7.3241781,439450686.0,P01,190011688.0,629000000.0,play,,01:03:10.011688,01:10:29,378142374.0,358142374.0
1,9/2/2023 9:05,0.869314,869314,7.3241781,439450686.0,P01,190011688.0,629000000.0,play,,01:03:10.011688,01:10:29,388142374.0,368142374.0
1,9/2/2023 9:05,0.869314,869314,7.3241781,439450686.0,P01,190011688.0,629000000.0,play,,01:03:10.011688,01:10:29,402142374.0,382142374.0
1,9/2/2023 9:05,0.869314,869314,7.3241781,439450686.0,P01,190011688.0,629000000.0,play,,01:03:10.011688,01:10:29,414142374.0,394142374.0
1,9/2/2023 9:05,0.869314,869314,7.3241781,439450686.0,P01,190011688.0,629000000.0,play,,01:03:10.011688,01:10:29,414142374.0,394142374.0
1,9/2/2023 9:05,0.869314,869314,7.3241781,439450686.0,P01,190011688.0,629000000.0,play,,01:03:10.011688,01:10:29,502142374.0,482142374.0
1,9/2/2023 9:05,0.869314,869314,7.3241781,439450686.0,P01,190011688.0,629000000.0,play,,01:03:10.011688,01:10:29,527142374.0,507142374.0
1,9/2/2023 9:05,0.869314,869314,7.3241781,439450686.0,P01,190011688.0,629000000.0,play,,01:03:10.011688,01:10:29,530142374.0,510142374.0
1,9/2/2023 9:05,0.869314,869314,7.3241781,439450686.0,P01,190011688.0,629000000.0,play,,01:03:10.011688,01:10:29,425142374.0,405142374.0
1,9/2/2023 9:05,0.869314,869314,7.3241781,439450686.0,P01,190011688.0,629000000.0,play,,01:03:10.011688,01:10:29,591142374.0,571142374.0
1,9/2/2023 9:05,0.869314,869314,7.3241781,439450686.0,P01,190011688.0,629000000.0,play,,01:03:10.011688,01:10:29,478142374.0,458142374.0
1,9/2/2023 9:05,0.869314,869314,7.3241781,439450686.0,P01,190011688.0,629000000.0,play,,01:03:10.011688,01:10:29,540142374.0,520142374.0
