Index,Time stamp,start position seconds,start in microsecond,Minutes of consultation,consultation in microseconds,ParticipantID,starttobii,endtobii,ActionStart,ActionEnd,starttobii_HMS,endtobii_HMS,result,result -20
86,10/2/2023 15:00,0.0,0,7.337703317,440262199.0,P11,181050816.0,630678522.0,play,fb,01:03:01.050816,01:10:30.678522,232050816.0,212050816.0
86,10/2/2023 15:00,0.0,0,7.337703317,440262199.0,P11,181050816.0,630678522.0,play,fb,01:03:01.050816,01:10:30.678522,256050816.0,236050816.0
86,10/2/2023 15:00,0.0,0,7.337703317,440262199.0,P11,181050816.0,630678522.0,play,fb,01:03:01.050816,01:10:30.678522,284050816.0,264050816.0
86,10/2/2023 15:00,0.0,0,7.337703317,440262199.0,P11,181050816.0,630678522.0,play,fb,01:03:01.050816,01:10:30.678522,315050816.0,295050816.0
86,10/2/2023 15:00,0.0,0,7.337703317,440262199.0,P11,181050816.0,630678522.0,play,fb,01:03:01.050816,01:10:30.678522,343050816.0,323050816.0
86,10/2/2023 15:00,0.0,0,7.337703317,440262199.0,P11,181050816.0,630678522.0,play,fb,01:03:01.050816,01:10:30.678522,360050816.0,340050816.0
86,10/2/2023 15:00,0.0,0,7.337703317,440262199.0,P11,181050816.0,630678522.0,play,fb,01:03:01.050816,01:10:30.678522,370050816.0,350050816.0
86,10/2/2023 15:00,0.0,0,7.337703317,440262199.0,P11,181050816.0,630678522.0,play,fb,01:03:01.050816,01:10:30.678522,370050816.0,350050816.0
86,10/2/2023 15:00,0.0,0,7.337703317,440262199.0,P11,181050816.0,630678522.0,play,fb,01:03:01.050816,01:10:30.678522,380050816.0,360050816.0
87,10/2/2023 15:08,414.17,414170000,0.435833333,26149999.98,P11,630678522.0,661000000.0,fb,,01:10:30.678522,01:11:01,429508522.0,409508522.0
87,10/2/2023 15:08,414.17,414170000,0.435833333,26149999.98,P11,630678522.0,661000000.0,fb,,01:10:30.678522,01:11:01,441508522.0,421508522.0
87,10/2/2023 15:08,414.17,414170000,0.435833333,26149999.98,P11,630678522.0,661000000.0,fb,,01:10:30.678522,01:11:01,441508522.0,421508522.0
87,10/2/2023 15:08,414.17,414170000,0.435833333,26149999.98,P11,630678522.0,661000000.0,fb,,01:10:30.678522,01:11:01,529508522.0,509508522.0
87,10/2/2023 15:08,414.17,414170000,0.435833333,26149999.98,P11,630678522.0,661000000.0,fb,,01:10:30.678522,01:11:01,554508522.0,534508522.0
87,10/2/2023 15:08,414.17,414170000,0.435833333,26149999.98,P11,630678522.0,661000000.0,fb,,01:10:30.678522,01:11:01,557508522.0,537508522.0
87,10/2/2023 15:08,414.17,414170000,0.435833333,26149999.98,P11,630678522.0,661000000.0,fb,,01:10:30.678522,01:11:01,452508522.0,432508522.0
87,10/2/2023 15:08,414.17,414170000,0.435833333,26149999.98,P11,630678522.0,661000000.0,fb,,01:10:30.678522,01:11:01,618508522.0,598508522.0
87,10/2/2023 15:08,414.17,414170000,0.435833333,26149999.98,P11,630678522.0,661000000.0,fb,,01:10:30.678522,01:11:01,505508522.0,485508522.0
87,10/2/2023 15:08,414.17,414170000,0.435833333,26149999.98,P11,630678522.0,661000000.0,fb,,01:10:30.678522,01:11:01,567508522.0,547508522.0
