Index,Time stamp,start position seconds,start in microsecond,Minutes of consultation,consultation in microseconds,ParticipantID,starttobii,endtobii,ActionStart,ActionEnd,starttobii_HMS,endtobii_HMS,result,result -20
17,9/2/2023 13:16,0.0,0,7.337828783,440269727.0,P04,276139892.0,715000000.0,play,,01:04:36.139892,01:11:55,327139892.0,307139892.0
17,9/2/2023 13:16,0.0,0,7.337828783,440269727.0,P04,276139892.0,715000000.0,play,,01:04:36.139892,01:11:55,351139892.0,331139892.0
17,9/2/2023 13:16,0.0,0,7.337828783,440269727.0,P04,276139892.0,715000000.0,play,,01:04:36.139892,01:11:55,379139892.0,359139892.0
17,9/2/2023 13:16,0.0,0,7.337828783,440269727.0,P04,276139892.0,715000000.0,play,,01:04:36.139892,01:11:55,410139892.0,390139892.0
17,9/2/2023 13:16,0.0,0,7.337828783,440269727.0,P04,276139892.0,715000000.0,play,,01:04:36.139892,01:11:55,438139892.0,418139892.0
17,9/2/2023 13:16,0.0,0,7.337828783,440269727.0,P04,276139892.0,715000000.0,play,,01:04:36.139892,01:11:55,455139892.0,435139892.0
17,9/2/2023 13:16,0.0,0,7.337828783,440269727.0,P04,276139892.0,715000000.0,play,,01:04:36.139892,01:11:55,465139892.0,445139892.0
17,9/2/2023 13:16,0.0,0,7.337828783,440269727.0,P04,276139892.0,715000000.0,play,,01:04:36.139892,01:11:55,465139892.0,445139892.0
17,9/2/2023 13:16,0.0,0,7.337828783,440269727.0,P04,276139892.0,715000000.0,play,,01:04:36.139892,01:11:55,475139892.0,455139892.0
17,9/2/2023 13:16,0.0,0,7.337828783,440269727.0,P04,276139892.0,715000000.0,play,,01:04:36.139892,01:11:55,489139892.0,469139892.0
17,9/2/2023 13:16,0.0,0,7.337828783,440269727.0,P04,276139892.0,715000000.0,play,,01:04:36.139892,01:11:55,501139892.0,481139892.0
17,9/2/2023 13:16,0.0,0,7.337828783,440269727.0,P04,276139892.0,715000000.0,play,,01:04:36.139892,01:11:55,501139892.0,481139892.0
17,9/2/2023 13:16,0.0,0,7.337828783,440269727.0,P04,276139892.0,715000000.0,play,,01:04:36.139892,01:11:55,589139892.0,569139892.0
17,9/2/2023 13:16,0.0,0,7.337828783,440269727.0,P04,276139892.0,715000000.0,play,,01:04:36.139892,01:11:55,614139892.0,594139892.0
17,9/2/2023 13:16,0.0,0,7.337828783,440269727.0,P04,276139892.0,715000000.0,play,,01:04:36.139892,01:11:55,617139892.0,597139892.0
17,9/2/2023 13:16,0.0,0,7.337828783,440269727.0,P04,276139892.0,715000000.0,play,,01:04:36.139892,01:11:55,512139892.0,492139892.0
17,9/2/2023 13:16,0.0,0,7.337828783,440269727.0,P04,276139892.0,715000000.0,play,,01:04:36.139892,01:11:55,678139892.0,658139892.0
17,9/2/2023 13:16,0.0,0,7.337828783,440269727.0,P04,276139892.0,715000000.0,play,,01:04:36.139892,01:11:55,565139892.0,545139892.0
17,9/2/2023 13:16,0.0,0,7.337828783,440269727.0,P04,276139892.0,715000000.0,play,,01:04:36.139892,01:11:55,627139892.0,607139892.0
