Index,Time stamp,start position seconds,start in microsecond,Minutes of consultation,consultation in microseconds,ParticipantID,starttobii,endtobii,ActionStart,ActionEnd,starttobii_HMS,endtobii_HMS,result,result -20
235,28/02/2023 13:06:44,9.7,9700000,1.204603433,72276205.98,P24,143953930.0,216313652.0,play,pause,01:02:23.953930,01:03:36.313652,185253930.0,165253930.0
238,28/02/2023 13:08:44,60.0,60000000,1.554033667,93242020.02,P24,256895427.0,350297104.0,play,pause,01:04:16.895427,01:05:50.297104,271895427.0,251895427.0
236,28/02/2023 13:08:14,81.987368,81987368,0.115020467,6901228.02,P24,235353509.0,242609550.0,play,fb,01:03:55.353509,01:04:02.609550,256366141.0,236366141.0
236,28/02/2023 13:08:14,81.987368,81987368,0.115020467,6901228.02,P24,235353509.0,242609550.0,play,fb,01:03:55.353509,01:04:02.609550,287366141.0,267366141.0
240,28/02/2023 13:10:44,157.924934,157924934,0.3847554,23085324.0,P24,381952934.0,405672837.0,play,pause,01:06:21.952934,01:06:45.672837,386028000.0,366028000.0
240,28/02/2023 13:10:44,157.924934,157924934,0.3847554,23085324.0,P24,381952934.0,405672837.0,play,pause,01:06:21.952934,01:06:45.672837,403028000.0,383028000.0
244,28/02/2023 13:12:14,184.37,184370000,0.754403,45264180.0,P24,461576571.0,506912454.0,play,pause,01:07:41.576571,01:08:26.912454,466206571.0,446206571.0
244,28/02/2023 13:12:14,184.37,184370000,0.754403,45264180.0,P24,461576571.0,506912454.0,play,pause,01:07:41.576571,01:08:26.912454,466206571.0,446206571.0
244,28/02/2023 13:12:14,184.37,184370000,0.754403,45264180.0,P24,461576571.0,506912454.0,play,pause,01:07:41.576571,01:08:26.912454,476206571.0,456206571.0
244,28/02/2023 13:12:14,184.37,184370000,0.754403,45264180.0,P24,461576571.0,506912454.0,play,pause,01:07:41.576571,01:08:26.912454,490206571.0,470206571.0
244,28/02/2023 13:12:14,184.37,184370000,0.754403,45264180.0,P24,461576571.0,506912454.0,play,pause,01:07:41.576571,01:08:26.912454,502206571.0,482206571.0
244,28/02/2023 13:12:14,184.37,184370000,0.754403,45264180.0,P24,461576571.0,506912454.0,play,pause,01:07:41.576571,01:08:26.912454,502206571.0,482206571.0
249,28/02/2023 13:15:14,301.17,301170000,0.0289994,1739964.0,P24,642253727.0,645431949.0,fb,pause,01:10:42.253727,01:10:45.431949,654083727.0,634083727.0
251,28/02/2023 13:16:14,325.185952,325185952,0.7658488,45950928.0,P24,703847623.0,750207486.0,play,pause,01:11:43.847623,01:12:30.207486,716661671.0,696661671.0
251,28/02/2023 13:16:14,325.185952,325185952,0.7658488,45950928.0,P24,703847623.0,750207486.0,play,pause,01:11:43.847623,01:12:30.207486,719661671.0,699661671.0
245,28/02/2023 13:12:44,229.714703,229714703,0.2385362,14312172.0,P24,516944471.0,531304392.0,play,pause,01:08:36.944471,01:08:51.304392,523229768.0,503229768.0
253,28/02/2023 13:18:14,419.833958,419833958,0.340265983,20415958.98,P24,832095030.0,852000000.0,play,,01:13:52.095030,01:14:12,814261072.0,794261072.0
248,28/02/2023 13:14:44,280.800401,280800401,0.409558,24573480.0,P24,617487961.0,642253727.0,play,fb,01:10:17.487961,01:10:42.253727,625687560.0,605687560.0
251,28/02/2023 13:16:14,325.185952,325185952,0.7658488,45950928.0,P24,703847623.0,750207486.0,play,pause,01:11:43.847623,01:12:30.207486,729661671.0,709661671.0
