Index,Time stamp,start position seconds,start in microsecond,Minutes of consultation,consultation in microseconds,ParticipantID,starttobii,endtobii,ActionStart,ActionEnd,starttobii_HMS,endtobii_HMS,result,result -20
183,16/02/2023 13:06:30,45.29,45290000,0.205477483,12328648.98,P20,215452883.0,227928862.0,play,pause,01:03:35.452883,01:03:47.928862,221162883.0,201162883.0
184,16/02/2023 13:07:00,57.716282,57716282,0.46134645,27680787.0,P20,241384794.0,269168773.0,play,pause,01:04:01.384794,01:04:29.168773,258668512.0,238668512.0
185,16/02/2023 13:07:30,85.460297,85460297,1.157662917,69459775.02,P20,287088649.0,357024462.0,play,pause,01:04:47.088649,01:05:57.024462,304628352.0,284628352.0
185,16/02/2023 13:07:30,85.460297,85460297,1.157662917,69459775.02,P20,287088649.0,357024462.0,play,pause,01:04:47.088649,01:05:57.024462,335628352.0,315628352.0
186,16/02/2023 13:09:00,155.000297,155000297,0.057664033,3459841.98,P20,363776262.0,367312291.0,play,pause,01:06:03.776262,01:06:07.312291,370775965.0,350775965.0
190,16/02/2023 13:10:30,177.2,177200000,0.110166217,6609973.02,P20,487887811.0,489383773.0,play,pause,01:08:07.887811,01:08:09.383773,489687811.0,469687811.0
192,16/02/2023 13:11:00,185.4,185400000,1.097507017,65850421.02,P20,562083646.0,581119418.0,fb,pause,01:09:22.083646,01:09:41.119418,565683646.0,545683646.0
192,16/02/2023 13:11:00,185.4,185400000,1.097507017,65850421.02,P20,562083646.0,581119418.0,fb,pause,01:09:22.083646,01:09:41.119418,565683646.0,545683646.0
192,16/02/2023 13:11:00,185.4,185400000,1.097507017,65850421.02,P20,562083646.0,581119418.0,fb,pause,01:09:22.083646,01:09:41.119418,575683646.0,555683646.0
192,16/02/2023 13:11:00,185.4,185400000,1.097507017,65850421.02,P20,562083646.0,581119418.0,fb,pause,01:09:22.083646,01:09:41.119418,589683646.0,569683646.0
192,16/02/2023 13:11:00,185.4,185400000,1.097507017,65850421.02,P20,562083646.0,581119418.0,fb,pause,01:09:22.083646,01:09:41.119418,601683646.0,581683646.0
192,16/02/2023 13:11:00,185.4,185400000,1.097507017,65850421.02,P20,562083646.0,581119418.0,fb,pause,01:09:22.083646,01:09:41.119418,601683646.0,581683646.0
196,16/02/2023 13:14:30,293.939658,293939658,0.51976465,31185879.0,P20,774002625.0,791626399.0,play,fb,01:12:54.002625,01:13:11.626399,793062967.0,773062967.0
200,16/02/2023 13:16:30,329.614598,329614598,0.852840717,51170443.02,P20,899169901.0,965813746.0,play,pause,01:14:59.169901,01:16:05.813746,907555303.0,887555303.0
200,16/02/2023 13:16:30,329.614598,329614598,0.852840717,51170443.02,P20,899169901.0,965813746.0,play,pause,01:14:59.169901,01:16:05.813746,910555303.0,890555303.0
192,16/02/2023 13:11:00,185.4,185400000,1.097507017,65850421.02,P20,562083646.0,581119418.0,fb,pause,01:09:22.083646,01:09:41.119418,612683646.0,592683646.0
208,16/02/2023 13:21:00,437.576386,437576386,0.04470075,2682045.0,P20,1104225150.0,1108000000.0,pause,,01:18:24.225150,01:18:28,1068648764.0,1048648764.0
195,16/02/2023 13:13:30,272.637006,272637006,0.520748283,31244896.98,P20,690754872.0,722054830.0,play,pause,01:11:30.754872,01:12:02.054830,707117866.0,687117866.0
200,16/02/2023 13:16:30,329.614598,329614598,0.852840717,51170443.02,P20,899169901.0,965813746.0,play,pause,01:14:59.169901,01:16:05.813746,920555303.0,900555303.0
