Index,Time stamp,start position seconds,start in microsecond,Minutes of consultation,consultation in microseconds,ParticipantID,starttobii,endtobii,ActionStart,ActionEnd,starttobii_HMS,endtobii_HMS,result,result -20
77,10/2/2023 14:18,0.188058,188058,2.31175515,138705309.0,P10,196046550.0,335293938.0,play,fb,01:03:16.046550,01:05:35.293938,246858492.0,226858492.0
77,10/2/2023 14:18,0.188058,188058,2.31175515,138705309.0,P10,196046550.0,335293938.0,play,fb,01:03:16.046550,01:05:35.293938,270858492.0,250858492.0
77,10/2/2023 14:18,0.188058,188058,2.31175515,138705309.0,P10,196046550.0,335293938.0,play,fb,01:03:16.046550,01:05:35.293938,298858492.0,278858492.0
79,10/2/2023 14:22,130.666516,130666516,0.466102233,27966133.98,P10,442637326.0,471165181.0,play,pause,01:07:22.637326,01:07:51.165181,445970810.0,425970810.0
80,10/2/2023 14:23,158.709714,158709714,0.33501685,20101011.0,P10,498973159.0,519789003.0,play,pause,01:08:18.973159,01:08:39.789003,502263445.0,482263445.0
81,10/2/2023 14:24,178.874077,178874077,0.7519266,45115596.0,P10,529109083.0,574300661.0,play,pause,01:08:49.109083,01:09:34.300661,529235006.0,509235006.0
81,10/2/2023 14:24,178.874077,178874077,0.7519266,45115596.0,P10,529109083.0,574300661.0,play,pause,01:08:49.109083,01:09:34.300661,539235006.0,519235006.0
81,10/2/2023 14:24,178.874077,178874077,0.7519266,45115596.0,P10,529109083.0,574300661.0,play,pause,01:08:49.109083,01:09:34.300661,539235006.0,519235006.0
81,10/2/2023 14:24,178.874077,178874077,0.7519266,45115596.0,P10,529109083.0,574300661.0,play,pause,01:08:49.109083,01:09:34.300661,549235006.0,529235006.0
81,10/2/2023 14:24,178.874077,178874077,0.7519266,45115596.0,P10,529109083.0,574300661.0,play,pause,01:08:49.109083,01:09:34.300661,563235006.0,543235006.0
82,10/2/2023 14:26,224.858289,224858289,0.144250967,8655058.02,P10,660716259.0,670100123.0,play,pause,01:11:00.716259,01:11:10.100123,660857970.0,640857970.0
82,10/2/2023 14:26,224.858289,224858289,0.144250967,8655058.02,P10,660716259.0,670100123.0,play,pause,01:11:00.716259,01:11:10.100123,660857970.0,640857970.0
83,10/2/2023 14:26,233.604108,233604108,3.261280967,195676858.0,P10,683076104.0,878819237.0,play,fb,01:11:23.076104,01:14:38.819237,762471996.0,742471996.0
84,10/2/2023 14:29,419.056212,419056212,0.018378333,1102699.98,P10,878819237.0,880411254.0,fb,pause,01:14:38.819237,01:14:40.411254,797763025.0,777763025.0
84,10/2/2023 14:29,419.056212,419056212,0.018378333,1102699.98,P10,878819237.0,880411254.0,fb,pause,01:14:38.819237,01:14:40.411254,800763025.0,780763025.0
83,10/2/2023 14:26,233.604108,233604108,3.261280967,195676858.0,P10,683076104.0,878819237.0,play,fb,01:11:23.076104,01:14:38.819237,685471996.0,665471996.0
84,10/2/2023 14:29,419.056212,419056212,0.018378333,1102699.98,P10,878819237.0,880411254.0,fb,pause,01:14:38.819237,01:14:40.411254,861763025.0,841763025.0
83,10/2/2023 14:26,233.604108,233604108,3.261280967,195676858.0,P10,683076104.0,878819237.0,play,fb,01:11:23.076104,01:14:38.819237,738471996.0,718471996.0
84,10/2/2023 14:29,419.056212,419056212,0.018378333,1102699.98,P10,878819237.0,880411254.0,fb,pause,01:14:38.819237,01:14:40.411254,810763025.0,790763025.0
