Index,Time stamp,start position seconds,start in microsecond,Minutes of consultation,consultation in microseconds,ParticipantID,starttobii,endtobii,ActionStart,ActionEnd,starttobii_HMS,endtobii_HMS,result,result -20
179,16/02/2023 11:08:42,0.0,0,7.337707633,440262458.0,P19,145896165.0,585000000.0,play,,01:02:25.896165,01:09:45,196896165.0,176896165.0
179,16/02/2023 11:08:42,0.0,0,7.337707633,440262458.0,P19,145896165.0,585000000.0,play,,01:02:25.896165,01:09:45,220896165.0,200896165.0
179,16/02/2023 11:08:42,0.0,0,7.337707633,440262458.0,P19,145896165.0,585000000.0,play,,01:02:25.896165,01:09:45,248896165.0,228896165.0
179,16/02/2023 11:08:42,0.0,0,7.337707633,440262458.0,P19,145896165.0,585000000.0,play,,01:02:25.896165,01:09:45,279896165.0,259896165.0
179,16/02/2023 11:08:42,0.0,0,7.337707633,440262458.0,P19,145896165.0,585000000.0,play,,01:02:25.896165,01:09:45,307896165.0,287896165.0
179,16/02/2023 11:08:42,0.0,0,7.337707633,440262458.0,P19,145896165.0,585000000.0,play,,01:02:25.896165,01:09:45,324896165.0,304896165.0
179,16/02/2023 11:08:42,0.0,0,7.337707633,440262458.0,P19,145896165.0,585000000.0,play,,01:02:25.896165,01:09:45,334896165.0,314896165.0
179,16/02/2023 11:08:42,0.0,0,7.337707633,440262458.0,P19,145896165.0,585000000.0,play,,01:02:25.896165,01:09:45,334896165.0,314896165.0
179,16/02/2023 11:08:42,0.0,0,7.337707633,440262458.0,P19,145896165.0,585000000.0,play,,01:02:25.896165,01:09:45,344896165.0,324896165.0
179,16/02/2023 11:08:42,0.0,0,7.337707633,440262458.0,P19,145896165.0,585000000.0,play,,01:02:25.896165,01:09:45,358896165.0,338896165.0
179,16/02/2023 11:08:42,0.0,0,7.337707633,440262458.0,P19,145896165.0,585000000.0,play,,01:02:25.896165,01:09:45,370896165.0,350896165.0
179,16/02/2023 11:08:42,0.0,0,7.337707633,440262458.0,P19,145896165.0,585000000.0,play,,01:02:25.896165,01:09:45,370896165.0,350896165.0
179,16/02/2023 11:08:42,0.0,0,7.337707633,440262458.0,P19,145896165.0,585000000.0,play,,01:02:25.896165,01:09:45,458896165.0,438896165.0
179,16/02/2023 11:08:42,0.0,0,7.337707633,440262458.0,P19,145896165.0,585000000.0,play,,01:02:25.896165,01:09:45,483896165.0,463896165.0
179,16/02/2023 11:08:42,0.0,0,7.337707633,440262458.0,P19,145896165.0,585000000.0,play,,01:02:25.896165,01:09:45,486896165.0,466896165.0
179,16/02/2023 11:08:42,0.0,0,7.337707633,440262458.0,P19,145896165.0,585000000.0,play,,01:02:25.896165,01:09:45,381896165.0,361896165.0
179,16/02/2023 11:08:42,0.0,0,7.337707633,440262458.0,P19,145896165.0,585000000.0,play,,01:02:25.896165,01:09:45,547896165.0,527896165.0
179,16/02/2023 11:08:42,0.0,0,7.337707633,440262458.0,P19,145896165.0,585000000.0,play,,01:02:25.896165,01:09:45,434896165.0,414896165.0
179,16/02/2023 11:08:42,0.0,0,7.337707633,440262458.0,P19,145896165.0,585000000.0,play,,01:02:25.896165,01:09:45,496896165.0,476896165.0
