Index,Time stamp,start position seconds,start in microsecond,Minutes of consultation,consultation in microseconds,ParticipantID,starttobii,endtobii,ActionStart,ActionEnd,starttobii_HMS,endtobii_HMS,result,result -20
50,9/2/2023 15:13,0.0,0,7.338377283,440302637.0,P06,241844676.0,681000000.0,play,,01:04:01.844676,01:11:21,292844676.0,272844676.0
50,9/2/2023 15:13,0.0,0,7.338377283,440302637.0,P06,241844676.0,681000000.0,play,,01:04:01.844676,01:11:21,316844676.0,296844676.0
50,9/2/2023 15:13,0.0,0,7.338377283,440302637.0,P06,241844676.0,681000000.0,play,,01:04:01.844676,01:11:21,344844676.0,324844676.0
50,9/2/2023 15:13,0.0,0,7.338377283,440302637.0,P06,241844676.0,681000000.0,play,,01:04:01.844676,01:11:21,375844676.0,355844676.0
50,9/2/2023 15:13,0.0,0,7.338377283,440302637.0,P06,241844676.0,681000000.0,play,,01:04:01.844676,01:11:21,403844676.0,383844676.0
50,9/2/2023 15:13,0.0,0,7.338377283,440302637.0,P06,241844676.0,681000000.0,play,,01:04:01.844676,01:11:21,420844676.0,400844676.0
50,9/2/2023 15:13,0.0,0,7.338377283,440302637.0,P06,241844676.0,681000000.0,play,,01:04:01.844676,01:11:21,430844676.0,410844676.0
50,9/2/2023 15:13,0.0,0,7.338377283,440302637.0,P06,241844676.0,681000000.0,play,,01:04:01.844676,01:11:21,430844676.0,410844676.0
50,9/2/2023 15:13,0.0,0,7.338377283,440302637.0,P06,241844676.0,681000000.0,play,,01:04:01.844676,01:11:21,440844676.0,420844676.0
50,9/2/2023 15:13,0.0,0,7.338377283,440302637.0,P06,241844676.0,681000000.0,play,,01:04:01.844676,01:11:21,454844676.0,434844676.0
50,9/2/2023 15:13,0.0,0,7.338377283,440302637.0,P06,241844676.0,681000000.0,play,,01:04:01.844676,01:11:21,466844676.0,446844676.0
50,9/2/2023 15:13,0.0,0,7.338377283,440302637.0,P06,241844676.0,681000000.0,play,,01:04:01.844676,01:11:21,466844676.0,446844676.0
50,9/2/2023 15:13,0.0,0,7.338377283,440302637.0,P06,241844676.0,681000000.0,play,,01:04:01.844676,01:11:21,554844676.0,534844676.0
50,9/2/2023 15:13,0.0,0,7.338377283,440302637.0,P06,241844676.0,681000000.0,play,,01:04:01.844676,01:11:21,579844676.0,559844676.0
50,9/2/2023 15:13,0.0,0,7.338377283,440302637.0,P06,241844676.0,681000000.0,play,,01:04:01.844676,01:11:21,582844676.0,562844676.0
50,9/2/2023 15:13,0.0,0,7.338377283,440302637.0,P06,241844676.0,681000000.0,play,,01:04:01.844676,01:11:21,477844676.0,457844676.0
50,9/2/2023 15:13,0.0,0,7.338377283,440302637.0,P06,241844676.0,681000000.0,play,,01:04:01.844676,01:11:21,643844676.0,623844676.0
50,9/2/2023 15:13,0.0,0,7.338377283,440302637.0,P06,241844676.0,681000000.0,play,,01:04:01.844676,01:11:21,530844676.0,510844676.0
50,9/2/2023 15:13,0.0,0,7.338377283,440302637.0,P06,241844676.0,681000000.0,play,,01:04:01.844676,01:11:21,592844676.0,572844676.0
