Index,Time stamp,start position seconds,start in microsecond,Minutes of consultation,consultation in microseconds,ParticipantID,starttobii,endtobii,ActionStart,ActionEnd,starttobii_HMS,endtobii_HMS,result,result -20
140,15/02/2023 16:10:33,10.046368,10046368,1.541269267,92476156.02,P18,305502683.0,398438477.0,fb,fb,01:05:05.502683,01:06:38.438477,346456315.0,326456315.0
140,15/02/2023 16:10:33,10.046368,10046368,1.541269267,92476156.02,P18,305502683.0,398438477.0,fb,fb,01:05:05.502683,01:06:38.438477,370456315.0,350456315.0
144,15/02/2023 16:12:33,98.69573,98695730,0.50987475,30592485.0,P18,438310457.0,469654255.0,play,pause,01:07:18.310457,01:07:49.654255,442614727.0,422614727.0
148,15/02/2023 16:15:03,132.445708,132445708,0.573559783,34413586.98,P18,588422044.0,623126024.0,play,pause,01:09:48.422044,01:10:23.126024,589976336.0,569976336.0
149,15/02/2023 16:16:03,157.851656,157851656,0.466921817,28015309.02,P18,649269902.0,677813853.0,play,pause,01:10:49.269902,01:11:17.813853,653418246.0,633418246.0
150,15/02/2023 16:17:03,175.866965,175866965,0.569804817,34188289.02,P18,709749856.0,744069679.0,play,fb,01:11:49.749856,01:12:24.069679,712882891.0,692882891.0
150,15/02/2023 16:17:03,175.866965,175866965,0.569804817,34188289.02,P18,709749856.0,744069679.0,play,fb,01:11:49.749856,01:12:24.069679,722882891.0,702882891.0
150,15/02/2023 16:17:03,175.866965,175866965,0.569804817,34188289.02,P18,709749856.0,744069679.0,play,fb,01:11:49.749856,01:12:24.069679,722882891.0,702882891.0
150,15/02/2023 16:17:03,175.866965,175866965,0.569804817,34188289.02,P18,709749856.0,744069679.0,play,fb,01:11:49.749856,01:12:24.069679,732882891.0,712882891.0
152,15/02/2023 16:18:03,200.06835,200068350,0.43148235,25888941.0,P18,754957687.0,781525672.0,fb,pause,01:12:34.957687,01:13:01.525672,767889337.0,747889337.0
152,15/02/2023 16:18:03,200.06835,200068350,0.43148235,25888941.0,P18,754957687.0,781525672.0,fb,pause,01:12:34.957687,01:13:01.525672,779889337.0,759889337.0
152,15/02/2023 16:18:03,200.06835,200068350,0.43148235,25888941.0,P18,754957687.0,781525672.0,fb,pause,01:12:34.957687,01:13:01.525672,779889337.0,759889337.0
166,15/02/2023 16:24:03,299.678633,299678633,0.490126167,29407570.02,P18,1125524903.0,1155692853.0,play,pause,01:18:45.524903,01:19:15.692853,1138846270.0,1118846270.0
167,15/02/2023 16:24:33,329.244227,329244227,0.442649117,26558947.02,P18,1169604886.0,1196260683.0,play,pause,01:19:29.604886,01:19:56.260683,1178360659.0,1158360659.0
167,15/02/2023 16:24:33,329.244227,329244227,0.442649117,26558947.02,P18,1169604886.0,1196260683.0,play,pause,01:19:29.604886,01:19:56.260683,1181360659.0,1161360659.0
154,15/02/2023 16:19:03,234.757342,234757342,0.331710833,19902649.98,P18,836773611.0,856981396.0,fb,pause,01:13:56.773611,01:14:16.981396,838016269.0,818016269.0
173,15/02/2023 16:28:03,388.967523,388967523,0.236519333,14191159.98,P18,1310196548.0,1340668369.0,play,pause,01:21:50.196548,01:22:20.668369,1323229025.0,1303229025.0
163,15/02/2023 16:23:03,285.735836,285735836,0.175985967,10559158.02,P18,1075324926.0,1086132957.0,fb,pause,01:17:55.324926,01:18:06.132957,1078589090.0,1058589090.0
167,15/02/2023 16:24:33,329.244227,329244227,0.442649117,26558947.02,P18,1169604886.0,1196260683.0,play,pause,01:19:29.604886,01:19:56.260683,1191360659.0,1171360659.0
