Index,Time stamp,start position seconds,start in microsecond,Minutes of consultation,consultation in microseconds,ParticipantID,starttobii,endtobii,ActionStart,ActionEnd,starttobii_HMS,endtobii_HMS,result,result -20
88,10/2/2023 16:06,0.0,0,7.338262483,440295749.0,P12,167074506.0,606000000.0,play,,01:02:47.074506,01:10:06,218074506.0,198074506.0
88,10/2/2023 16:06,0.0,0,7.338262483,440295749.0,P12,167074506.0,606000000.0,play,,01:02:47.074506,01:10:06,242074506.0,222074506.0
88,10/2/2023 16:06,0.0,0,7.338262483,440295749.0,P12,167074506.0,606000000.0,play,,01:02:47.074506,01:10:06,270074506.0,250074506.0
88,10/2/2023 16:06,0.0,0,7.338262483,440295749.0,P12,167074506.0,606000000.0,play,,01:02:47.074506,01:10:06,301074506.0,281074506.0
88,10/2/2023 16:06,0.0,0,7.338262483,440295749.0,P12,167074506.0,606000000.0,play,,01:02:47.074506,01:10:06,329074506.0,309074506.0
88,10/2/2023 16:06,0.0,0,7.338262483,440295749.0,P12,167074506.0,606000000.0,play,,01:02:47.074506,01:10:06,346074506.0,326074506.0
88,10/2/2023 16:06,0.0,0,7.338262483,440295749.0,P12,167074506.0,606000000.0,play,,01:02:47.074506,01:10:06,356074506.0,336074506.0
88,10/2/2023 16:06,0.0,0,7.338262483,440295749.0,P12,167074506.0,606000000.0,play,,01:02:47.074506,01:10:06,356074506.0,336074506.0
88,10/2/2023 16:06,0.0,0,7.338262483,440295749.0,P12,167074506.0,606000000.0,play,,01:02:47.074506,01:10:06,366074506.0,346074506.0
88,10/2/2023 16:06,0.0,0,7.338262483,440295749.0,P12,167074506.0,606000000.0,play,,01:02:47.074506,01:10:06,380074506.0,360074506.0
88,10/2/2023 16:06,0.0,0,7.338262483,440295749.0,P12,167074506.0,606000000.0,play,,01:02:47.074506,01:10:06,392074506.0,372074506.0
88,10/2/2023 16:06,0.0,0,7.338262483,440295749.0,P12,167074506.0,606000000.0,play,,01:02:47.074506,01:10:06,392074506.0,372074506.0
88,10/2/2023 16:06,0.0,0,7.338262483,440295749.0,P12,167074506.0,606000000.0,play,,01:02:47.074506,01:10:06,480074506.0,460074506.0
88,10/2/2023 16:06,0.0,0,7.338262483,440295749.0,P12,167074506.0,606000000.0,play,,01:02:47.074506,01:10:06,505074506.0,485074506.0
88,10/2/2023 16:06,0.0,0,7.338262483,440295749.0,P12,167074506.0,606000000.0,play,,01:02:47.074506,01:10:06,508074506.0,488074506.0
88,10/2/2023 16:06,0.0,0,7.338262483,440295749.0,P12,167074506.0,606000000.0,play,,01:02:47.074506,01:10:06,403074506.0,383074506.0
88,10/2/2023 16:06,0.0,0,7.338262483,440295749.0,P12,167074506.0,606000000.0,play,,01:02:47.074506,01:10:06,569074506.0,549074506.0
88,10/2/2023 16:06,0.0,0,7.338262483,440295749.0,P12,167074506.0,606000000.0,play,,01:02:47.074506,01:10:06,456074506.0,436074506.0
88,10/2/2023 16:06,0.0,0,7.338262483,440295749.0,P12,167074506.0,606000000.0,play,,01:02:47.074506,01:10:06,518074506.0,498074506.0
